,ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS,YEAR,log10.width,log10.weight,log.width,log.weight,Cooks_D,SC,Maturity
10718,NA,-17055,201701,94,200,P-29,68580,1,NA,102.7,2,NA,NA,NA,520,28.1,,2017,2.011570444,2.716003344,4.631812117,6.253828812,0.000672007,NS,Mature
10721,NA,-10199,201301,89,155,M-25,68580,1,NA,102.8,2,NA,NA,NA,452,26.5,,2013,2.011993115,2.655138435,4.632785353,6.11368218,2.06E-05,NS,Mature
10722,NA,-19199,201901,94,123,L-20,68580,1,NA,102.8,2,NA,NA,NA,462,25.8,,2019,2.011993115,2.664641976,4.632785353,6.135564891,6.10E-05,NS,Mature
10723,NA,-19243,201901,162,137,G-23,68580,1,NA,102.8,2,NA,NA,NA,428,23.9,,2019,2.011993115,2.631443769,4.632785353,6.059123196,1.32E-05,NS,Mature
10724,NA,-19468,201901,94,204,U-26,68580,1,NA,102.8,2,NA,NA,NA,414,27.8,,2019,2.011993115,2.617000341,4.632785353,6.025865974,7.40E-05,NS,Mature
10727,3069,-3762,200701,89,160,ON2524,68580,1,NA,102.9,2,NA,NA,NA,460,25.1,,2007,2.012415375,2.662757832,4.633757643,6.131226489,4.52E-05,NS,Mature
10728,2626,-6908,201001,162,219,R-28,68580,1,NA,102.9,2,NA,NA,NA,398,24.3,,2010,2.012415375,2.599883072,4.633757643,5.986452005,0.000224085,NS,Mature
10730,NA,-16929,201701,94,146,K-24,68580,1,NA,102.9,2,NA,NA,NA,385,24.3,,2017,2.012415375,2.58546073,4.633757643,5.953243334,0.000397844,NS,Mature
10732,1705,1063357,200101,89,92,J-01,68580,1,NA,103,2,NA,NA,NA,368,NA,,2001,2.012837225,2.565847819,4.634728988,5.908082938,0.000739709,NS,#VALUE!
10733,1722,1011053,200001,88,163,Q-30,68580,1,NA,103,2,NA,NA,NA,470,NA,,2000,2.012837225,2.672097858,4.634728988,6.152732695,9.05E-05,NS,#VALUE!
10737,2956,-3329,200701,89,139,H-24,68580,1,NA,103,2,NA,NA,NA,460,24.2,,2007,2.012837225,2.662757832,4.634728988,6.131226489,3.95E-05,NS,Mature
10739,664,-7939,201101,89,102,H-22,68580,1,NA,103,2,NA,NA,NA,448,25.9,,2011,2.012837225,2.651278014,4.634728988,6.104793232,5.39E-06,NS,Mature
10740,1769,-8188,201101,162,187,O-30,68580,1,NA,103,2,NA,NA,NA,486,25.6,,2011,2.012837225,2.686636269,4.634728988,6.186208624,0.000211369,NS,Mature
10742,NA,-9249,201201,89,213,O-31,68580,1,NA,103,2,NA,NA,NA,512,NA,,2012,2.012837225,2.709269961,4.634728988,6.238324625,0.000499932,NS,#VALUE!
10743,NA,-10268,201301,89,185,Q-30,68580,1,NA,103,2,NA,NA,NA,388,27.6,,2013,2.012837225,2.588831726,4.634728988,5.96100534,0.000370791,NS,Mature
10746,NA,-17007,201701,94,188,T-27,68580,1,NA,103,2,NA,NA,NA,445,25.2,,2017,2.012837225,2.648360011,4.634728988,6.098074282,1.72E-06,NS,Mature
10747,NA,-17031,201701,162,168,T-29,68580,1,NA,103,2,NA,NA,NA,516,26.5,,2017,2.012837225,2.712649702,4.634728988,6.246106765,0.000553518,NS,Mature
10750,2359,-6895,201001,162,206,Q-30,68580,1,NA,103.1,2,NA,NA,NA,416,24.8,,2010,2.013258665,2.619093331,4.635699391,6.03068526,8.57E-05,NS,Mature
10751,5177,-6711,201001,89,98,G-19,68580,1,NA,103.1,2,NA,NA,NA,398,19.8,,2010,2.013258665,2.599883072,4.635699391,5.986452005,0.000253002,NS,Immature
10755,NA,-14700,201501,94,146,ON2625,68580,1,NA,103.1,2,NA,NA,NA,454,25.9,,2015,2.013258665,2.657055853,4.635699391,6.118097198,1.50E-05,NS,Mature
10756,NA,-19207,201901,94,129,N-20,68580,1,NA,103.1,2,NA,NA,NA,394,NA,,2019,2.013258665,2.595496222,4.635699391,5.976350909,0.000303593,NS,#VALUE!
10757,NA,-19221,201901,94,143,G-24,68580,1,NA,103.1,2,NA,NA,NA,496,26.4,,2019,2.013258665,2.695481676,4.635699391,6.206575927,0.00029485,NS,Mature
10758,NA,-17031,201701,162,168,T-29,68580,1,NA,103.1,2,NA,NA,NA,482,25.4,,2017,2.013258665,2.683047038,4.635699391,6.177944114,0.000165606,NS,Mature
10759,NA,-17031,201701,162,168,T-29,68580,1,NA,103.1,2,NA,NA,NA,510,26.9,,2017,2.013258665,2.707570176,4.635699391,6.234410726,0.000455987,NS,Mature
10760,NA,-17026,201701,162,163,R-31,68580,1,NA,103.1,2,NA,NA,NA,504,25,,2017,2.013258665,2.702430536,4.635699391,6.222576268,0.000383201,NS,Mature
10764,5121,-6709,201001,89,96,F-19,68580,1,NA,103.2,2,NA,NA,NA,390,12.6,,2010,2.013679697,2.591064607,4.636668853,5.966146739,0.000377559,NS,Immature
10765,1757,-8186,201101,162,185,P-29,68580,1,NA,103.2,2,NA,NA,NA,490,25.5,,2011,2.013679697,2.69019608,4.636668853,6.194405391,0.00022247,NS,Mature
10767,NA,-19214,201901,94,136,N-21,68580,1,NA,103.2,2,NA,NA,NA,442,NA,,2019,2.013679697,2.645422269,4.636668853,6.091309882,3.57E-07,NS,#VALUE!
10768,NA,-19222,201901,94,144,F-24,68580,1,NA,103.2,2,NA,NA,NA,502,26.1,,2019,2.013679697,2.700703717,4.636668853,6.21860012,0.000344327,NS,Mature
10770,NA,-16796,201701,94,143,H-24,68580,1,NA,103.2,2,NA,NA,NA,510,24.9,,2017,2.013679697,2.707570176,4.636668853,6.234410726,0.000438277,NS,Mature
10771,2848,-3303,200701,89,113,IH1918,68580,1,NA,103.3,2,NA,NA,NA,488,27.1,,2007,2.014100322,2.688419822,4.637637376,6.190315406,0.000192417,NS,Mature
10772,2931,-3326,200701,89,136,K-25,68580,1,NA,103.3,2,NA,NA,NA,482,28.2,,2007,2.014100322,2.683047038,4.637637376,6.177944114,0.000144177,NS,Mature
10774,1646,-8162,201101,162,161,N-26,68580,1,NA,103.3,2,NA,NA,NA,434,23.8,,2011,2.014100322,2.63748973,4.637637376,6.073044534,1.44E-05,NS,Mature
10776,NA,-19292,201901,162,100,L-19,68580,1,NA,103.3,2,NA,NA,NA,420,27.9,,2019,2.014100322,2.62324929,4.637637376,6.040254711,7.64E-05,NS,Mature
10780,2483,-6902,201001,162,213,S-30,68580,1,NA,103.4,2,NA,NA,NA,480,24.8,,2010,2.014520539,2.681241237,4.638604962,6.173786104,0.000119862,NS,Mature
10781,5274,-6717,201001,89,104,IH2019,68580,1,NA,103.4,2,NA,NA,NA,436,24.3,,2010,2.014520539,2.639486489,4.638604962,6.077642243,1.27E-05,NS,Mature
10787,NA,-17038,201701,94,204,R-30,68580,1,NA,103.4,2,NA,NA,NA,480,25.2,,2017,2.014520539,2.681241237,4.638604962,6.173786104,0.000119862,NS,Mature
10788,2755,-3260,200701,89,70,F-03,68580,1,NA,103.5,2,NA,NA,NA,486,19.8,,2007,2.01494035,2.686636269,4.639571613,6.186208624,0.000153548,NS,Immature
10798,NA,-10272,201301,162,188,M-27,68580,1,NA,103.6,2,NA,NA,NA,496,27.4,,2013,2.015359755,2.695481676,4.64053733,6.206575927,0.000226233,NS,Mature
10801,NA,-19387,201901,162,144,J-26,68580,1,NA,103.6,2,NA,NA,NA,506,24.8,,2019,2.015359755,2.704150517,4.64053733,6.226536669,0.000326195,NS,Mature
10804,5598,-6741,201001,89,128,M-24,68580,1,NA,103.7,2,NA,NA,NA,450,26,,2010,2.015778756,2.653212514,4.641502115,6.109247583,1.74E-08,NS,Mature
10809,2496,-3720,200701,88,200,S-30,68580,1,NA,103.8,2,NA,NA,NA,500,24.9,,2007,2.016197354,2.698970004,4.642465971,6.214608098,0.000237221,NS,Mature
10812,NA,-10279,201301,89,191,O-30,68580,1,NA,103.8,2,NA,NA,NA,448,27.4,,2013,2.016197354,2.651278014,4.642465971,6.104793232,1.58E-06,NS,Mature
10813,NA,-14775,201501,94,196,L-29,68580,1,NA,103.8,2,NA,NA,NA,472,24.2,,2015,2.016197354,2.673941999,4.642465971,6.156978986,4.44E-05,NS,Mature
10816,NA,-10067,201301,89,75,G-04,68580,1,NA,103.9,2,NA,NA,NA,420,18.8,,2013,2.016615548,2.62324929,4.643428898,6.040254711,0.000132501,NS,Immature
10818,NA,-14060,201501,162,67,F-04,68580,1,NA,103.9,2,NA,NA,NA,486,24.8,,2015,2.016615548,2.686636269,4.643428898,6.186208624,0.00011363,NS,Mature
10819,NA,-17036,201701,94,202,Q-29,68580,1,NA,103.9,2,NA,NA,NA,480,26.8,,2017,2.016615548,2.681241237,4.643428898,6.173786104,7.70E-05,NS,Mature
10820,NA,-16978,201701,94,173,O-25,68580,1,NA,103.9,2,NA,NA,NA,470,NA,,2017,2.016615548,2.672097858,4.643428898,6.152732695,3.11E-05,NS,#VALUE!
10822,2468,-3714,200701,88,194,U-29,68580,1,NA,104,2,NA,NA,NA,456,26.3,,2007,2.017033339,2.658964843,4.644390899,6.12249281,2.84E-07,NS,Mature
10823,2488,-3718,200701,88,198,R-30,68580,1,NA,104,2,NA,NA,NA,398,17.5,,2007,2.017033339,2.599883072,4.644390899,5.986452005,0.000406397,NS,Immature
10824,5043,-4859,200901,88,54,F-05,68580,1,NA,104,2,NA,NA,NA,452,24.3,,2009,2.017033339,2.655138435,4.644390899,6.11368218,6.51E-07,NS,Mature
10825,NA,-9256,201201,89,192,M-29,68580,1,NA,104,2,NA,NA,NA,518,24.7,,2012,2.017033339,2.71432976,4.644390899,6.249975242,0.000396972,NS,Mature
10827,NA,-14564,201501,94,131,N-23,68580,1,NA,104,2,NA,NA,NA,430,26.4,,2015,2.017033339,2.633468456,4.644390899,6.063785209,7.05E-05,NS,Mature
10828,NA,-19469,201901,94,205,V-26,68580,1,NA,104,2,NA,NA,NA,486,26.1,,2019,2.017033339,2.686636269,4.644390899,6.186208624,0.000104548,NS,Mature
10832,507,-6173,201001,162,54,C-05,68580,1,NA,104.1,2,NA,NA,NA,492,26.3,,2010,2.01745073,2.691965103,4.645351976,6.198478716,0.000135911,NS,Mature
10834,NA,-9233,201201,162,217,N-30,68580,1,NA,104.1,2,NA,NA,NA,468,NA,,2012,2.01745073,2.670245853,4.645351976,6.148468296,1.63E-05,NS,#VALUE!
10841,NA,-16993,201701,162,144,S-27,68580,1,NA,104.1,2,NA,NA,NA,472,23.6,,2017,2.01745073,2.673941999,4.645351976,6.156978986,2.85E-05,NS,Mature
10843,5384,-5417,200901,88,155,H-24,68580,1,NA,104.2,2,NA,NA,NA,516,25,,2009,2.017867719,2.712649702,4.646312129,6.246106765,0.000341811,NS,Mature
10844,2331,-6894,201001,162,205,Q-31,68580,1,NA,104.2,2,NA,NA,NA,406,21.1,,2010,2.017867719,2.608526034,4.646312129,6.00635316,0.000326805,NS,Immature
10845,2484,-6902,201001,162,213,S-30,68580,1,NA,104.2,2,NA,NA,NA,488,26.8,,2010,2.017867719,2.688419822,4.646312129,6.190315406,9.96E-05,NS,Mature
10848,2897,-3318,200701,89,128,J-21,68580,1,NA,104.3,2,NA,NA,NA,386,21,,2007,2.018284308,2.586587305,4.647271362,5.955837369,0.000689923,NS,Immature
10853,NA,-16932,201701,94,149,L-22,68580,1,NA,104.3,2,NA,NA,NA,495,26.1,,2017,2.018284308,2.694605199,4.647271362,6.204557763,0.000137308,NS,Mature
10854,2973,-3752,200701,89,150,M-22,68580,1,NA,104.4,2,NA,NA,NA,470,24.3,,2007,2.018700499,2.672097858,4.648229675,6.152732695,1.13E-05,NS,Mature
10857,1259,-11368,200601,134,116,IH2019,68580,1,NA,104.5,2,NA,NA,NA,507,24.9,,2006,2.01911629,2.705007959,4.649187071,6.228511004,0.000210729,NS,Mature
10858,2645,-6909,201001,162,220,P-28,68580,1,NA,104.5,2,NA,NA,NA,534,25.7,,2010,2.01911629,2.727541257,4.649187071,6.280395839,0.000504518,NS,Mature
10860,NA,-10187,201301,89,144,I-23,68580,1,NA,104.5,2,NA,NA,NA,488,28.4,,2013,2.01911629,2.688419822,4.649187071,6.190315406,7.51E-05,NS,Mature
10862,NA,-19454,201901,94,190,R-30,68580,1,NA,104.5,2,NA,NA,NA,494,25,,2019,2.01911629,2.693726949,4.649187071,6.202535517,0.00011107,NS,Mature
10863,NA,-16931,201701,94,148,L-23,68580,1,NA,104.5,2,NA,NA,NA,440,26.2,,2017,2.01911629,2.643452676,4.649187071,6.086774727,5.17E-05,NS,Mature
10864,1293,-11373,200601,134,121,G-20,68580,1,NA,104.6,2,NA,NA,NA,450,23.1,,2006,2.019531685,2.653212514,4.650143552,6.109247583,1.76E-05,NS,Mature
10865,2465,-6901,201001,162,212,S-31,68580,1,NA,104.6,2,NA,NA,NA,468,24.3,,2010,2.019531685,2.670245853,4.650143552,6.148468296,3.29E-06,NS,Mature
10866,NA,-10167,201301,89,141,L-23,68580,1,NA,104.6,2,NA,NA,NA,470,26.6,,2013,2.019531685,2.672097858,4.650143552,6.152732695,6.08E-06,NS,Mature
10873,NA,-10273,201301,162,189,L-27,68580,1,NA,104.7,2,NA,NA,NA,506,25.2,,2013,2.019946682,2.704150517,4.651099118,6.226536669,0.000178245,NS,Mature
10877,1770,-8188,201101,162,187,O-30,68580,1,NA,104.9,2,NA,NA,NA,540,26.6,,2011,2.020775488,2.73239376,4.653007515,6.29156914,0.000506059,NS,Mature
10879,1726,1011053,200001,88,163,Q-30,68580,1,NA,105,2,NA,NA,NA,506,NA,,2000,2.021189299,2.704150517,4.65396035,6.226536669,0.000145205,NS,#VALUE!
10881,2862,-3305,200701,89,115,JI1918,68580,1,NA,105,2,NA,NA,NA,540,25.7,,2007,2.021189299,2.73239376,4.65396035,6.29156914,0.000487291,NS,Mature
10883,5266,-5346,200901,88,84,E-18,68580,1,NA,105,2,NA,NA,NA,542,27.7,,2009,2.021189299,2.733999287,4.65396035,6.295266001,0.000512775,NS,Mature
10886,NA,-10268,201301,89,185,Q-30,68580,1,NA,105,2,NA,NA,NA,444,29.5,,2013,2.021189299,2.64738297,4.65396035,6.095824562,6.56E-05,NS,Mature
10892,5725,-6758,201001,89,145,K-25,68580,1,NA,105.1,2,NA,NA,NA,524,26,,2010,2.021602716,2.719331287,4.654912278,6.261491684,0.000289351,NS,Mature
10896,NA,-16793,201701,94,140,F-23,68580,1,NA,105.1,2,NA,NA,NA,460,24.7,,2017,2.021602716,2.662757832,4.654912278,6.131226489,9.59E-06,NS,Mature
10897,2925,-3326,200701,89,136,K-25,68580,1,NA,105.2,2,NA,NA,NA,486,27.3,,2007,2.02201574,2.686636269,4.6558633,6.186208624,2.45E-05,NS,Mature
10899,NA,-10208,201301,162,149,I-26,68580,1,NA,105.2,2,NA,NA,NA,531,26.2,,2013,2.02201574,2.725094521,4.6558633,6.274762021,0.000347172,NS,Mature
10902,NA,-17727,201801,162,82,J-01,68580,1,NA,105.2,2,NA,NA,NA,454,25.5,,2018,2.02201574,2.657055853,4.6558633,6.118097198,3.11E-05,NS,Mature
10903,NA,-19233,201901,162,127,M-21,68580,1,NA,105.2,2,NA,NA,NA,410,25.1,,2019,2.02201574,2.612783857,4.6558633,6.01615716,0.000455233,NS,Mature
10904,NA,-16980,201701,162,131,QP2625,68580,1,NA,105.2,2,NA,NA,NA,494,25.4,,2017,2.02201574,2.693726949,4.6558633,6.202535517,5.58E-05,NS,Mature
10905,5041,-4834,200901,88,29,D-09,68580,1,NA,105.3,2,NA,NA,NA,496,24.9,,2009,2.022428371,2.695481676,4.656813419,6.206575927,5.86E-05,NS,Mature
10909,NA,-10272,201301,162,188,M-27,68580,1,NA,105.3,2,NA,NA,NA,528,26.7,,2013,2.022428371,2.722633923,4.656813419,6.269096284,0.000300291,NS,Mature
10914,NA,-14703,201501,94,151,O-26,68580,1,NA,105.4,2,NA,NA,NA,506,28.5,,2015,2.022840611,2.704150517,4.657762636,6.226536669,0.000106193,NS,Mature
10915,NA,-17028,201701,162,165,S-31,68580,1,NA,105.4,2,NA,NA,NA,522,24.6,,2017,2.022840611,2.717670503,4.657762636,6.257667588,0.000228891,NS,Mature
10917,NA,-16811,201701,94,133,GF2221,68580,1,NA,105.4,2,NA,NA,NA,485,27.3,,2017,2.022840611,2.685741739,4.657762636,6.184148891,1.40E-05,NS,Mature
10920,1649,-8163,201101,162,162,N-27,68580,1,NA,105.5,2,NA,NA,NA,520,26.3,,2011,2.02325246,2.716003344,4.658710953,6.253828812,0.000198857,NS,Mature
10923,NA,-10272,201301,162,188,M-27,68580,1,NA,105.5,2,NA,NA,NA,448,28.1,,2013,2.02325246,2.651278014,4.658710953,6.104793232,8.14E-05,NS,Mature
10924,NA,-10313,201301,89,195,M-32,68580,1,NA,105.5,2,NA,NA,NA,556,29.8,,2013,2.02325246,2.745074792,4.658710953,6.320768294,0.000599684,NS,Mature
10927,NA,-18780,201901,162,28,B-08,68580,1,NA,105.5,2,NA,NA,NA,502,24.3,,2019,2.02325246,2.700703717,4.658710953,6.21860012,7.46E-05,NS,Mature
10929,3088,-3764,200701,89,162,PO2524,68580,1,NA,105.6,2,NA,NA,NA,534,27.6,,2007,2.023663918,2.727541257,4.659658371,6.280395839,0.000316699,NS,Mature
10930,5401,-6725,201001,89,112,G-21,68580,1,NA,105.6,2,NA,NA,NA,487,26,,2010,2.023663918,2.687528961,4.659658371,6.188264123,1.21E-05,NS,Mature
10931,1738,-8182,201101,162,181,R-29,68580,1,NA,105.6,2,NA,NA,NA,526,28.9,,2011,2.023663918,2.720985744,4.659658371,6.265301213,0.000238726,NS,Mature
10932,NA,-19426,201901,94,184,O-30,68580,1,NA,105.6,2,NA,NA,NA,530,27.6,,2019,2.023663918,2.72427587,4.659658371,6.272877007,0.000276484,NS,Mature
10936,NA,-19468,201901,94,204,U-26,68580,1,NA,105.7,2,NA,NA,NA,432,28.2,,2019,2.024074987,2.635483747,4.660604893,6.068425588,0.000243667,NS,Mature
10938,2957,-3329,200701,89,139,H-24,68580,1,NA,105.8,2,NA,NA,NA,566,27.9,,2007,2.024485668,2.752816431,4.661550519,6.338594078,0.0006762,NS,Mature
10939,3070,-3762,200701,89,160,ON2524,68580,1,NA,105.8,2,NA,NA,NA,526,26.2,,2007,2.024485668,2.720985744,4.661550519,6.265301213,0.000212763,NS,Mature
10944,NA,-16793,201701,94,140,F-23,68580,1,NA,105.8,2,NA,NA,NA,470,NA,,2017,2.024485668,2.672097858,4.661550519,6.152732695,8.70E-06,NS,#VALUE!
10945,NA,-16995,201701,94,176,O-24,68580,1,NA,105.8,2,NA,NA,NA,534,30.6,,2017,2.024485668,2.727541257,4.661550519,6.280395839,0.00028689,NS,Mature
10948,NA,-14062,201501,162,69,D-04,68580,1,NA,105.9,2,NA,NA,NA,504,25.1,,2015,2.02489596,2.702430536,4.662495253,6.222576268,5.61E-05,NS,Mature
10953,1733,1011053,200001,88,163,Q-30,68580,1,NA,106,2,NA,NA,NA,576,NA,,2000,2.025305865,2.760422483,4.663439094,6.356107661,0.000778503,NS,#VALUE!
10954,NA,-10093,201301,89,101,HG1918,68580,1,NA,106,2,NA,NA,NA,510,27.5,,2013,2.025305865,2.707570176,4.663439094,6.234410726,7.91E-05,NS,Mature
10957,NA,-18782,201901,162,30,B-06,68580,1,NA,106,2,NA,NA,NA,526,26.7,,2019,2.025305865,2.720985744,4.663439094,6.265301213,0.000188211,NS,Mature
10959,NA,2347,197502,14,61,D-05,68580,1,90,106,2,NA,NA,NA,516,NA,,1975,2.025305865,2.712649702,4.663439094,6.246106765,0.000114942,NS,#VALUE!
10960,NA,2352,197502,14,66,A-05,68580,1,90,106,2,NA,NA,NA,522,NA,,1975,2.025305865,2.717670503,4.663439094,6.257667588,0.00015692,NS,#VALUE!
10963,NA,-9256,201201,89,192,M-29,68580,1,NA,106.1,2,NA,NA,NA,490,24.6,,2012,2.025715384,2.69019608,4.664382046,6.194405391,4.83E-06,NS,Mature
10966,1744,-8183,201101,162,182,R-30,68580,1,NA,106.2,2,NA,NA,NA,470,27.8,,2011,2.026124517,2.672097858,4.665324109,6.152732695,2.28E-05,NS,Mature
10969,NA,-19281,201901,162,101,K-19,68580,1,NA,106.2,2,NA,NA,NA,468,26.4,,2019,2.026124517,2.670245853,4.665324109,6.148468296,2.97E-05,NS,Mature
10970,NA,-19292,201901,162,100,L-19,68580,1,NA,106.2,2,NA,NA,NA,434,26.8,,2019,2.026124517,2.63748973,4.665324109,6.073044534,0.000297818,NS,Mature
10971,NA,-17055,201701,94,200,P-29,68580,1,NA,106.2,2,NA,NA,NA,535,22.9,,2017,2.026124517,2.728353782,4.665324109,6.282266747,0.000240414,NS,Mature
10972,NA,-17050,201701,94,207,S-28,68580,1,NA,106.2,2,NA,NA,NA,480,27.6,,2017,2.026124517,2.681241237,4.665324109,6.173786104,2.20E-06,NS,Mature
10973,2936,-3326,200701,89,136,K-25,68580,1,NA,106.3,2,NA,NA,NA,542,28.3,,2007,2.026533265,2.733999287,4.666265285,6.295266001,0.000292774,NS,Mature
10976,1626,-8155,201101,162,154,J-25,68580,1,NA,106.3,2,NA,NA,NA,505,24.5,,2011,2.026533265,2.703291378,4.666265285,6.224558429,3.63E-05,NS,Mature
10978,NA,-17037,201701,94,203,Q-30,68580,1,NA,106.3,2,NA,NA,NA,510,24.8,,2017,2.026533265,2.707570176,4.666265285,6.234410726,5.73E-05,NS,Mature
10981,2961,-3750,200701,89,148,I-25,68580,1,NA,106.4,2,NA,NA,NA,564,27.8,,2007,2.026941628,2.751279104,4.667205577,6.335054251,0.000525619,NS,Mature
10985,NA,-14741,201501,162,195,R-30,68580,1,NA,106.4,2,NA,NA,NA,522,26,,2015,2.026941628,2.717670503,4.667205577,6.257667588,0.000116137,NS,Mature
10991,NA,-14038,201501,162,50,E-06,68580,1,NA,106.5,2,NA,NA,NA,470,27,,2015,2.027349608,2.672097858,4.668144985,6.152732695,3.79E-05,NS,Mature
10992,NA,-14699,201501,94,145,N-25,68580,1,NA,106.5,2,NA,NA,NA,466,25.9,,2015,2.027349608,2.668385917,4.668144985,6.144185634,5.63E-05,NS,Mature
10994,NA,-17038,201701,94,204,R-30,68580,1,NA,106.5,2,NA,NA,NA,545,27,,2017,2.027349608,2.736396502,4.668144985,6.300785795,0.000292945,NS,Mature
10995,1748,-8184,201101,162,183,Q-30,68580,1,NA,106.6,2,NA,NA,NA,520,26.6,,2011,2.027757205,2.716003344,4.669083512,6.253828812,8.64E-05,NS,Mature
11000,NA,-19221,201901,94,143,G-24,68580,1,NA,106.6,2,NA,NA,NA,544,28.8,,2019,2.027757205,2.7355989,4.669083512,6.298949247,0.000268801,NS,Mature
11003,1629,-8155,201101,162,154,J-25,68580,1,NA,106.7,2,NA,NA,NA,528,26.8,,2011,2.028164419,2.722633923,4.670021158,6.269096284,0.000126732,NS,Mature
11007,NA,-14692,201501,162,191,S-30,68580,1,NA,106.7,2,NA,NA,NA,444,21.5,,2015,2.028164419,2.64738297,4.670021158,6.095824562,0.000257661,NS,Immature
11008,NA,-17048,201701,94,205,R-29,68580,1,NA,106.7,2,NA,NA,NA,520,27.3,,2017,2.028164419,2.716003344,4.670021158,6.253828812,7.83E-05,NS,Mature
11009,NA,-17042,201701,94,192,O-27,68580,1,NA,106.7,2,NA,NA,NA,530,26.7,,2017,2.028164419,2.72427587,4.670021158,6.272877007,0.000140504,NS,Mature
11010,5317,-6719,201001,89,106,H-20,68580,1,NA,106.8,2,NA,NA,NA,524,26.9,,2010,2.028571253,2.719331287,4.670957927,6.261491684,9.25E-05,NS,Mature
11012,NA,-9230,201201,162,214,Q-30,68580,1,NA,106.8,2,NA,NA,NA,544,NA,,2012,2.028571253,2.7355989,4.670957927,6.298949247,0.000241163,NS,#VALUE!
11017,NA,-19450,201901,94,186,P-29,68580,1,NA,106.8,2,NA,NA,NA,526,26.6,,2019,2.028571253,2.720985744,4.670957927,6.265301213,0.000104434,NS,Mature
11019,NA,-17049,201701,94,206,S-29,68580,1,NA,106.8,2,NA,NA,NA,510,27.5,,2017,2.028571253,2.707570176,4.670957927,6.234410726,2.86E-05,NS,Mature
11021,NA,-10213,201301,162,154,N-26,68580,1,NA,106.9,2,NA,NA,NA,568,28.3,,2013,2.028977705,2.754348336,4.671893818,6.342121419,0.00048037,NS,Mature
11025,1730,1063292,200101,89,152,K-22,68580,1,NA,107,2,NA,NA,NA,532,NA,,2001,2.029383778,2.725911632,4.672828834,6.276643489,0.000123909,NS,#VALUE!
11027,2853,-3304,200701,89,114,I-19,68580,1,NA,107,2,NA,NA,NA,530,26.3,,2007,2.029383778,2.72427587,4.672828834,6.272877007,0.000110997,NS,Mature
11028,2938,-3326,200701,89,136,K-25,68580,1,NA,107,2,NA,NA,NA,560,29.5,,2007,2.029383778,2.748188027,4.672828834,6.327936784,0.00037045,NS,Mature
11031,5574,-6739,201001,89,126,M-22,68580,1,NA,107,2,NA,NA,NA,492,24.7,,2010,2.029383778,2.691965103,4.672828834,6.198478716,1.53E-06,NS,Mature
11032,675,-7940,201101,89,103,IH2221,68580,1,NA,107,2,NA,NA,NA,509,23.2,,2011,2.029383778,2.706717782,4.672828834,6.232448017,1.71E-05,NS,Mature
11038,NA,-10277,201301,89,189,P-31,68580,1,NA,107.1,2,NA,NA,NA,540,27.7,,2013,2.029789471,2.73239376,4.673762977,6.29156914,0.000170459,NS,Mature
11040,856,-7981,201101,89,144,O-26,68580,1,NA,107.1,2,NA,NA,NA,506,27.1,,2011,2.029789471,2.704150517,4.673762977,6.226536669,7.58E-06,NS,Mature
11041,NA,-18782,201901,162,30,B-06,68580,1,NA,107.1,2,NA,NA,NA,522,25.6,,2019,2.029789471,2.717670503,4.673762977,6.257667588,5.91E-05,NS,Mature
11042,NA,-19387,201901,162,144,J-26,68580,1,NA,107.1,2,NA,NA,NA,566,26.2,,2019,2.029789471,2.752816431,4.673762977,6.338594078,0.00042049,NS,Mature
11043,NA,-17039,201701,94,189,R-27,68580,1,NA,107.1,2,NA,NA,NA,535,28.8,,2017,2.029789471,2.728353782,4.673762977,6.282266747,0.000134149,NS,Mature
11045,5316,-6719,201001,89,106,H-20,68580,1,NA,107.2,2,NA,NA,NA,512,24.3,,2010,2.030194785,2.709269961,4.674696249,6.238324625,1.74E-05,NS,Mature
11049,NA,-18998,201901,162,57,F-06,68580,1,NA,107.2,2,NA,NA,NA,514,25.9,,2019,2.030194785,2.710963119,4.674696249,6.242223265,2.30E-05,NS,Mature
11050,NA,-19277,201901,162,117,I-22,68580,1,NA,107.2,2,NA,NA,NA,536,27.4,,2019,2.030194785,2.72916479,4.674696249,6.284134161,0.000130848,NS,Mature
11052,NA,-8926,201201,89,117,K-20,68580,1,NA,107.3,2,NA,NA,NA,534,NA,,2012,2.030599722,2.727541257,4.67562865,6.280395839,0.000108267,NS,#VALUE!
11053,NA,-10118,201301,162,111,I-22,68580,1,NA,107.3,2,NA,NA,NA,442,26,,2013,2.030599722,2.645422269,4.67562865,6.091309882,0.000385229,NS,Mature
11057,2971,-3752,200701,89,150,M-22,68580,1,NA,107.4,2,NA,NA,NA,518,24.3,,2007,2.031004281,2.71432976,4.676560182,6.249975242,2.63E-05,NS,Mature
11059,394,-6155,201001,162,36,E-07,68580,1,NA,107.4,2,NA,NA,NA,526,25.7,,2010,2.031004281,2.720985744,4.676560182,6.265301213,5.72E-05,NS,Mature
11060,797,-7977,201101,89,140,QP2625,68580,1,NA,107.4,2,NA,NA,NA,540,29.3,,2011,2.031004281,2.73239376,4.676560182,6.29156914,0.000137841,NS,Mature
