HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
1010692,200001,89,16,J-13,69322,1,137,,3,,,,2306,,
1010900,200001,88,10,F-13,69322,1,140,,3,,,,2310,,
1010901,200001,88,11,G-13,69322,1,142,,3,,,,2322,,
1010705,200001,89,29,D-09,69322,1,141,,3,,,,2372,,
1010900,200001,88,10,F-13,69322,1,142,,3,,,,2378,,
1010935,200001,88,45,K-09,69322,1,139,,3,,,,2380,,
1010692,200001,89,16,J-13,69322,1,140,,3,,,,2380,,
1010934,200001,88,44,J-09,69322,1,144,,3,,,,2382,,
1010684,200001,89,8,G-14,69322,1,139,,2,,,,2400,,
1010912,200001,88,22,H-11,69322,1,139,,3,,,,2410,,
1010949,200001,88,61,E-07,69322,1,142,,2,,,,2420,,
1010692,200001,89,16,J-13,69322,1,140,,3,,,,2426,,
1010914,200001,88,24,F-11,69322,1,146,,3,,,,2438,,
1010896,200001,88,6,I-15,69322,1,143,,3,,,,2504,,
1010950,200001,88,62,F-07,69322,1,147,,2,,,,2520,,
1010705,200001,89,29,D-09,69322,1,143,,3,,,,2522,,
1010705,200001,89,29,D-09,69322,1,145,,3,,,,2540,,
1010929,200001,88,39,F-09,69322,1,147,,2,,,,2540,,
1010897,200001,88,7,H-15,69322,1,148,,3,,,,2544,,
1010909,200001,88,19,K-11,69322,1,141,,3,,,,2558,,
1010684,200001,89,8,G-14,69322,1,146,,3,,,,2570,,
1010705,200001,89,29,D-09,69322,1,146,,3,,,,2572,,
1010916,200001,88,26,E-10,69322,1,147,,3,,,,2678,,
1010705,200001,89,29,D-09,69322,1,148,,3,,,,2686,,
1010900,200001,88,10,F-13,69322,1,149,,3,,,,2698,,
1010898,200001,88,8,G-15,69322,1,149,,3,,,,2708,,
1010705,200001,89,29,D-09,69322,1,145,,3,,,,2714,,
1010950,200001,88,62,F-07,69322,1,152,,2,,,,2734,,
1010930,200001,88,40,G-09,69322,1,153,,2,,,,2748,,
1010682,200001,89,6,I-14,69322,1,152,,2,,,,2764,,
1010684,200001,89,8,G-14,69322,1,148,,3,,,,2808,,
1010949,200001,88,61,E-07,69322,1,160,,2,,,,2860,,
1010892,200001,88,2,I-16,69322,1,149,,3,,,,2880,,
1010682,200001,89,6,I-14,69322,1,148,,2,,,,2886,,
1010901,200001,88,11,G-13,69322,1,150,,3,,,,2892,,
1010897,200001,88,7,H-15,69322,1,148,,3,,,,2910,,
1010935,200001,88,45,K-09,69322,1,150,,3,,,,2910,,
1010896,200001,88,6,I-15,69322,1,152,,3,,,,2924,,
1010900,200001,88,10,F-13,69322,1,149,,3,,,,2932,,
1010705,200001,89,29,D-09,69322,1,150,,3,,,,3004,,
1023466,200001,88,189,H-11,69322,1,153,190,2,,,,3011,,
1010949,200001,88,61,E-07,69322,1,159,,2,,,,3072,,
1010916,200001,88,26,E-10,69322,1,149,,3,,,,3098,,
1023484,200001,88,207,D-10,69322,1,152,190,3,,,,3108,,
1010949,200001,88,61,E-07,69322,1,153,,2,,,,3150,,
1023484,200001,88,207,D-10,69322,1,154,190,2,,,,3156,,
1010901,200001,88,11,G-13,69322,1,152,,3,,,,3282,,
1010916,200001,88,26,E-10,69322,1,158,,3,,,,3302,,
1010949,200001,88,61,E-07,69322,1,168,,2,,,,3330,,
1010682,200001,89,6,I-14,69322,1,153,,2,,,,3344,,
1010705,200001,89,29,D-09,69322,1,150,,3,,,,3390,,
1010920,200001,88,30,D-06,69322,1,160,,2,,,,3404,,
1010708,200001,89,32,C-08,69322,1,160,,2,,,,3534,,
1010949,200001,88,61,E-07,69322,1,162,,2,,,,3582,,
1010949,200001,88,61,E-07,69322,1,160,,2,,,,3660,,
1010708,200001,89,32,C-08,69322,1,161,,2,,,,3864,,
1010705,200001,89,29,D-09,69322,1,166,,3,,,,4122,,
1023484,200001,88,207,D-10,69322,1,175,207,4,,,,4154,,
1023466,200001,88,189,H-11,69322,2,122,140,2,2,1,6,1236,,
1023466,200001,88,189,H-11,69322,2,131,149,2,2,1,5,1413,,
1023466,200001,88,189,H-11,69322,2,87,104,2,0,0,0,536,,
1010933,200001,88,43,I-09,69322,2,90,,2,2,1,6,540,,
1010911,200001,88,21,I-11,69322,2,91,,2,3,1,6,550,,
1010933,200001,88,43,I-09,69322,2,91,,2,2,1,6,560,,
1010933,200001,88,43,I-09,69322,2,93,,2,2,1,6,568,,
1010933,200001,88,43,I-09,69322,2,95,,2,2,1,6,586,,
1010911,200001,88,21,I-11,69322,2,94,,2,3,1,6,612,,
1010933,200001,88,43,I-09,69322,2,96,,2,2,1,6,628,,
1010901,200001,88,11,G-13,69322,2,97,,2,0,0,0,632,,
1010687,200001,89,11,F-12,69322,2,97,,2,3,1,4,638,,
1023483,200001,88,206,E-10,69322,2,97,113,2,0,0,0,664,,
1010699,200001,89,23,I-10,69322,2,96,,2,3,1,5,666,,
1010911,200001,88,21,I-11,69322,2,96,,2,2,1,6,698,,
1010699,200001,89,23,I-10,69322,2,100,,2,3,1,5,712,,
1023483,200001,88,206,E-10,69322,2,97,113,2,0,1,5,714,,
1010687,200001,89,11,F-12,69322,2,101,,2,3,1,4,716,,
1010687,200001,89,11,F-12,69322,2,99,,2,3,1,4,722,,
1023483,200001,88,206,E-10,69322,2,101,115,2,2,1,5,742,,
1010687,200001,89,11,F-12,69322,2,105,,2,3,1,4,786,,
1010933,200001,88,43,I-09,69322,2,104,,2,2,1,6,798,,
1010687,200001,89,11,F-12,69322,2,102,,2,3,1,4,808,,
1010687,200001,89,11,F-12,69322,2,104,,2,3,1,4,838,,
1023483,200001,88,206,E-10,69322,2,109,129,3,0,4,1,936,,
1023466,200001,88,189,H-11,69322,2,113,127,2,2,1,6,1015,,
1023483,200001,88,206,E-10,69322,2,118,134,2,2,1,6,1132,,
1023483,200001,88,206,E-10,69322,2,119,135,2,2,1,6,1201,,
1010929,200001,88,39,F-09,69322,1,131,,3,,,,1948,,
1010692,200001,89,16,J-13,69322,1,130,,3,,,,1966,,
1010909,200001,88,19,K-11,69322,1,133,,3,,,,1968,,
1010692,200001,89,16,J-13,69322,1,131,,3,,,,1970,,
1010684,200001,89,8,G-14,69322,1,135,,3,,,,1974,,
1010682,200001,89,6,I-14,69322,1,132,,3,,,,1980,,
1010900,200001,88,10,F-13,69322,1,135,,3,,,,1982,,
1010692,200001,89,16,J-13,69322,1,136,,3,,,,1986,,
1010919,200001,88,29,D-07,69322,1,134,,3,,,,2010,,
1010912,200001,88,22,H-11,69322,1,134,,3,,,,2018,,
1010949,200001,88,61,E-07,69322,1,134,,2,,,,2030,,
1010901,200001,88,11,G-13,69322,1,136,,3,,,,2046,,
1010705,200001,89,29,D-09,69322,1,140,,3,,,,2050,,
1010916,200001,88,26,E-10,69322,1,140,,3,,,,2050,,
1010902,200001,88,12,H-13,69322,1,136,,3,,,,2060,,
1010702,200001,89,26,F-10,69322,1,139,,2,,,,2064,,
1010949,200001,88,61,E-07,69322,1,136,,2,,,,2070,,
1010692,200001,89,16,J-13,69322,1,138,,3,,,,2104,,
1010950,200001,88,62,F-07,69322,1,145,,2,,,,2110,,
1010708,200001,89,32,C-08,69322,1,137,,2,,,,2114,,
1010914,200001,88,24,F-11,69322,1,140,,3,,,,2120,,
1010914,200001,88,24,F-11,69322,1,140,,3,,,,2138,,
1010684,200001,89,8,G-14,69322,1,135,,3,,,,2150,,
1010705,200001,89,29,D-09,69322,1,136,,2,,,,2152,,
1010909,200001,88,19,K-11,69322,1,140,,3,,,,2154,,
1010896,200001,88,6,I-15,69322,1,135,,3,,,,2160,,
1010917,200001,88,27,D-10,69322,1,136,,3,,,,2164,,
1010705,200001,89,29,D-09,69322,1,144,,3,,,,2168,,
1010684,200001,89,8,G-14,69322,1,140,,3,,,,2178,,
1010684,200001,89,8,G-14,69322,1,135,,3,,,,2198,,
1023466,200001,88,189,H-11,69322,1,136,164,2,,,,2202,,
1010682,200001,89,6,I-14,69322,1,136,,3,,,,2214,,
1023484,200001,88,207,D-10,69322,1,143,170,3,,,,2225,,
1010705,200001,89,29,D-09,69322,1,138,,3,,,,2236,,
1010702,200001,89,26,F-10,69322,1,137,,3,,,,2262,,
1010901,200001,88,11,G-13,69322,1,141,,3,,,,2266,,
1010949,200001,88,61,E-07,69322,1,141,,2,,,,2290,,
1010897,200001,88,7,H-15,69322,1,138,,3,,,,2296,,
1010897,200001,88,7,H-15,69322,1,169,,3,,,,4476,,
1023484,200001,88,207,D-10,69322,1,180,222,4,,,,4510,,
1010896,200001,88,6,I-15,69322,1,183,,3,,,,4578,,
1010892,200001,88,2,I-16,69322,2,18,,2,0,0,0,6,,
1010892,200001,88,2,I-16,69322,2,42,,2,0,0,0,48,,
1010893,200001,88,3,J-16,69322,2,48,,2,0,0,0,72,,
1010896,200001,88,6,I-15,69322,2,64,,2,0,0,0,168,,
1010896,200001,88,6,I-15,69322,2,66,,2,0,0,0,200,,
1010896,200001,88,6,I-15,69322,2,70,,2,0,0,0,212,,
1023483,200001,88,206,E-10,69322,2,70,82,2,0,0,0,248,,
1023466,200001,88,189,H-11,69322,2,74,83,2,0,0,0,276,,
1010896,200001,88,6,I-15,69322,2,75,,2,0,0,0,276,,
1010699,200001,89,23,I-10,69322,2,76,,2,0,0,0,284,,
1010912,200001,88,22,H-11,69322,2,75,,2,0,0,0,290,,
1010913,200001,88,23,G-11,69322,2,75,,2,0,0,0,304,,
1010692,200001,89,16,J-13,69322,2,78,,2,0,0,0,304,,
1023483,200001,88,206,E-10,69322,2,76,88,2,0,0,0,306,,
1010911,200001,88,21,I-11,69322,2,76,,2,0,0,0,306,,
1010911,200001,88,21,I-11,69322,2,74,,2,0,0,0,310,,
1023483,200001,88,206,E-10,69322,2,77,91,2,0,0,0,318,,
1010699,200001,89,23,I-10,69322,2,79,,2,0,0,0,318,,
1023466,200001,88,189,H-11,69322,2,76,88,2,0,0,0,320,,
1010911,200001,88,21,I-11,69322,2,77,,2,0,0,0,320,,
1010911,200001,88,21,I-11,69322,2,77,,2,0,0,0,320,,
1010699,200001,89,23,I-10,69322,2,77,,2,0,0,0,328,,
1010911,200001,88,21,I-11,69322,2,78,,2,0,0,0,332,,
1010699,200001,89,23,I-10,69322,2,81,,2,0,0,0,332,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,346,,
1010896,200001,88,6,I-15,69322,2,80,,2,0,0,0,354,,
1023483,200001,88,206,E-10,69322,2,77,90,2,0,0,0,356,,
1010699,200001,89,23,I-10,69322,2,81,,2,0,0,0,366,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,368,,
1010699,200001,89,23,I-10,69322,2,85,,2,0,0,0,370,,
1010699,200001,89,23,I-10,69322,2,80,,2,0,0,0,380,,
1010912,200001,88,22,H-11,69322,2,83,,2,0,0,0,384,,
1010901,200001,88,11,G-13,69322,2,84,,2,0,0,0,384,,
1023466,200001,88,189,H-11,69322,2,79,91,2,0,0,0,386,,
1010912,200001,88,22,H-11,69322,2,86,,2,0,0,0,388,,
1010911,200001,88,21,I-11,69322,2,80,,2,0,0,0,390,,
1010692,200001,89,16,J-13,69322,2,83,,2,0,0,0,390,,
1010699,200001,89,23,I-10,69322,2,84,,2,3,1,4,392,,
1010902,200001,88,12,H-13,69322,2,86,,2,3,1,5,392,,
1010911,200001,88,21,I-11,69322,2,81,,2,0,0,0,400,,
1010699,200001,89,23,I-10,69322,2,84,,2,0,0,0,416,,
1010913,200001,88,23,G-11,69322,2,84,,2,0,0,0,420,,
1010692,200001,89,16,J-13,69322,2,85,,2,0,0,0,422,,
1010911,200001,88,21,I-11,69322,2,82,,2,0,0,0,424,,
1010911,200001,88,21,I-11,69322,2,86,,2,0,0,0,430,,
1023483,200001,88,206,E-10,69322,2,86,100,2,0,0,0,432,,
1010911,200001,88,21,I-11,69322,2,84,,2,3,1,6,440,,
1010911,200001,88,21,I-11,69322,2,89,,2,0,0,0,448,,
1010913,200001,88,23,G-11,69322,2,86,,2,0,0,0,454,,
1010913,200001,88,23,G-11,69322,2,86,,2,0,0,0,460,,
1010699,200001,89,23,I-10,69322,2,89,,2,4,1,5,480,,
1010911,200001,88,21,I-11,69322,2,85,,2,3,1,6,482,,
1010913,200001,88,23,G-11,69322,2,87,,2,0,0,0,482,,
1010911,200001,88,21,I-11,69322,2,89,,2,0,0,0,486,,
1010699,200001,89,23,I-10,69322,2,89,,2,0,0,0,488,,
1010911,200001,88,21,I-11,69322,2,86,,2,0,0,0,508,,
1010900,200001,88,10,F-13,69322,2,96,,2,3,1,4,522,,
1010901,200001,88,11,G-13,69322,2,94,,2,0,0,0,524,,
1010699,200001,89,23,I-10,69322,2,90,,2,3,1,5,528,,
1010687,200001,89,11,F-12,69322,2,88,,2,3,1,4,534,,
1010911,200001,88,21,I-11,69322,2,90,,2,3,1,6,534,,
1010915,200001,88,25,E-11,69322,1,112,,2,,,,1130,,
1010702,200001,89,26,F-10,69322,1,114,,2,,,,1144,,
1010702,200001,89,26,F-10,69322,1,116,,2,,,,1144,,
1023483,200001,88,206,E-10,69322,1,115,135,2,,,,1160,,
1010901,200001,88,11,G-13,69322,1,116,,2,,,,1166,,
1023483,200001,88,206,E-10,69322,1,117,136,2,,,,1192,,
1023483,200001,88,206,E-10,69322,1,115,136,2,,,,1210,,
1023483,200001,88,206,E-10,69322,1,114,140,2,,,,1236,,
1010929,200001,88,39,F-09,69322,1,116,,3,,,,1264,,
1010687,200001,89,11,F-12,69322,1,118,,3,,,,1294,,
1010929,200001,88,39,F-09,69322,1,116,,2,,,,1300,,
1010692,200001,89,16,J-13,69322,1,116,,3,,,,1310,,
1010692,200001,89,16,J-13,69322,1,119,,2,,,,1360,,
1010702,200001,89,26,F-10,69322,1,122,,2,,,,1408,,
1010692,200001,89,16,J-13,69322,1,128,,3,,,,1412,,
1010682,200001,89,6,I-14,69322,1,122,,2,,,,1424,,
1023483,200001,88,206,E-10,69322,1,121,143,2,,,,1432,,
1010692,200001,89,16,J-13,69322,1,125,,2,,,,1460,,
1010702,200001,89,26,F-10,69322,1,125,,2,,,,1474,,
1010928,200001,88,38,E-09,69322,1,120,,3,,,,1486,,
1010692,200001,89,16,J-13,69322,1,123,,2,,,,1488,,
1023466,200001,88,189,H-11,69322,1,126,148,3,,,,1535,,
1010928,200001,88,38,E-09,69322,1,123,,3,,,,1546,,
1010917,200001,88,27,D-10,69322,1,128,,2,,,,1568,,
1010929,200001,88,39,F-09,69322,1,125,,3,,,,1610,,
1010682,200001,89,6,I-14,69322,1,126,,3,,,,1620,,
1010684,200001,89,8,G-14,69322,1,127,,3,,,,1638,,
1010929,200001,88,39,F-09,69322,1,125,,3,,,,1674,,
1010901,200001,88,11,G-13,69322,1,126,,3,,,,1676,,
1010917,200001,88,27,D-10,69322,1,130,,2,,,,1678,,
1010901,200001,88,11,G-13,69322,1,126,,3,,,,1700,,
1023466,200001,88,189,H-11,69322,1,130,147,3,,,,1703,,
1010950,200001,88,62,F-07,69322,1,142,,2,,,,1706,,
1010917,200001,88,27,D-10,69322,1,124,,3,,,,1722,,
1023483,200001,88,206,E-10,69322,1,128,150,3,,,,1734,,
1010915,200001,88,25,E-11,69322,1,130,,3,,,,1742,,
1010917,200001,88,27,D-10,69322,1,126,,3,,,,1758,,
1010929,200001,88,39,F-09,69322,1,131,,2,,,,1760,,
1010684,200001,89,8,G-14,69322,1,129,,2,,,,1768,,
1010914,200001,88,24,F-11,69322,1,131,,3,,,,1790,,
1010896,200001,88,6,I-15,69322,1,128,,3,,,,1792,,
1010684,200001,89,8,G-14,69322,1,128,,3,,,,1804,,
1010914,200001,88,24,F-11,69322,1,133,,3,,,,1810,,
1010702,200001,89,26,F-10,69322,1,130,,2,,,,1818,,
1010702,200001,89,26,F-10,69322,1,138,,2,,,,1844,,
1010682,200001,89,6,I-14,69322,1,130,,3,,,,1846,,
1010897,200001,88,7,H-15,69322,1,134,,3,,,,1846,,
1010897,200001,88,7,H-15,69322,1,132,,3,,,,1856,,
1010684,200001,89,8,G-14,69322,1,132,,3,,,,1860,,
1010896,200001,88,6,I-15,69322,1,130,,3,,,,1862,,
1010913,200001,88,23,G-11,69322,1,132,,2,,,,1874,,
1010895,200001,88,5,J-15,69322,1,135,,3,,,,1874,,
1010684,200001,89,8,G-14,69322,1,134,,3,,,,1878,,
1010917,200001,88,27,D-10,69322,1,129,,2,,,,1886,,
1010928,200001,88,38,E-09,69322,1,130,,3,,,,1886,,
1010934,200001,88,44,J-09,69322,1,133,,3,,,,1886,,
1010917,200001,88,27,D-10,69322,1,134,,3,,,,1886,,
1010684,200001,89,8,G-14,69322,1,130,,2,,,,1888,,
1010901,200001,88,11,G-13,69322,1,131,,3,,,,1904,,
1010705,200001,89,29,D-09,69322,1,131,,2,,,,1906,,
1010929,200001,88,39,F-09,69322,1,137,,2,,,,1908,,
1010682,200001,89,6,I-14,69322,1,129,,3,,,,1928,,
1010928,200001,88,38,E-09,69322,1,138,,3,,,,1936,,
1010901,200001,88,11,G-13,69322,1,169,,3,,,,4252,,
1010687,200001,89,11,F-12,69322,1,89,,2,,,,534,,
1010911,200001,88,21,I-11,69322,1,93,,2,,,,536,,
1010687,200001,89,11,F-12,69322,1,93,,2,,,,538,,
1010930,200001,88,40,G-09,69322,1,89,,2,,,,540,,
1023483,200001,88,206,E-10,69322,1,90,107,2,,,,554,,
1010687,200001,89,11,F-12,69322,1,90,,2,,,,556,,
1023466,200001,88,189,H-11,69322,1,91,105,2,,,,558,,
1010913,200001,88,23,G-11,69322,1,92,,2,,,,566,,
1010911,200001,88,21,I-11,69322,1,93,,2,,,,588,,
1010687,200001,89,11,F-12,69322,1,91,,2,,,,602,,
1010934,200001,88,44,J-09,69322,1,98,,2,,,,604,,
1010912,200001,88,22,H-11,69322,1,97,,2,,,,610,,
1010913,200001,88,23,G-11,69322,1,98,,2,,,,618,,
1010900,200001,88,10,F-13,69322,1,96,,2,,,,622,,
1010913,200001,88,23,G-11,69322,1,97,,2,,,,632,,
1010900,200001,88,10,F-13,69322,1,95,,2,,,,636,,
1023466,200001,88,189,H-11,69322,1,94,107,2,,,,637,,
1010913,200001,88,23,G-11,69322,1,96,,2,,,,644,,
1010913,200001,88,23,G-11,69322,1,95,,2,,,,650,,
1010687,200001,89,11,F-12,69322,1,94,,2,,,,658,,
1010687,200001,89,11,F-12,69322,1,96,,2,,,,664,,
1010687,200001,89,11,F-12,69322,1,100,,2,,,,670,,
1010913,200001,88,23,G-11,69322,1,96,,2,,,,678,,
1010687,200001,89,11,F-12,69322,1,96,,2,,,,692,,
1010910,200001,88,20,J-11,69322,1,101,,2,,,,692,,
1023483,200001,88,206,E-10,69322,1,97,115,2,,,,694,,
1010687,200001,89,11,F-12,69322,1,103,,2,,,,696,,
1010910,200001,88,20,J-11,69322,1,99,,2,,,,704,,
1010911,200001,88,21,I-11,69322,1,96,,2,,,,714,,
1023483,200001,88,206,E-10,69322,1,97,119,2,,,,724,,
1023466,200001,88,189,H-11,69322,1,99,118,2,,,,730,,
1010913,200001,88,23,G-11,69322,1,99,,2,,,,732,,
1010687,200001,89,11,F-12,69322,1,98,,2,,,,740,,
1010915,200001,88,25,E-11,69322,1,99,,2,,,,766,,
1010897,200001,88,7,H-15,69322,1,100,,2,,,,788,,
1010687,200001,89,11,F-12,69322,1,99,,2,,,,794,,
1010684,200001,89,8,G-14,69322,1,103,,2,,,,802,,
1023483,200001,88,206,E-10,69322,1,100,117,2,,,,810,,
1010684,200001,89,8,G-14,69322,1,106,,2,,,,822,,
1010930,200001,88,40,G-09,69322,1,105,,2,,,,846,,
1010687,200001,89,11,F-12,69322,1,94,,2,,,,854,,
1023483,200001,88,206,E-10,69322,1,102,125,2,,,,862,,
1010900,200001,88,10,F-13,69322,1,108,,2,,,,866,,
1023466,200001,88,189,H-11,69322,1,105,125,2,,,,874,,
1023483,200001,88,206,E-10,69322,1,104,127,2,,,,882,,
1010929,200001,88,39,F-09,69322,1,106,,2,,,,890,,
1023466,200001,88,189,H-11,69322,1,100,121,2,,,,891,,
1010687,200001,89,11,F-12,69322,1,107,,2,,,,898,,
1010915,200001,88,25,E-11,69322,1,105,,2,,,,916,,
1010901,200001,88,11,G-13,69322,1,105,,2,,,,930,,
1010911,200001,88,21,I-11,69322,1,106,,2,,,,936,,
1010687,200001,89,11,F-12,69322,1,103,,2,,,,952,,
1023466,200001,88,189,H-11,69322,1,107,133,2,,,,978,,
1010912,200001,88,22,H-11,69322,1,110,,2,,,,980,,
1010901,200001,88,11,G-13,69322,1,110,,2,,,,1004,,
1010929,200001,88,39,F-09,69322,1,109,,2,,,,1010,,
1010915,200001,88,25,E-11,69322,1,107,,2,,,,1012,,
1010915,200001,88,25,E-11,69322,1,109,,2,,,,1014,,
1010934,200001,88,44,J-09,69322,1,108,,2,,,,1064,,
1010705,200001,89,29,D-09,69322,1,107,,2,,,,1076,,
1023483,200001,88,206,E-10,69322,1,115,136,2,,,,1106,,
1010687,200001,89,11,F-12,69322,1,114,,2,,,,1114,,
1010913,200001,88,23,G-11,69322,1,116,,2,,,,1116,,
1010684,200001,89,8,G-14,69322,1,122,,2,,,,1118,,
1023466,200001,88,189,H-11,69322,1,60,71,2,,,,138,,
1010896,200001,88,6,I-15,69322,1,64,,2,,,,162,,
1010896,200001,88,6,I-15,69322,1,66,,2,,,,180,,
1010897,200001,88,7,H-15,69322,1,68,,2,,,,190,,
1023466,200001,88,189,H-11,69322,1,69,78,2,,,,223,,
1010911,200001,88,21,I-11,69322,1,73,,2,,,,250,,
1023466,200001,88,189,H-11,69322,1,71,84,2,,,,264,,
1010911,200001,88,21,I-11,69322,1,73,,2,,,,264,,
1023466,200001,88,189,H-11,69322,1,71,82,2,,,,278,,
1010911,200001,88,21,I-11,69322,1,74,,2,,,,282,,
1023466,200001,88,189,H-11,69322,1,71,85,2,,,,287,,
1023466,200001,88,189,H-11,69322,1,74,86,2,,,,311,,
1010911,200001,88,21,I-11,69322,1,76,,2,,,,320,,
1010911,200001,88,21,I-11,69322,1,78,,2,,,,332,,
1023483,200001,88,206,E-10,69322,1,75,93,2,,,,344,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,350,,
1010913,200001,88,23,G-11,69322,1,80,,2,,,,352,,
1023466,200001,88,189,H-11,69322,1,78,92,2,,,,356,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,358,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,360,,
1010911,200001,88,21,I-11,69322,1,78,,2,,,,366,,
1010912,200001,88,22,H-11,69322,1,79,,2,,,,366,,
1010911,200001,88,21,I-11,69322,1,79,,2,,,,372,,
1023466,200001,88,189,H-11,69322,1,78,90,2,,,,384,,
1010912,200001,88,22,H-11,69322,1,81,,2,,,,384,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,392,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,402,,
1010912,200001,88,22,H-11,69322,1,84,,2,,,,406,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,408,,
1010911,200001,88,21,I-11,69322,1,81,,2,,,,410,,
1010911,200001,88,21,I-11,69322,1,83,,2,,,,410,,
1010911,200001,88,21,I-11,69322,1,80,,2,,,,418,,
1010913,200001,88,23,G-11,69322,1,84,,2,,,,420,,
1010911,200001,88,21,I-11,69322,1,84,,2,,,,424,,
1010953,200001,88,65,I-07,69322,1,82,,2,,,,426,,
1010912,200001,88,22,H-11,69322,1,83,,2,,,,430,,
1010911,200001,88,21,I-11,69322,1,86,,2,,,,432,,
1010911,200001,88,21,I-11,69322,1,85,,2,,,,436,,
1010930,200001,88,40,G-09,69322,1,82,,2,,,,440,,
1010687,200001,89,11,F-12,69322,1,84,,2,,,,440,,
1010902,200001,88,12,H-13,69322,1,87,,2,,,,444,,
1010913,200001,88,23,G-11,69322,1,84,,2,,,,448,,
1010911,200001,88,21,I-11,69322,1,84,,2,,,,448,,
1010910,200001,88,20,J-11,69322,1,85,,2,,,,448,,
1010911,200001,88,21,I-11,69322,1,81,,2,,,,454,,
1010934,200001,88,44,J-09,69322,1,88,,2,,,,454,,
1010912,200001,88,22,H-11,69322,1,86,,2,,,,466,,
1010913,200001,88,23,G-11,69322,1,87,,2,,,,470,,
1010911,200001,88,21,I-11,69322,1,88,,2,,,,470,,
1010911,200001,88,21,I-11,69322,1,90,,2,,,,476,,
1010911,200001,88,21,I-11,69322,1,88,,2,,,,480,,
1010911,200001,88,21,I-11,69322,1,86,,2,,,,488,,
1010687,200001,89,11,F-12,69322,1,89,,2,,,,488,,
1010692,200001,89,16,J-13,69322,1,86,,2,,,,498,,
1010903,200001,88,13,I-13,69322,1,88,,2,,,,504,,
1010911,200001,88,21,I-11,69322,1,89,,2,,,,516,,
1010687,200001,89,11,F-12,69322,1,86,,2,,,,518,,
1010901,200001,88,11,G-13,69322,1,91,,2,,,,518,,
1010692,200001,89,16,J-13,69322,1,91,,2,,,,518,,
1010901,200001,88,11,G-13,69322,1,89,,2,,,,522,,
1010911,200001,88,21,I-11,69322,1,88,,2,,,,524,,
1010911,200001,88,21,I-11,69322,1,89,,2,,,,524,,
1010897,200001,88,7,H-15,69322,1,88,,2,,,,526,,
1010912,200001,88,22,H-11,69322,1,90,,2,,,,528,,
1063416,200101,89,33,H-09,69322,1,164,,2,,,,3516,,
1063406,200101,89,23,I-11,69322,1,157,,3,,,,3560,,
1063203,200101,88,38,H-08,69322,1,163,,2,,,,3590,,
1063416,200101,89,33,H-09,69322,1,167,,2,,,,3592,,
1063414,200101,89,31,F-09,69322,1,164,,2,,,,3708,,
1063411,200101,89,28,C-09,69322,1,164,,3,,,,4128,,
1063188,200101,88,23,H-10,69322,2,125,,2,2,1,6,1462,,
1063189,200101,88,24,I-10,69322,2,130,,2,2,1,6,1546,,
1063181,200101,88,16,E-12,69322,2,130,,2,2,1,6,1582,,
1063188,200101,88,23,H-10,69322,2,137,,2,5,1,6,1780,,
1063181,200101,88,16,E-12,69322,2,152,,2,2,1,6,2034,,
1063186,200101,88,21,F-10,69322,2,89,,2,0,0,0,518,,
1063406,200101,89,23,I-11,69322,2,90,,2,0,0,0,554,,
1063186,200101,88,21,F-10,69322,2,91,,2,3,1,6,556,,
1063186,200101,88,21,F-10,69322,2,90,,2,0,0,0,580,,
1063188,200101,88,23,H-10,69322,2,89,,2,3,1,6,584,,
1063406,200101,89,23,I-11,69322,2,92,,2,3,3,6,594,,
1063181,200101,88,16,E-12,69322,2,102,,2,5,1,6,622,,
1063406,200101,89,23,I-11,69322,2,97,,2,3,3,6,634,,
1063186,200101,88,21,F-10,69322,2,95,,2,5,1,6,664,,
1063407,200101,89,24,H-11,69322,2,95,,2,2,1,6,664,,
1063186,200101,88,21,F-10,69322,2,94,,2,3,1,6,670,,
1063406,200101,89,23,I-11,69322,2,94,,2,0,0,0,672,,
1063188,200101,88,23,H-10,69322,2,95,,2,3,1,6,678,,
1063406,200101,89,23,I-11,69322,2,95,,2,3,3,6,680,,
1063406,200101,89,23,I-11,69322,2,94,,2,3,3,6,690,,
1063181,200101,88,16,E-12,69322,2,100,,2,2,1,6,692,,
1063187,200101,88,22,G-10,69322,2,97,,2,3,1,6,700,,
1063406,200101,89,23,I-11,69322,2,95,,2,0,0,0,708,,
1063188,200101,88,23,H-10,69322,2,101,,2,3,1,6,732,,
1063400,200101,89,17,J-13,69322,2,101,,2,3,1,5,754,,
1063406,200101,89,23,I-11,69322,2,101,,2,3,3,6,764,,
1063407,200101,89,24,H-11,69322,2,101,,2,5,1,6,806,,
1063177,200101,88,12,I-12,69322,2,102,,2,0,0,0,814,,
