HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
-2828,200701,89,32,H-09,69322,2,121.6,,0,0,0,0,1180,,
-2828,200701,89,32,H-09,69322,2,132.6,,0,0,0,0,1844,,
-2828,200701,89,32,H-09,69322,2,122.4,,1,0,0,0,1428,,
-2828,200701,89,32,H-09,69322,2,115.4,,0,0,0,0,1212,,
-2828,200701,89,32,H-09,69322,2,128.2,,0,0,0,0,1542,,
-2829,200701,89,33,G-09,69322,1,94.1,,2,,,,548,,
-2829,200701,89,33,G-09,69322,1,108.7,,2,,,,1036,,
-2829,200701,89,33,G-09,69322,1,136.6,,2,,,,2168,,
-2829,200701,89,33,G-09,69322,1,81.9,,2,,,,392,,
-2829,200701,89,33,G-09,69322,1,153.4,,2,,,,3054,,
-2829,200701,89,33,G-09,69322,2,94.7,,2,3,1,4,634,,
-2829,200701,89,33,G-09,69322,2,86.4,,2,0,0,0,454,,
-2829,200701,89,33,G-09,69322,2,101.4,,2,2,1,5,780,,
-2829,200701,89,33,G-09,69322,2,105.6,,2,2,1,5,918,,
-2829,200701,89,33,G-09,69322,2,97.9,,2,0,0,0,698,,
-2829,200701,89,33,G-09,69322,2,78,,2,0,0,0,338,,
-2830,200701,89,34,C-09,69322,1,128.2,,2,,,,1240,,
-2830,200701,89,34,C-09,69322,1,114.7,,2,,,,1188,,
-2830,200701,89,34,C-09,69322,1,129.9,,2,,,,1692,,
-2830,200701,89,34,C-09,69322,1,157.4,,2,,,,2724,,
-2830,200701,89,34,C-09,69322,1,107.4,,2,,,,922,,
-2830,200701,89,34,C-09,69322,2,113.8,,2,3,1,5,1090,,
-2830,200701,89,34,C-09,69322,2,127.9,,2,2,1,5,1266,,
-2830,200701,89,34,C-09,69322,2,122.4,,2,5,1,5,1108,,
-2830,200701,89,34,C-09,69322,2,136.6,,0,0,4,1,1904,,
-2830,200701,89,34,C-09,69322,2,124.9,,2,5,1,5,1378,,
-2831,200701,89,35,C-08,69322,1,146.6,,2,,,,2820,,
-2831,200701,89,35,C-08,69322,1,161,,2,,,,3364,,
-2831,200701,89,35,C-08,69322,1,155.3,,2,,,,3096,,
-2831,200701,89,35,C-08,69322,1,152.3,,2,,,,2890,,
-2812,200701,89,16,J-13,69322,2,123.4,,0,6,2,5,1623,,
-2812,200701,89,16,J-13,69322,2,123.2,,0,0,4,1,1208,,
-2812,200701,89,16,J-13,69322,2,80.4,,0,0,4,1,562,,
-2812,200701,89,16,J-13,69322,2,112.6,,0,6,2,6,1506,,
-2812,200701,89,16,J-13,69322,2,84.3,,2,0,0,0,486,,
-2812,200701,89,16,J-13,69322,2,108.7,,0,0,4,1,1188,,
-2812,200701,89,16,J-13,69322,1,142.2,,3,,,,2294,,
-2812,200701,89,16,J-13,69322,1,143,,3,,,,2948,,
-2812,200701,89,16,J-13,69322,1,131.7,,3,,,,1978,,
-2812,200701,89,16,J-13,69322,1,165.4,,3,,,,4182,,
-2813,200701,89,17,I-13,69322,2,114.2,,0,6,2,6,1460,,
-2813,200701,89,17,I-13,69322,2,105.9,,0,0,0,0,1154,,
-2813,200701,89,17,I-13,69322,2,121.9,,0,0,0,0,1546,,
-2813,200701,89,17,I-13,69322,2,102.1,,0,0,0,0,1058,,
-2813,200701,89,17,I-13,69322,2,99.7,,0,0,0,0,990,,
-2813,200701,89,17,I-13,69322,1,95.9,,2,,,,778,,
-2813,200701,89,17,I-13,69322,1,79.5,,2,,,,478,,
-2814,200701,89,18,H-13,69322,1,135.6,,3,,,,2286,,
-2814,200701,89,18,H-13,69322,1,133.3,,3,,,,2032,,
-2814,200701,89,18,H-13,69322,1,136.1,,3,,,,2294,,
-2814,200701,89,18,H-13,69322,1,126.8,,3,,,,1738,,
-2814,200701,89,18,H-13,69322,1,86.1,,2,,,,630,,
-2814,200701,89,18,H-13,69322,2,116.4,,4,0,4,1,1350,,
-2814,200701,89,18,H-13,69322,2,93.4,,3,3,2,4,918,,
-2814,200701,89,18,H-13,69322,2,115.8,,3,3,2,4,1324,,
-2814,200701,89,18,H-13,69322,2,99.9,,3,3,2,4,934,,
-2814,200701,89,18,H-13,69322,2,106.5,,3,0,4,1,1052,,
-2815,200701,89,19,G-13,69322,1,149.8,,3,,,,2692,,
-2815,200701,89,19,G-13,69322,1,118.4,,2,,,,1218,,
-2815,200701,89,19,G-13,69322,1,106.9,,2,,,,886,,
-2815,200701,89,19,G-13,69322,1,101.8,,2,,,,840,,
-2815,200701,89,19,G-13,69322,1,153.7,,3,,,,2996,,
-2815,200701,89,19,G-13,69322,2,108.2,,0,0,0,0,1106,,
-2815,200701,89,19,G-13,69322,2,105.2,,0,0,0,0,886,,
-2815,200701,89,19,G-13,69322,2,135.3,,0,0,0,0,1704,,
-2815,200701,89,19,G-13,69322,2,144.2,,0,0,0,0,2114,,
-2815,200701,89,19,G-13,69322,2,111.2,,0,0,0,0,1006,,
-2816,200701,89,20,E-12,69322,1,139.5,,3,,,,2458,,
-2816,200701,89,20,E-12,69322,1,122.1,,2,,,,1280,,
-2816,200701,89,20,E-12,69322,1,126.4,,3,,,,1686,,
-2816,200701,89,20,E-12,69322,1,132.6,,3,,,,1882,,
-2816,200701,89,20,E-12,69322,1,83.4,,2,,,,394,,
-2816,200701,89,20,E-12,69322,2,128.3,,0,6,2,5,1540,,
-2816,200701,89,20,E-12,69322,2,101.2,,2,5,1,5,736,,
-2816,200701,89,20,E-12,69322,2,105,,2,2,1,5,874,,
-2816,200701,89,20,E-12,69322,2,134.1,,1,2,1,2,1430,,
-2819,200701,89,23,G-11,69322,1,96,,2,,,,624,,
-2819,200701,89,23,G-11,69322,1,138.7,,3,,,,2282,,
-2819,200701,89,23,G-11,69322,1,138.8,,2,,,,2278,,
-2819,200701,89,23,G-11,69322,1,124.7,,2,,,,1526,,
-2819,200701,89,23,G-11,69322,2,101.1,,2,3,1,5,824,,
-2819,200701,89,23,G-11,69322,2,97.5,,2,0,0,0,676,,
-2819,200701,89,23,G-11,69322,2,97,,2,3,1,5,702,,
-2819,200701,89,23,G-11,69322,2,112.7,,2,3,1,6,1020,,
-2819,200701,89,23,G-11,69322,2,99.5,,2,3,1,5,750,,
-2821,200701,89,25,I-11,69322,2,76.6,,2,0,0,0,278,,
-2821,200701,89,25,I-11,69322,1,94.1,,2,,,,682,,
-2821,200701,89,25,I-11,69322,2,100.1,,2,2,2,0,652,,
-2821,200701,89,25,I-11,69322,2,111.5,,0,6,1,0,1040,,
-2821,200701,89,25,I-11,69322,2,117.2,,0,0,4,0,1216,,
-2821,200701,89,25,I-11,69322,2,98,,2,2,1,0,646,,
-2821,200701,89,25,I-11,69322,1,85.5,,2,,,,462,,
-2821,200701,89,25,I-11,69322,1,110.1,,2,,,,974,,
-2821,200701,89,25,I-11,69322,1,141,,2,,,,2294,,
-2890,200701,88,32,J-10,69322,2,97.4,,3,6,2,2,814,,
-2890,200701,88,32,J-10,69322,2,131,,3,6,2,2,1478,,
-2891,200701,88,33,I-10,69322,2,135,,3,6,2,5,1762,,
-2891,200701,88,33,I-10,69322,2,79.8,,2,0,0,0,332,,
-2891,200701,88,33,I-10,69322,2,97,,2,0,0,1,656,,
-2891,200701,88,33,I-10,69322,2,143.8,,0,0,4,1,2094,,
-2891,200701,88,33,I-10,69322,2,106.6,,3,6,2,6,978,,
-2891,200701,88,33,I-10,69322,2,79.4,,2,0,0,1,348,,
-2891,200701,88,33,I-10,69322,2,101.2,,2,2,1,5,732,,
-2891,200701,88,33,I-10,69322,2,100.6,,2,3,1,5,688,,
-2891,200701,88,33,I-10,69322,2,85.4,,2,0,0,1,420,,
-2891,200701,88,33,I-10,69322,2,88,,2,0,0,1,480,,
-2891,200701,88,33,I-10,69322,2,102.8,,4,6,2,6,912,,
-2891,200701,88,33,I-10,69322,2,104.5,,2,3,1,6,874,,
-2891,200701,88,33,I-10,69322,2,115,,3,6,2,6,1236,,
-2891,200701,88,33,I-10,69322,2,157.1,,0,0,4,1,2654,,
-2891,200701,88,33,I-10,69322,2,100,,2,2,1,6,724,,
-2891,200701,88,33,I-10,69322,2,133.2,,3,6,2,2,1682,,
-2891,200701,88,33,I-10,69322,2,96,,2,2,1,6,684,,
-2891,200701,88,33,I-10,69322,1,159.3,,3,,,,3752,53,
-2891,200701,88,33,I-10,69322,1,139.3,,3,,,,1750,38.4,
-2892,200701,88,34,H-10,69322,1,89,,2,,,,644,29.4,
-2892,200701,88,34,H-10,69322,1,104.1,,2,,,,886,32.4,
-2892,200701,88,34,H-10,69322,1,109.4,,2,,,,1000,32,
-2892,200701,88,34,H-10,69322,1,103,,2,,,,908,32.1,
-2892,200701,88,34,H-10,69322,1,91,,2,,,,542,26.2,
-2892,200701,88,34,H-10,69322,1,106,,2,,,,942,30,
-2892,200701,88,34,H-10,69322,1,100.2,,2,,,,776,24,
-2893,200701,88,35,G-10,69322,1,140.5,,2,,,,2110,41,
-2893,200701,88,35,G-10,69322,1,98.3,,2,,,,664,27.8,
-2893,200701,88,35,G-10,69322,1,87.3,,2,,,,468,25.7,
-2893,200701,88,35,G-10,69322,1,114,,2,,,,1090,33.2,
-2893,200701,88,35,G-10,69322,1,90.9,,2,,,,588,24.6,
-2893,200701,88,35,G-10,69322,1,102,,2,,,,796,27.1,
-2893,200701,88,35,G-10,69322,1,79.4,,2,,,,330,22,
-2893,200701,88,35,G-10,69322,1,130.1,,3,,,,1868,40.6,
-2893,200701,88,35,G-10,69322,1,94.7,,2,,,,600,22,
-2893,200701,88,35,G-10,69322,1,77.3,,2,,,,332,22,
-2893,200701,88,35,G-10,69322,1,112.4,,2,,,,1036,35,
-2893,200701,88,35,G-10,69322,1,99,,2,,,,660,30,
-2893,200701,88,35,G-10,69322,1,89.3,,2,,,,476,25.4,
-2894,200701,88,36,F-10,69322,2,100.6,,2,2,1,5,684,,
-2894,200701,88,36,F-10,69322,2,96.7,,2,3,1,5,688,,
-2894,200701,88,36,F-10,69322,2,98.3,,2,3,1,5,910,,
-2894,200701,88,36,F-10,69322,2,98.5,,2,6,1,6,848,,
-2894,200701,88,36,F-10,69322,2,101,,2,5,1,5,800,,
-2894,200701,88,36,F-10,69322,2,87,,2,0,0,1,428,,
-2894,200701,88,36,F-10,69322,2,96.2,,2,2,1,6,632,,
-2896,200701,88,38,F-09,69322,1,172.5,,2,,,,3886,54,
-2899,200701,88,41,D-10,69322,1,129.7,,2,,,,1676,43,
-2899,200701,88,41,D-10,69322,1,120,,3,,,,1314,35,
-2899,200701,88,41,D-10,69322,1,103,,2,,,,838,29.3,
-2899,200701,88,41,D-10,69322,1,141.7,,3,,,,2310,40,
-2899,200701,88,41,D-10,69322,1,134.6,,3,,,,1922,43.2,
-2899,200701,88,41,D-10,69322,1,113.3,,2,,,,1070,34.8,
-2899,200701,88,41,D-10,69322,1,113,,3,,,,1206,35.8,
-2899,200701,88,41,D-10,69322,1,106.4,,2,,,,872,32,
-2899,200701,88,41,D-10,69322,1,99,,3,,,,812,30,
-2899,200701,88,41,D-10,69322,1,105.2,,2,,,,808,31,
-2809,200701,89,13,I-15,69322,2,121.5,,0,6,2,6,1632,,
-2809,200701,89,13,I-15,69322,2,115.8,,3,6,2,6,1622,,
-2810,200701,89,14,J-15,69322,2,116.2,,0,0,4,1,1338,,
-2810,200701,89,14,J-15,69322,1,137.6,,3,,,,2028,,
-2812,200701,89,16,J-13,69322,2,102.3,,3,6,2,6,1144,,
-2887,200701,88,29,J-12,69322,1,118.9,,2,,,,1336,36.1,
-2887,200701,88,29,J-12,69322,2,92.2,,2,0,0,1,542,,
-2887,200701,88,29,J-12,69322,2,94.8,,2,5,1,6,644,,
-2887,200701,88,29,J-12,69322,2,78,,2,0,0,0,310,,
-2887,200701,88,29,J-12,69322,2,121.3,,3,6,2,5,1380,,
-2887,200701,88,29,J-12,69322,2,111.8,,3,6,2,2,1144,,
-2887,200701,88,29,J-12,69322,2,117,,4,6,2,6,1388,,
-2887,200701,88,29,J-12,69322,2,121.5,,3,6,2,2,1530,,
-2887,200701,88,29,J-12,69322,2,68.2,,2,0,0,0,232,,
-2887,200701,88,29,J-12,69322,2,77,,2,0,0,0,326,,
-2887,200701,88,29,J-12,69322,2,107,,4,6,2,6,1140,,
-2887,200701,88,29,J-12,69322,2,115.1,,3,6,2,2,1206,,
-2887,200701,88,29,J-12,69322,2,124.5,,3,6,2,2,1264,,
-2887,200701,88,29,J-12,69322,2,123.6,,3,3,2,2,1362,,
-2887,200701,88,29,J-12,69322,2,119.4,,3,0,4,1,1178,,
-2887,200701,88,29,J-12,69322,2,121,,4,0,4,1,1366,,
-2887,200701,88,29,J-12,69322,2,116.9,,4,3,2,5,992,,
-2887,200701,88,29,J-12,69322,2,61.6,,2,0,0,0,152,,
-2887,200701,88,29,J-12,69322,2,81.3,,2,0,0,1,412,,
-2887,200701,88,29,J-12,69322,2,85.4,,2,0,0,1,406,,
-2887,200701,88,29,J-12,69322,1,73,,2,,,,286,28.6,
-2882,200701,88,24,F-13,69322,2,98.3,,2,2,1,6,608,,
-2882,200701,88,24,F-13,69322,2,115,,3,0,4,1,1192,,
-2882,200701,88,24,F-13,69322,1,134.1,,2,,,,1592,45.7,
-2882,200701,88,24,F-13,69322,1,85.6,,2,,,,512,27,
-2882,200701,88,24,F-13,69322,1,137.1,,3,,,,2046,46.8,
-2882,200701,88,24,F-13,69322,1,111.2,,2,,,,878,34.6,
-2882,200701,88,24,F-13,69322,1,139,,3,,,,2270,47.4,
-2908,200701,88,50,K-08,69322,2,111.4,,3,0,4,1,1082,,
-2908,200701,88,50,K-08,69322,2,121.3,,3,6,2,6,1334,,
-2908,200701,88,50,K-08,69322,1,157,,3,,,,3128,49.4,
-2908,200701,88,50,K-08,69322,1,156.2,,2,,,,3100,43,
-2908,200701,88,50,K-08,69322,1,149.4,,2,,,,2380,44.5,
-2888,200701,88,30,K-12,69322,2,139.9,,2,2,1,5,1542,,
-2888,200701,88,30,K-12,69322,1,105.8,,2,,,,800,33,
-2890,200701,88,32,J-10,69322,1,111,,3,,,,1108,25.5,
-2890,200701,88,32,J-10,69322,1,92,,2,,,,654,30.5,
-2890,200701,88,32,J-10,69322,1,102.3,,2,,,,790,30.5,
-2890,200701,88,32,J-10,69322,1,138.3,,3,,,,2272,45,
-2890,200701,88,32,J-10,69322,1,109.7,,3,,,,1066,35,
-2890,200701,88,32,J-10,69322,1,137.1,,3,,,,2206,44.7,
-2890,200701,88,32,J-10,69322,1,103.3,,2,,,,822,34.7,
-2890,200701,88,32,J-10,69322,1,95.7,,2,,,,584,29,
-2890,200701,88,32,J-10,69322,1,108.4,,2,,,,974,36.3,
-2890,200701,88,32,J-10,69322,1,121,,3,,,,1434,36.2,
-2890,200701,88,32,J-10,69322,1,133,,2,,,,2140,44.2,
-2890,200701,88,32,J-10,69322,1,164,,3,,,,3802,54.6,
-2890,200701,88,32,J-10,69322,1,105,,2,,,,858,32.8,
-2890,200701,88,32,J-10,69322,1,145,,3,,,,2892,48.8,
-2890,200701,88,32,J-10,69322,1,104.2,,2,,,,834,30.6,
-2890,200701,88,32,J-10,69322,1,107,,2,,,,860,31,
-2890,200701,88,32,J-10,69322,1,105.9,,2,,,,918,33.4,
-2890,200701,88,32,J-10,69322,1,113.6,,2,,,,1098,34,
-2890,200701,88,32,J-10,69322,1,155,,3,,,,3392,53.8,
-2890,200701,88,32,J-10,69322,1,138.5,,2,,,,2208,45.7,
-2890,200701,88,32,J-10,69322,1,118.3,,2,,,,1418,49.3,
-2890,200701,88,32,J-10,69322,2,102.2,,2,2,1,5,844,,
-2890,200701,88,32,J-10,69322,2,105,,2,2,1,5,948,,
-2890,200701,88,32,J-10,69322,2,90.3,,2,0,0,1,544,,
-2890,200701,88,32,J-10,69322,2,94.2,,2,0,0,0,562,,
-2890,200701,88,32,J-10,69322,2,99.3,,3,0,4,1,808,,
-2890,200701,88,32,J-10,69322,2,106.8,,2,2,1,5,946,,
-2890,200701,88,32,J-10,69322,2,92.2,,2,0,0,1,594,,
-2890,200701,88,32,J-10,69322,2,99.6,,2,2,1,5,794,,
-2884,200701,88,26,G-12,69322,2,107,,2,2,1,5,878,,
-2884,200701,88,26,G-12,69322,2,141.4,,3,6,2,2,1806,,
-2884,200701,88,26,G-12,69322,2,147,,3,0,4,1,2076,,
-2884,200701,88,26,G-12,69322,2,115.9,,4,0,4,1,1292,,
-2884,200701,88,26,G-12,69322,2,117,,2,2,1,5,1014,,
-2884,200701,88,26,G-12,69322,2,129,,4,0,4,1,1576,,
-2884,200701,88,26,G-12,69322,2,103.8,,2,2,1,5,870,,
-2884,200701,88,26,G-12,69322,2,105.6,,2,2,1,6,874,,
-2884,200701,88,26,G-12,69322,2,103.8,,2,2,1,5,914,,
-2884,200701,88,26,G-12,69322,2,139.4,,4,0,4,1,1676,,
-2885,200701,88,27,H-12,69322,1,112.6,,2,,,,1046,37,
-2885,200701,88,27,H-12,69322,1,150,,3,,,,2870,51.8,
-2885,200701,88,27,H-12,69322,1,113.7,,2,,,,1128,37,
-2885,200701,88,27,H-12,69322,1,151,,2,,,,2722,52,
-2885,200701,88,27,H-12,69322,2,130.1,,3,6,2,3,1538,,
-2885,200701,88,27,H-12,69322,2,97.9,,2,2,1,5,620,,
-2885,200701,88,27,H-12,69322,2,129.6,,3,0,4,1,1564,,
-2885,200701,88,27,H-12,69322,2,97,,2,2,1,5,686,,
-2885,200701,88,27,H-12,69322,2,91,,2,2,1,5,498,,
-2885,200701,88,27,H-12,69322,2,111.3,,0,0,4,1,1016,,
-2885,200701,88,27,H-12,69322,2,95,,2,0,0,0,598,,
-2885,200701,88,27,H-12,69322,2,104,,3,6,2,2,800,,
-2885,200701,88,27,H-12,69322,2,95,,2,5,1,5,638,,
-2885,200701,88,27,H-12,69322,2,106,,3,6,2,3,960,,
-2885,200701,88,27,H-12,69322,2,101.2,,2,2,1,5,788,,
-2885,200701,88,27,H-12,69322,2,102.4,,2,2,1,6,744,,
-2904,200701,88,46,G-08,69322,2,97,,2,2,1,5,516,,
-2904,200701,88,46,G-08,69322,1,131,,2,,,,1588,39.1,
-2886,200701,88,28,I-12,69322,1,96.1,,2,,,,634,31.3,
-2886,200701,88,28,I-12,69322,1,72,,2,,,,272,23.5,
-2886,200701,88,28,I-12,69322,1,132.2,,3,,,,1950,45.5,
-2886,200701,88,28,I-12,69322,1,98,,2,,,,700,32.2,
-2886,200701,88,28,I-12,69322,1,94.4,,2,,,,598,30.2,
-2886,200701,88,28,I-12,69322,1,69.4,,2,,,,236,21,
-2886,200701,88,28,I-12,69322,1,99.8,,2,,,,868,32.7,
-2886,200701,88,28,I-12,69322,1,89.6,,2,,,,524,27.7,
-2886,200701,88,28,I-12,69322,2,85.9,,2,0,0,0,428,,
-2886,200701,88,28,I-12,69322,2,99.8,,2,2,1,5,778,,
-2886,200701,88,28,I-12,69322,2,113.4,,3,0,4,1,1160,,
-2886,200701,88,28,I-12,69322,2,102,,4,6,2,5,904,,
-2886,200701,88,28,I-12,69322,2,103,,3,0,4,1,1038,,
-2886,200701,88,28,I-12,69322,2,119.1,,3,6,2,2,1010,,
-2886,200701,88,28,I-12,69322,2,110.5,,3,6,2,6,1122,,
-2886,200701,88,28,I-12,69322,2,130.7,,4,0,4,1,1450,,
-2886,200701,88,28,I-12,69322,2,72.5,,2,0,0,0,262,,
-2886,200701,88,28,I-12,69322,2,127.1,,4,6,2,6,1612,,
-2886,200701,88,28,I-12,69322,2,119.8,,3,6,2,6,1442,,
-2886,200701,88,28,I-12,69322,2,134.9,,3,6,2,6,1732,,
-2907,200701,88,49,J-08,69322,2,114,,4,0,4,1,1210,,
-2907,200701,88,49,J-08,69322,2,112.9,,3,6,2,6,1150,,
-2907,200701,88,49,J-08,69322,2,127.4,,4,0,4,1,1680,,
-2907,200701,88,49,J-08,69322,2,123.3,,4,0,4,1,1600,,
-2907,200701,88,49,J-08,69322,1,145.4,,3,,,,2508,45.4,
-2907,200701,88,49,J-08,69322,1,135,,3,,,,2054,40.7,
-2907,200701,88,49,J-08,69322,1,159.3,,2,,,,3212,51.4,
-2907,200701,88,49,J-08,69322,1,148.7,,3,,,,2678,48.2,
-2907,200701,88,49,J-08,69322,1,138.7,,3,,,,2494,48.3,
-2887,200701,88,29,J-12,69322,1,69.4,,2,,,,218,21.9,
-2887,200701,88,29,J-12,69322,1,131.3,,2,,,,1932,46.9,
-2887,200701,88,29,J-12,69322,1,134,,2,,,,2156,48,
-2887,200701,88,29,J-12,69322,1,120,,3,,,,1442,40.1,
-2887,200701,88,29,J-12,69322,1,142.1,,3,,,,2594,50.8,
-2887,200701,88,29,J-12,69322,1,163.8,,3,,,,3302,54.8,
-2887,200701,88,29,J-12,69322,1,83,,2,,,,388,27.1,
-2882,200701,88,24,F-13,69322,2,112.4,,4,0,0,0,1296,,
-2882,200701,88,24,F-13,69322,2,145.4,,3,0,0,0,1694,,
-2882,200701,88,24,F-13,69322,2,113.5,,4,0,0,0,1250,,
-2884,200701,88,26,G-12,69322,1,153,,4,,,,3654,55,
-2884,200701,88,26,G-12,69322,1,125.5,,2,,,,1170,42.1,
-2884,200701,88,26,G-12,69322,1,114,,2,,,,956,34.3,
-2884,200701,88,26,G-12,69322,1,124,,2,,,,1614,41.1,
-2905,200701,88,47,H-08,69322,1,147.1,,2,,,,2542,50.3,
-2905,200701,88,47,H-08,69322,1,120.7,,3,,,,1400,35.8,
-2905,200701,88,47,H-08,69322,1,132.4,,2,,,,1750,41.3,
-2905,200701,88,47,H-08,69322,1,130,,2,,,,1710,39.2,
-2905,200701,88,47,H-08,69322,1,158.8,,2,,,,2436,50.2,
-2905,200701,88,47,H-08,69322,1,127.6,,2,,,,1158,40,
-2905,200701,88,47,H-08,69322,1,162.7,,3,,,,3374,58.2,
-2905,200701,88,47,H-08,69322,1,156.6,,2,,,,3184,54.5,
-2905,200701,88,47,H-08,69322,1,110.8,,2,,,,938,31.7,
-2905,200701,88,47,H-08,69322,1,102.4,,2,,,,784,27.9,
-2905,200701,88,47,H-08,69322,1,118,,2,,,,1356,36.2,
-2905,200701,88,47,H-08,69322,1,136.8,,2,,,,1860,44,
-2905,200701,88,47,H-08,69322,1,107.4,,2,,,,944,31.7,
-2905,200701,88,47,H-08,69322,1,121.9,,2,,,,1544,37.5,
-2905,200701,88,47,H-08,69322,1,120.3,,2,,,,1354,38,
-2906,200701,88,48,I-08,69322,1,170.4,,2,,,,3378,55.7,
-2906,200701,88,48,I-08,69322,1,102.3,,2,,,,728,30,
-2906,200701,88,48,I-08,69322,1,143.4,,2,,,,2294,46.5,
-2906,200701,88,48,I-08,69322,1,113.5,,2,,,,1140,33.8,
-2906,200701,88,48,I-08,69322,1,166.7,,2,,,,3530,54.1,
-2906,200701,88,48,I-08,69322,1,116,,3,,,,912,31.6,
-2906,200701,88,48,I-08,69322,1,132.2,,3,,,,1696,41.5,
-2906,200701,88,48,I-08,69322,1,166,,3,,,,2758,51.6,
-2906,200701,88,48,I-08,69322,1,169.4,,3,,,,3820,53,
-2906,200701,88,48,I-08,69322,1,124.3,,2,,,,1596,38.9,
-2906,200701,88,48,I-08,69322,1,156.4,,2,,,,2648,51.9,
-2906,200701,88,48,I-08,69322,1,117,,3,,,,1166,35.5,
-2906,200701,88,48,I-08,69322,2,140.8,,3,0,4,1,1886,,
-2906,200701,88,48,I-08,69322,2,138,,0,0,4,1,1834,,
-2906,200701,88,48,I-08,69322,2,133.5,,3,0,4,1,1848,,
-2906,200701,88,48,I-08,69322,2,130,,3,0,4,1,1618,,
-2906,200701,88,48,I-08,69322,2,128.3,,2,2,1,5,1472,,
-2906,200701,88,48,I-08,69322,2,138.2,,3,0,4,1,2070,,
-2906,200701,88,48,I-08,69322,2,132.2,,3,0,4,1,1726,,
-2906,200701,88,48,I-08,69322,2,109.4,,3,6,2,2,1082,,
-2906,200701,88,48,I-08,69322,2,121.3,,3,0,4,1,1406,,
-2906,200701,88,48,I-08,69322,2,108.5,,2,2,1,6,962,,
-2915,200701,88,57,J-06,69322,1,130,,3,,,,1968,42.3,
-2876,200701,88,18,K-14,69322,1,143.6,,3,,,,2582,49.6,
-2876,200701,88,18,K-14,69322,1,129.6,,3,,,,1720,35.3,
-2876,200701,88,18,K-14,69322,2,126,,1,2,1,2,988,,
-2876,200701,88,18,K-14,69322,2,121.5,,3,0,4,1,1252,,
-2876,200701,88,18,K-14,69322,2,112.9,,3,0,4,1,1232,,
-2877,200701,88,19,J-14,69322,1,71.4,,2,,,,246,20.4,
-2877,200701,88,19,J-14,69322,1,156.4,,3,,,,3306,52.3,
-2884,200701,88,26,G-12,69322,1,107.3,,2,,,,1020,27.2,
-2884,200701,88,26,G-12,69322,1,110.8,,2,,,,1040,34.4,
-2884,200701,88,26,G-12,69322,1,145,,3,,,,2504,49.3,
-2884,200701,88,26,G-12,69322,1,97.1,,2,,,,726,32.1,
-2884,200701,88,26,G-12,69322,2,100.5,,2,2,1,6,812,,
-2884,200701,88,26,G-12,69322,2,95,,2,3,1,5,586,,
-2884,200701,88,26,G-12,69322,2,96,,2,3,1,5,742,,
-2884,200701,88,26,G-12,69322,2,124.6,,3,6,2,6,1580,,
-2884,200701,88,26,G-12,69322,2,89.6,,2,2,1,5,554,,
-2884,200701,88,26,G-12,69322,2,135.4,,3,6,2,6,1960,,
-2884,200701,88,26,G-12,69322,2,101.1,,2,2,1,5,616,,
-2884,200701,88,26,G-12,69322,2,108,,4,0,4,1,1024,,
-2877,200701,88,19,J-14,69322,2,153.8,,4,0,4,1,2230,,
-2877,200701,88,19,J-14,69322,2,133.5,,3,0,4,1,1594,,
-2877,200701,88,19,J-14,69322,2,138,,4,0,4,1,2010,,
-2877,200701,88,19,J-14,69322,2,135.1,,4,3,2,5,1926,,
-2877,200701,88,19,J-14,69322,2,139.9,,4,3,2,6,2022,,
-2877,200701,88,19,J-14,69322,2,129.4,,4,3,2,6,1668,,
-2877,200701,88,19,J-14,69322,2,128.6,,3,3,2,6,1534,,
-2878,200701,88,20,I-14,69322,1,159.8,,4,,,,3752,50.7,
-2878,200701,88,20,I-14,69322,1,127.8,,3,,,,1754,41.1,
-2878,200701,88,20,I-14,69322,1,128.4,,4,,,,1580,38.2,
-2878,200701,88,20,I-14,69322,1,71.7,,2,,,,268,20.6,
-2878,200701,88,20,I-14,69322,1,67,,2,,,,226,20,
-2878,200701,88,20,I-14,69322,1,159.2,,4,,,,3170,51.3,
-2878,200701,88,20,I-14,69322,1,162.8,,4,,,,3790,55.3,
-2878,200701,88,20,I-14,69322,1,145.6,,3,,,,2768,46.2,
-2878,200701,88,20,I-14,69322,2,142.1,,3,3,2,5,2328,,
-2878,200701,88,20,I-14,69322,2,113.2,,3,3,2,2,1084,,
-2878,200701,88,20,I-14,69322,2,137.7,,3,3,2,2,1696,,
-2878,200701,88,20,I-14,69322,2,111.6,,3,3,2,2,1044,,
-2878,200701,88,20,I-14,69322,2,101.8,,3,3,2,2,820,,
-2878,200701,88,20,I-14,69322,2,118.4,,3,3,2,5,1216,,
-2878,200701,88,20,I-14,69322,2,107.2,,3,3,2,2,1020,,
-2879,200701,88,21,H-14,69322,1,167.8,,4,,,,3660,53.5,
-2879,200701,88,21,H-14,69322,1,147,,3,,,,2718,45.1,
-2879,200701,88,21,H-14,69322,1,154.1,,4,,,,3864,56.7,
-2879,200701,88,21,H-14,69322,1,163.1,,3,,,,3552,54.4,
-2879,200701,88,21,H-14,69322,1,170,,4,,,,4410,58.8,
-2879,200701,88,21,H-14,69322,2,117.6,,3,0,4,1,1208,,
-2879,200701,88,21,H-14,69322,2,113.2,,3,0,4,1,1162,,
