"","ACCESS_ID","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log.width","log.weight","Cooks_D","SC"
"4501",NA,-18019,201801,162,160,"J-26",68560,2,NA,78.6,2,4,1,4,116,NA,NA,"2018",4.36437169943516,4.75359019110636,0.0035636312214069,"NS"
"4509",NA,-11754,201401,162,36,"F-07",68560,2,NA,78.7,2,4,1,4,114,NA,NA,"2014",4.36564315542336,4.7361984483945,0.00469013496080306,"NS"
"4514",NA,-19246,201901,162,70,"B-02",68560,2,NA,78.7,2,4,1,5,132,NA,NA,"2019",4.36564315542336,4.88280192258637,3.67252177413911e-05,"NS"
"4527",NA,-17682,201801,162,76,"A-02",68560,2,NA,78.9,2,4,1,5,130,NA,NA,"2018",4.36818122785183,4.86753445045558,0.00024271471126977,"NS"
"4532",1517,1063350,200101,89,85,"C-01",68560,2,NA,79,2,4,1,5,126,NA,NA,"2001",4.36944785246702,4.83628190695148,0.000916436556169898,"NS"
"4533",1519,1063376,200101,89,114,"E-19",68560,2,NA,79,2,4,1,5,128,NA,NA,"2001",4.36944785246702,4.85203026391962,0.000558003893569383,"NS"
"4543",1621,-6583,201001,162,140,"GF2221",68560,2,NA,79,2,4,1,4,109,NA,NA,"2010",4.36944785246702,4.69134788222914,0.00836839809461521,"NS"
"4550",NA,-11980,201401,162,116,"F-21",68560,2,NA,79,2,4,1,5,156,NA,NA,"2014",4.36944785246702,5.04985600724954,0.00359047040151257,"NS"
"4553",NA,-17681,201801,162,75,"B-02",68560,2,NA,79,2,4,1,6,140,NA,NA,"2018",4.36944785246702,4.9416424226093,0.00020225060602897,"NS"
"4563",2209,-3440,200701,88,98,"H-01",68560,2,NA,79.1,2,4,1,4,140,NA,NA,"2007",4.37071287477361,4.9416424226093,0.000160110441175211,"NS"
"4569",NA,-17861,201801,94,137,"J-23",68560,2,NA,79.1,2,4,1,5,116,NA,NA,"2018",4.37071287477361,4.75359019110636,0.00442961585456433,"NS"
"4570",NA,-17682,201801,162,76,"A-02",68560,2,NA,79.1,2,4,1,5,130,NA,NA,"2018",4.37071287477361,4.86753445045558,0.000344521451324572,"NS"
"4586",NA,-17842,201801,162,109,"E-18",68560,2,NA,79.2,2,4,1,6,144,NA,NA,"2018",4.37197629882038,4.969813299576,0.000525881777313027,"NS"
"4587",NA,-19245,201901,162,69,"A-02",68560,2,NA,79.2,2,4,1,5,152,NA,NA,"2019",4.37197629882038,5.02388052084628,0.00208375057778908,"NS"
"4617",NA,-17681,201801,162,75,"B-02",68560,2,NA,79.5,2,4,1,5,128,NA,NA,"2018",4.37575702166029,4.85203026391962,0.00095464405388052,"NS"
"4618",NA,-19245,201901,162,69,"A-02",68560,2,NA,79.5,2,4,1,5,152,NA,NA,"2019",4.37575702166029,5.02388052084628,0.00166403858383697,"NS"
"4623",3422,-4122,200801,89,37,"C-06",68560,2,NA,79.6,2,4,1,5,134,NA,NA,"2008",4.37701409285034,4.89783979995091,0.000175949526349642,"NS"
"4630",NA,-11985,201401,162,121,"IH2120",68560,2,NA,79.6,2,4,1,5,136,NA,NA,"2014",4.37701409285034,4.91265488573605,5.03805553557514e-05,"NS"
"4651",NA,-17681,201801,162,75,"B-02",68560,2,NA,79.8,2,4,1,5,132,NA,NA,"2018",4.37952350445576,4.88280192258637,0.000503159617971521,"NS"
"4652",NA,-19246,201901,162,70,"B-02",68560,2,NA,79.8,2,4,1,5,134,NA,NA,"2019",4.37952350445576,4.89783979995091,0.000262374069451929,"NS"
"4655",2315,-3479,200701,88,137,"L-22",68560,2,NA,79.9,2,4,1,5,134,NA,NA,"2007",4.38077585277223,4.89783979995091,0.000311688859690772,"NS"
"4656",4594,-5216,200901,89,98,"M-19",68560,2,NA,79.9,2,4,1,5,132,NA,NA,"2009",4.38077585277223,4.88280192258637,0.000570048616250327,"NS"
"4657",1285,-6562,201001,162,118,"K-27",68560,2,NA,79.9,2,4,1,4,134,NA,NA,"2010",4.38077585277223,4.89783979995091,0.000311688859690772,"NS"
"4682",2314,-3479,200701,88,137,"L-22",68560,2,NA,80.1,2,4,1,4,140,NA,NA,"2007",4.38327585407431,4.9416424226093,6.23298534133082e-06,"NS"
"4683",228,-7543,201101,89,52,"G-05",68560,2,NA,80.1,2,4,1,5,127,NA,NA,"2011",4.38327585407431,4.84418708645859,0.00182020959598886,"NS"
"4709",NA,-17680,201801,162,74,"B-01",68560,2,NA,80.3,2,4,1,6,154,NA,NA,"2018",4.38576962095272,5.03695260241363,0.00113701472690258,"NS"
"4713",426,-7617,201101,162,53,"F-06",68560,2,NA,80.4,2,4,1,5,136,NA,NA,"2011",4.38701417618492,4.91265488573605,0.000352646226939609,"NS"
"4724",NA,-17846,201801,162,113,"E-22",68560,2,NA,80.5,2,4,1,5,138,NA,NA,"2018",4.38825718442452,4.92725368515721,0.000202642802618874,"NS"
"4742",NA,-19420,201901,94,178,"M-28",68560,2,NA,80.6,2,4,1,5,152,NA,NA,"2019",4.38949864951258,5.02388052084628,0.000568493961741616,"NS"
"4745",850,-6215,201001,162,96,"E-21",68560,2,NA,80.7,2,4,1,5,172,NA,NA,"2010",4.3907385752759,5.14749447681345,0.00530652408628595,"NS"
"4748",NA,-11963,201401,162,99,"J-21",68560,2,NA,80.7,2,4,1,5,142,NA,NA,"2014",4.3907385752759,4.95582705760126,2.95804439506156e-05,"NS"
"4766",NA,-15397,201601,162,94,"F-01",68560,2,NA,80.9,2,4,1,5,152,NA,NA,"2016",4.39321382406445,5.02388052084628,0.00037661486970216,"NS"
"4767",NA,-17682,201801,162,76,"A-02",68560,2,NA,80.9,2,4,1,4,128,NA,NA,"2018",4.39321382406445,4.85203026391962,0.00256238650441805,"NS"
"4768",NA,-17680,201801,162,74,"B-01",68560,2,NA,80.9,2,4,1,6,150,NA,NA,"2018",4.39321382406445,5.01063529409626,0.00019626110557706,"NS"
"4770",1524,1063350,200101,89,85,"C-01",68560,2,NA,81,2,4,1,5,142,NA,NA,"2001",4.39444915467244,4.95582705760126,9.52678824166109e-05,"NS"
"4771",1525,1063291,200101,89,151,"K-23",68560,2,NA,81,2,4,1,5,142,NA,NA,"2001",4.39444915467244,4.95582705760126,9.52678824166109e-05,"NS"
"4780",NA,-12135,201401,94,149,"L-26",68560,2,NA,81,2,4,1,5,144,NA,NA,"2014",4.39444915467244,4.969813299576,1.65425189878971e-05,"NS"
"4789",229,-7543,201101,89,52,"G-05",68560,2,NA,81.2,2,4,1,5,136,NA,NA,"2011",4.39691524716763,4.91265488573605,0.000909858912907077,"NS"
"4798",NA,-17848,201801,162,115,"F-21",68560,2,NA,81.2,2,4,1,4,132,NA,NA,"2018",4.39691524716763,4.88280192258637,0.00178876686876875,"NS"
"4810",NA,-17846,201801,162,113,"E-22",68560,2,NA,81.3,2,4,1,4,136,NA,NA,"2018",4.39814601655377,4.91265488573605,0.000997057981872104,"NS"
"4818",NA,-17682,201801,162,76,"A-02",68560,2,NA,81.4,2,4,1,5,142,NA,NA,"2018",4.39937527300849,4.95582705760126,0.000239364134702017,"NS"
"4819",NA,-17682,201801,162,76,"A-02",68560,2,NA,81.4,2,4,1,5,146,NA,NA,"2018",4.39937527300849,4.98360662170834,1.76442056106457e-05,"NS"
"4823",130,-11547,200601,88,59,"B-04",68560,2,NA,81.5,2,4,1,5,154,NA,NA,"2006",4.40060302024682,5.03695260241363,0.00025607581831898,"NS"
"4825",2247,-3451,200701,88,109,"D-18",68560,2,NA,81.5,2,4,1,4,148,NA,NA,"2007",4.40060302024682,4.99721227376411,1.24508964158675e-08,"NS"
"4830",NA,-12015,201401,162,140,"E-01",68560,2,NA,81.5,2,4,1,4,146,NA,NA,"2014",4.40060302024682,4.98360662170834,3.1679095231052e-05,"NS"
"4838",NA,-11971,201401,162,107,"G-01",68560,2,NA,81.6,2,4,1,4,174,NA,NA,"2014",4.40182926197006,5.15905529921453,0.00410251561411522,"NS"
"4840",NA,-17680,201801,162,74,"B-01",68560,2,NA,81.6,2,4,1,6,158,NA,NA,"2018",4.40182926197006,5.06259503302697,0.00062291587725661,"NS"
"4852",NA,-12319,201401,162,204,"M-29",68560,2,NA,81.7,2,4,1,5,174,NA,NA,"2014",4.40305400186596,5.15905529921453,0.00391847925310064,"NS"
"4854",NA,-16805,201701,94,127,"G-20",68560,2,NA,81.7,2,4,1,5,145,NA,NA,"2017",4.40305400186596,4.97673374242057,0.000126792717526924,"NS"
"4885",407,-7592,201101,162,28,"E-10",68560,2,NA,82.1,2,4,1,5,150,NA,NA,"2011",4.40793801645838,5.01063529409626,1.02981659677936e-05,"NS"
"4920",NA,-15259,201601,162,22,"H-10",68560,2,NA,82.5,2,4,1,5,188,NA,NA,"2016",4.41279829334063,5.23644196282995,0.00681912134624286,"NS"
"4924",200,-11551,200601,88,63,"F-04",68560,2,NA,82.6,2,4,1,5,152,NA,NA,"2006",4.41400968052693,5.02388052084628,2.41449413405027e-05,"NS"
"4926",851,-6215,201001,162,96,"E-21",68560,2,NA,82.6,2,4,1,6,160,NA,NA,"2010",4.41400968052693,5.07517381523383,0.000251714825150651,"NS"
"4928",247,-7915,201101,89,78,"C-05",68560,2,NA,82.6,2,4,1,5,147,NA,NA,"2011",4.41400968052693,4.99043258677874,0.000340909804405542,"NS"
"4940",NA,-17660,201801,94,88,"G-02",68560,2,NA,82.7,2,4,1,4,138,NA,NA,"2018",4.41521960202965,4.92725368515721,0.00206896431225835,"NS"
"4941",NA,-17680,201801,162,74,"B-01",68560,2,NA,82.7,2,4,1,6,164,NA,NA,"2018",4.41521960202965,5.0998664278242,0.00059881965620677,"NS"
"4951",NA,-11811,201401,162,73,"E-03",68560,2,NA,82.8,2,4,1,5,170,NA,NA,"2014",4.41642806139121,5.13579843705026,0.00141717412601813,"NS"
"4952",NA,-19246,201901,162,70,"B-02",68560,2,NA,82.8,2,4,1,6,162,NA,NA,"2019",4.41642806139121,5.08759633523238,0.000327608294580874,"NS"
"4956",62,-11537,200601,88,49,"F-06",68560,2,NA,82.9,2,4,1,4,150,NA,NA,"2006",4.41763506214125,5.01063529409626,0.000210884597536782,"NS"
"4966",NA,-17842,201801,162,109,"E-18",68560,2,NA,82.9,2,4,1,5,156,NA,NA,"2018",4.41763506214125,5.04985600724954,1.93539581894448e-06,"NS"
"4969",NA,-16811,201701,94,133,"GF2221",68560,2,NA,82.9,2,4,1,5,145,NA,NA,"2017",4.41763506214125,4.97673374242057,0.000799575709505994,"NS"
"4973",137,-11547,200601,88,59,"B-04",68560,2,NA,83,2,4,1,6,166,NA,NA,"2006",4.4188406077966,5.11198778835654,0.000635625619913033,"NS"
"4974",3626,-4367,200801,89,200,"O-31",68560,2,NA,83,2,4,1,4,138,NA,NA,"2008",4.4188406077966,4.92725368515721,0.00247920265160643,"NS"
"4978",1289,-6562,201001,162,118,"K-27",68560,2,NA,83,2,4,1,3,140,NA,NA,"2010",4.4188406077966,4.9416424226093,0.00193157386088643,"NS"
"4983",NA,-17848,201801,162,115,"F-21",68560,2,NA,83,2,4,1,6,164,NA,NA,"2018",4.4188406077966,5.0998664278242,0.000411694978583018,"NS"
"4984",NA,-16811,201701,94,133,"GF2221",68560,2,NA,83,2,4,1,5,165,NA,NA,"2017",4.4188406077966,5.10594547390058,0.000517944727546169,"NS"
"4994",NA,-17704,201801,162,72,"C-03",68560,2,NA,83.1,2,4,1,5,162,NA,NA,"2018",4.4200447018614,5.08759633523238,0.000193610537817348,"NS"
"5004",NA,-15569,201601,162,111,"G-21",68560,2,NA,83.3,2,4,1,5,158,NA,NA,"2016",4.4224485491728,5.06259503302697,9.04722069358333e-07,"NS"
"5014",NA,-11963,201401,162,99,"J-21",68560,2,NA,83.4,2,4,1,5,154,NA,NA,"2014",4.4236483093647,5.03695260241363,0.000118815666767819,"NS"
"5015",61,-11537,200601,88,49,"F-06",68560,2,NA,83.5,2,4,1,5,168,NA,NA,"2006",4.42484663185681,5.12396397940326,0.000537028345703393,"NS"
"5024",287,-6149,201001,162,30,"E-09",68560,2,NA,83.6,2,3,1,4,152,NA,NA,"2010",4.42604352009066,5.02388052084628,0.000363787743969196,"NS"
"5029",4520,-5216,200901,89,98,"M-19",68560,2,NA,83.7,2,4,1,6,158,NA,NA,"2009",4.42723897749543,5.06259503302697,2.18316294846507e-05,"NS"
"5033",NA,-17681,201801,162,75,"B-02",68560,2,NA,83.7,2,4,1,6,168,NA,NA,"2018",4.42723897749543,5.12396397940326,0.000416931984821727,"NS"
"5045",NA,-17851,201801,162,118,"GF2019",68560,2,NA,83.8,2,4,1,4,150,NA,NA,"2018",4.42843300748804,5.01063529409626,0.00074831790035837,"NS"
"5047",NA,-16811,201701,94,133,"GF2221",68560,2,NA,83.8,2,4,1,5,150,NA,NA,"2017",4.42843300748804,5.01063529409626,0.00074831790035837,"NS"
"5052",NA,-17845,201801,162,112,"E-21",68560,2,NA,83.9,2,4,1,6,154,NA,NA,"2018",4.42962561347316,5.03695260241363,0.000324327013272766,"NS"
"5054",NA,-16838,201701,94,108,"C-01",68560,2,NA,83.9,2,4,1,6,155,NA,NA,"2017",4.42962561347316,5.04342511691925,0.000235793308913315,"NS"
"5055",1527,NA,200001,88,NA,"",68560,2,NA,84,2,4,1,5,156,NA,NA,"2000",4.43081679884331,5.04985600724954,0.000200024735895219,"NS"
"5058",1534,1063382,200101,89,120,"GF2221",68560,2,NA,84,2,4,1,6,168,NA,NA,"2001",4.43081679884331,5.12396397940326,0.000265147107766395,"NS"
"5063",4488,-6386,201001,89,27,"C-08",68560,2,NA,84,2,4,1,6,170,NA,NA,"2010",4.43081679884331,5.13579843705026,0.000446992020928082,"NS"
"5069",NA,-16811,201701,94,133,"GF2221",68560,2,NA,84,2,4,1,5,160,NA,NA,"2017",4.43081679884331,5.07517381523383,1.40499998213251e-05,"NS"
"5072",31,-11514,200601,88,26,"D-09",68560,2,NA,84.2,2,4,1,4,168,NA,NA,"2006",4.43319492124828,5.12396397940326,0.000182798950426223,"NS"
"5073",3419,-4122,200801,89,37,"C-06",68560,2,NA,84.2,2,4,1,5,160,NA,NA,"2008",4.43319492124828,5.07517381523383,4.3224341699348e-05,"NS"
"5086",2316,-3479,200701,88,137,"L-22",68560,2,NA,84.4,2,4,1,4,158,NA,NA,"2007",4.43556740160191,5.06259503302697,0.000213541638338815,"NS"
"5100",NA,-11786,201401,162,64,"B-06",68560,2,NA,84.5,2,4,1,5,150,NA,NA,"2014",4.43675153436313,5.01063529409626,0.00141087198177407,"NS"
"5115",NA,-17681,201801,162,75,"B-02",68560,2,NA,84.6,2,4,1,6,170,NA,NA,"2018",4.43793426661218,5.13579843705026,0.000165830046980123,"NS"
"5129",NA,-12331,201401,94,212,"M-27",68560,2,NA,84.8,2,4,1,5,180,NA,NA,"2014",4.44029554279786,5.19295685089021,0.00114976910709239,"NS"
"5141",NA,-11994,201401,94,119,"E-21",68560,2,NA,84.9,2,4,1,5,160,NA,NA,"2014",4.4414740933173,5.07517381523383,0.000275243299912944,"NS"
"5144",NA,-17837,201801,162,123,"G-21",68560,2,NA,84.9,2,4,1,4,156,NA,NA,"2018",4.4414740933173,5.04985600724954,0.000737489997109497,"NS"
"5152",3420,-4122,200801,89,37,"C-06",68560,2,NA,85,2,4,1,5,156,NA,NA,"2008",4.44265125649032,5.04985600724954,0.000819681840602682,"NS"
"5157",NA,-17848,201801,162,115,"F-21",68560,2,NA,85,2,4,1,4,162,NA,NA,"2018",4.44265125649032,5.08759633523238,0.000165001196746205,"NS"
"5159",119,-11541,200601,88,53,"C-06",68560,2,NA,85.1,2,4,1,4,164,NA,NA,"2006",4.44382703557933,5.0998664278242,8.36613380899559e-05,"NS"
"5162",3376,-4112,200801,89,27,"C-08",68560,2,NA,85.1,2,3,1,6,178,NA,NA,"2008",4.44382703557933,5.18178355029209,0.000634592598004223,"NS"
"5187",NA,-17681,201801,162,75,"B-02",68560,2,NA,85.3,2,4,1,5,156,NA,NA,"2018",4.44617445449763,5.04985600724954,0.00109494239330317,"NS"
"5188",NA,-17682,201801,162,76,"A-02",68560,2,NA,85.3,2,4,1,5,164,NA,NA,"2018",4.44617445449763,5.0998664278242,0.000144709538848559,"NS"
"5191",4501,-6387,201001,89,28,"D-08",68560,2,NA,85.4,2,3,2,5,170,NA,NA,"2010",4.44734610079452,5.13579843705026,2.85092663175269e-06,"NS"
"5196",NA,-19420,201901,94,178,"M-28",68560,2,NA,85.4,2,4,1,5,184,NA,NA,"2019",4.44734610079452,5.21493575760899,0.0012316546993984,"NS"
"5198",3374,-4112,200801,89,27,"C-08",68560,2,NA,85.5,2,3,1,6,188,NA,NA,"2008",4.44851637594271,5.23644196282995,0.0018369185331288,"NS"
"5204",NA,-12128,201401,162,150,"M-25",68560,2,NA,85.5,2,4,1,5,200,NA,NA,"2014",4.44851637594271,5.29831736654804,0.00476697744053936,"NS"
"5205",NA,-11798,201401,94,60,"D-04",68560,2,NA,85.5,2,4,1,4,160,NA,NA,"2014",4.44851637594271,5.07517381523383,0.000644401937291756,"NS"
"5209",NA,-11776,201401,162,54,"G-06",68560,2,NA,85.6,2,4,1,5,194,NA,NA,"2014",4.4496852831477,5.26785815906333,0.0030107713198833,"NS"
"5225",106,-11539,200601,88,51,"D-06",68560,2,NA,85.8,2,4,1,5,172,NA,NA,"2006",4.45201900649392,5.14749447681345,9.36141058178471e-07,"NS"
"5231",NA,-12301,201401,162,192,"M-30",68560,2,NA,85.8,2,4,1,5,206,NA,NA,"2014",4.45201900649392,5.32787616878958,0.00606719168323779,"NS"
"5232",NA,-17848,201801,162,115,"F-21",68560,2,NA,85.8,2,4,1,5,176,NA,NA,"2018",4.45201900649392,5.17048399503815,0.000116025943107149,"NS"
"5241",NA,-11973,201401,162,109,"GF1918",68560,2,NA,85.9,2,4,1,4,200,NA,NA,"2014",4.45318382899021,5.29831736654804,0.00409997122543824,"NS"
"5254",NA,-17832,201801,162,122,"GF2120",68560,2,NA,86,2,4,1,4,178,NA,NA,"2018",4.45434729625351,5.18178355029209,0.00016400685507272,"NS"
"5256",NA,-17680,201801,162,74,"B-01",68560,2,NA,86,2,4,1,6,178,NA,NA,"2018",4.45434729625351,5.18178355029209,0.00016400685507272,"NS"
"5260",483,-6171,201001,162,52,"E-05",68560,2,NA,86.1,2,4,1,6,186,NA,NA,"2010",4.45550941143368,5.2257466737132,0.000918659368734212,"NS"
"5274",NA,-18036,201801,94,199,"L-29",68560,2,NA,86.2,2,4,1,5,182,NA,NA,"2018",4.45667017766965,5.2040066870768,0.000383504361016329,"NS"
"5296",3359,-4111,200801,89,26,"D-08",68560,2,NA,86.5,2,3,1,5,186,NA,NA,"2008",4.46014441393783,5.2257466737132,0.000618570039081874,"NS"
"5317",249,-7915,201101,89,78,"C-05",68560,2,NA,86.7,2,4,1,5,166,NA,NA,"2011",4.4624538837865,5.11198778835654,0.000765649579455066,"NS"
"5323",4992,-6445,201001,89,87,"G-01",68560,2,NA,86.8,2,4,1,6,176,NA,NA,"2010",4.4636066216663,5.17048399503815,1.24521594876141e-05,"NS"
"5335",NA,-16811,201701,94,133,"GF2221",68560,2,NA,86.9,2,4,1,5,180,NA,NA,"2017",4.46475803227135,5.19295685089021,2.40166679160102e-05,"NS"
"5336",1529,NA,200001,88,NA,"",68560,2,NA,87,2,4,1,5,157,NA,NA,"2000",4.46590811865458,5.05624580534831,0.00324316831831799,"NS"
"5337",1531,NA,200001,88,NA,"",68560,2,NA,87,2,4,1,5,162,NA,NA,"2000",4.46590811865458,5.08759633523238,0.00185732979222272,"NS"
"5343",408,-7592,201101,162,28,"E-10",68560,2,NA,87,2,4,1,4,156,NA,NA,"2011",4.46590811865458,5.04985600724954,0.00357270654716334,"NS"
"5369",NA,-17838,201801,162,124,"GF2221",68560,2,NA,87.3,2,4,1,5,180,NA,NA,"2018",4.46935046284556,5.19295685089021,8.5222544396722e-07,"NS"
"5380",NA,-15569,201601,162,111,"G-21",68560,2,NA,87.4,2,4,1,5,198,NA,NA,"2016",4.47049528266149,5.28826703069454,0.00162191452272492,"NS"
"5391",NA,-17838,201801,162,124,"GF2221",68560,2,NA,87.5,2,4,1,5,156,NA,NA,"2018",4.47163879336357,5.04985600724954,0.00464712366073647,"NS"
"5397",503,-7863,201101,162,99,"G-21",68560,2,NA,87.6,2,4,1,4,194,NA,NA,"2011",4.47278099794235,5.26785815906333,0.000805883222398394,"NS"
"5401",NA,-17812,201801,94,121,"I-19",68560,2,NA,87.6,2,4,1,4,164,NA,NA,"2018",4.47278099794235,5.0998664278242,0.00224103569820228,"NS"
"5409",NA,-17682,201801,162,76,"A-02",68560,2,NA,87.7,2,4,1,6,194,NA,NA,"2018",4.47392189937814,5.26785815906333,0.00072919585960709,"NS"
"5425",NA,-11979,201401,162,115,"GF2120",68560,2,NA,87.9,2,4,1,5,206,NA,NA,"2014",4.47619980469113,5.32787616878958,0.00265765376545156,"NS"
"5432",1545,1010771,200001,89,95,"G-18",68560,2,NA,88,2,4,1,5,188,NA,NA,"2000",4.47733681447821,5.23644196282995,7.12827082337203e-05,"NS"
"5436",3494,-4252,200801,89,93,"H-01",68560,2,NA,88,2,4,1,5,170,NA,NA,"2008",4.47733681447821,5.13579843705026,0.00141126841323516,"NS"
"5440",270,-7931,201101,89,94,"E-21",68560,2,NA,88,2,4,1,5,166,NA,NA,"2011",4.47733681447821,5.11198778835654,0.00234759885496642,"NS"
"5441",402,-7581,201101,162,17,"G-12",68560,2,NA,88,2,4,1,5,160,NA,NA,"2011",4.47733681447821,5.07517381523383,0.00426170609014818,"NS"
"5459",NA,-17682,201801,162,76,"A-02",68560,2,NA,88.2,2,4,1,6,196,NA,NA,"2018",4.47960696301275,5.27811465923052,0.000609544596734755,"NS"
"5464",246,-7915,201101,89,78,"C-05",68560,2,NA,88.3,2,4,1,5,167,NA,NA,"2011",4.48074010760991,5.11799381241676,0.00257292453202376,"NS"
"5467",NA,-11978,201401,162,114,"G-20",68560,2,NA,88.3,2,4,1,5,198,NA,NA,"2014",4.48074010760991,5.28826703069454,0.000782106959547791,"NS"
"5472",2317,-3479,200701,88,137,"L-22",68560,2,NA,88.4,2,4,1,5,176,NA,NA,"2007",4.4818719696436,5.17048399503815,0.000788037153993485,"NS"
"5481",NA,-15569,201601,162,111,"G-21",68560,2,NA,88.4,2,4,1,5,192,NA,NA,"2016",4.4818719696436,5.25749537202778,0.000150978708294696,"NS"
"5508",4613,-5233,200901,89,115,"F-21",68560,2,NA,88.8,2,4,1,5,188,NA,NA,"2009",4.48638664999812,5.23644196282995,1.25866893773527e-05,"NS"
"5519",NA,-12127,201401,162,149,"L-25",68560,2,NA,88.9,2,4,1,5,196,NA,NA,"2014",4.48751214251986,5.27811465923052,0.000213307186908527,"NS"
"5523",1541,1063350,200101,89,85,"C-01",68560,2,NA,89,2,4,1,5,182,NA,NA,"2001",4.48863636973214,5.2040066870768,0.000485282800851306,"NS"
"5524",1542,NA,200001,88,NA,"",68560,2,NA,89,2,4,1,5,184,NA,NA,"2000",4.48863636973214,5.21493575760899,0.000283730209922638,"NS"
"5525",1544,NA,200001,88,NA,"",68560,2,NA,89,2,4,1,5,188,NA,NA,"2000",4.48863636973214,5.23644196282995,4.41104526359352e-05,"NS"
"5530",32,-11514,200601,88,26,"D-09",68560,2,NA,89,2,4,1,4,184,NA,NA,"2006",4.48863636973214,5.21493575760899,0.000283730209922638,"NS"
"5539",NA,-16811,201701,94,133,"GF2221",68560,2,NA,89,2,4,1,5,185,NA,NA,"2017",4.48863636973214,5.22035582507832,0.000203717612735009,"NS"
"5544",NA,-17837,201801,162,123,"G-21",68560,2,NA,89.1,2,4,1,5,192,NA,NA,"2018",4.48975933447676,5.25749537202778,3.32162060699125e-06,"NS"
"5563",NA,-17845,201801,162,112,"E-21",68560,2,NA,89.3,2,4,1,6,206,NA,NA,"2018",4.49200148788245,5.32787616878958,0.00105767594565779,"NS"
"5571",NA,-17682,201801,162,76,"A-02",68560,2,NA,89.4,2,4,1,6,202,NA,NA,"2018",4.49312068217947,5.30826769740121,0.00046881198981667,"NS"
"5574",4627,-5234,200901,89,116,"IH2120",68560,2,NA,89.5,2,4,1,4,206,NA,NA,"2009",4.49423862528081,5.32787616878958,0.00088014346667109,"NS"
"5584",3417,-4122,200801,89,37,"C-06",68560,2,NA,89.7,2,4,1,5,202,NA,NA,"2008",4.49647076906475,5.30826769740121,0.000296377935094594,"NS"
"5590",NA,-11809,201401,162,71,"C-03",68560,2,NA,89.7,2,4,1,5,168,NA,NA,"2014",4.49647076906475,5.12396397940326,0.0052752332596756,"NS"
"5597",2157,-2921,200701,88,63,"D-06",68560,2,NA,89.9,2,4,1,5,184,NA,NA,"2007",4.49869794147757,5.21493575760899,0.00100186253936106,"NS"
"5599",4624,-5744,200901,89,187,"M-30",68560,2,NA,89.9,2,4,1,5,192,NA,NA,"2009",4.49869794147757,5.25749537202778,0.00011534432913176,"NS"
"5605",NA,-17680,201801,162,74,"B-01",68560,2,NA,89.9,2,4,1,6,204,NA,NA,"2018",4.49869794147757,5.31811999384422,0.000362866474801914,"NS"
"5607",1549,1063382,200101,89,120,"GF2221",68560,2,NA,90,2,4,1,4,200,NA,NA,"2001",4.49980967033027,5.29831736654804,6.05279529952622e-05,"NS"
"5635",593,-6177,201001,162,58,"E-03",68560,2,NA,90.3,2,3,1,6,210,NA,NA,"2010",4.50313746042294,5.34710753071747,0.000754056535739133,"NS"
"5636",1623,-6583,201001,162,140,"GF2221",68560,2,NA,90.3,2,4,1,5,192,NA,NA,"2010",4.50313746042294,5.25749537202778,0.00029867160721203,"NS"
"5640",33,-11514,200601,88,26,"D-09",68560,2,NA,90.4,2,4,1,4,198,NA,NA,"2006",4.50424426739813,5.28826703069454,1.23921180851131e-05,"NS"
"5645",4993,-6445,201001,89,87,"G-01",68560,2,NA,90.4,2,4,1,5,186,NA,NA,"2010",4.50424426739813,5.2257466737132,0.00121534494609936,"NS"
"5649",NA,-15569,201601,162,111,"G-21",68560,2,NA,90.4,2,4,1,6,210,NA,NA,"2016",4.50424426739813,5.34710753071747,0.000674783312142148,"NS"
"5661",396,-7580,201101,162,16,"F-12",68560,2,NA,90.6,2,4,1,5,196,NA,NA,"2011",4.50645421304893,5.27811465923052,0.000141339427731755,"NS"
"5671",505,-7863,201101,162,99,"G-21",68560,2,NA,90.7,2,4,1,5,206,NA,NA,"2011",4.50755735712109,5.32787616878958,0.000137002068119157,"NS"
"5680",2158,-2921,200701,88,63,"D-06",68560,2,NA,90.8,2,4,1,6,180,NA,NA,"2007",4.50865928560725,5.19295685089021,0.00343402971471839,"NS"
"5696",NA,-16811,201701,94,133,"GF2221",68560,2,NA,90.9,2,4,1,5,205,NA,NA,"2017",4.50976000118343,5.32300997913841,3.68844870664745e-05,"NS"
"5697",1546,NA,200001,88,NA,"",68560,2,NA,91,2,4,1,5,189,NA,NA,"2000",4.51085950651685,5.24174701505964,0.00138875525014545,"NS"
"5698",1550,1063382,200101,89,120,"GF2221",68560,2,NA,91,2,4,1,5,202,NA,NA,"2001",4.51085950651685,5.30826769740121,9.59265024786012e-06,"NS"
"5702",248,-7915,201101,89,78,"C-05",68560,2,NA,91,2,4,1,5,197,NA,NA,"2011",4.51085950651685,5.28320372873799,0.000255088185151252,"NS"
"5705",NA,-17012,201701,162,149,"N-28",68560,2,NA,91,2,4,1,5,216,NA,NA,"2017",4.51085950651685,5.37527840768417,0.000981149879456255,"NS"
"5707",3395,-4127,200801,89,42,"H-07",68560,2,NA,91.1,2,4,1,2,208,NA,NA,"2008",4.51195780426591,5.33753807970132,0.00010730753020043,"NS"
