"","ACCESS_ID","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log.width","log.weight","Cooks_D","SC"
"2929",NA,-8992,201201,89,150,"S-24",68580,1,NA,49.6,2,NA,NA,NA,46,NA,"","2012",3.90399083373088,3.8286413964891,4.66252340656724e-06,"NS"
"2935",NA,-9046,201201,162,202,"R-26",68580,1,NA,49.6,2,NA,NA,NA,46,NA,"","2012",3.90399083373088,3.8286413964891,4.66252340656724e-06,"NS"
"2936",NA,-10203,201301,89,159,"PO2524",68580,1,NA,49.6,2,NA,NA,NA,46,8,"","2013",3.90399083373088,3.8286413964891,4.66252340656724e-06,"NS"
"2939",NA,-9624,201202,162,37,"CH30-I04",68580,1,NA,49.6,2,NA,NA,NA,48,8,"","2012",3.90399083373088,3.87120101090789,9.81097834695294e-06,"NS"
"2940",NA,-9710,201202,162,84,"CH30-N05",68580,1,NA,49.6,2,NA,NA,NA,40,7.4,"","2012",3.90399083373088,3.68887945411394,0.000381663697941995,"NS"
"2948",NA,-16944,201701,162,130,"Q-25",68580,1,NA,49.6,2,NA,NA,NA,48,8.6,"","2017",3.90399083373088,3.87120101090789,9.81097834695294e-06,"NS"
"2949",NA,-17052,201701,94,209,"U-28",68580,1,NA,49.6,2,NA,NA,NA,50,7.6,"","2017",3.90399083373088,3.91202300542815,6.7367022908265e-05,"NS"
"2956",5423,-5668,200901,88,175,"U-29",68580,1,NA,49.7,2,NA,NA,NA,40,6.4,"","2009",3.90600493310258,3.68887945411394,0.000409944630897629,"NS"
"2961",2597,-6907,201001,162,218,"S-28",68580,1,NA,49.7,2,NA,NA,NA,48,8.6,"","2010",3.90600493310258,3.87120101090789,5.5542441928298e-06,"NS"
"2970",NA,-14724,201501,94,170,"U-27",68580,1,NA,49.7,2,NA,NA,NA,48,8.8,"","2015",3.90600493310258,3.87120101090789,5.5542441928298e-06,"NS"
"2977",NA,-19212,201901,94,134,"P-21",68580,1,NA,49.7,2,NA,NA,NA,48,NA,"","2019",3.90600493310258,3.87120101090789,5.5542441928298e-06,"NS"
"2985",488,-11659,200601,88,171,"V-22",68580,1,NA,49.8,2,NA,NA,NA,46,7.4,"","2006",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"2987",3203,-3774,200701,89,172,"S-24",68580,1,NA,49.8,2,NA,NA,NA,45.5,8.4,"","2007",3.90801498403061,3.8177123259569,2.52544020231599e-05,"NS"
"2990",3190,-6927,201001,162,238,"T-27",68580,1,NA,49.8,2,NA,NA,NA,46,8.6,"","2010",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"2991",3218,-6928,201001,162,239,"T-28",68580,1,NA,49.8,2,NA,NA,NA,46,8.4,"","2010",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"2992",2740,-6913,201001,162,224,"Q-27",68580,1,NA,49.8,2,NA,NA,NA,46,8.7,"","2010",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"2993",2827,-6917,201001,162,228,"R-23",68580,1,NA,49.8,2,NA,NA,NA,44,8,"","2010",3.90801498403061,3.78418963391826,8.4082190468818e-05,"NS"
"2999",NA,-8619,201201,162,152,"S-22",68580,1,NA,49.8,2,NA,NA,NA,46,NA,"","2012",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"3002",NA,-10233,201301,162,174,"R-29",68580,1,NA,49.8,2,NA,NA,NA,46,8.8,"","2013",3.90801498403061,3.8286413964891,1.35002188709463e-05,"NS"
"3003",NA,-10233,201301,162,174,"R-29",68580,1,NA,49.8,2,NA,NA,NA,44,8.1,"","2013",3.90801498403061,3.78418963391826,8.4082190468818e-05,"NS"
"3005",NA,-9613,201202,162,26,"CH30-E02",68580,1,NA,49.8,2,NA,NA,NA,44,8.1,"","2012",3.90801498403061,3.78418963391826,8.4082190468818e-05,"NS"
"3009",NA,-17004,201701,94,185,"S-25",68580,1,NA,49.8,2,NA,NA,NA,50,8,"","2017",3.90801498403061,3.91202300542815,4.40076428424573e-05,"NS"
"3014",3037,-3759,200701,89,157,"O-23",68580,1,NA,49.9,2,NA,NA,NA,48,NA,"","2007",3.91002100275747,3.87120101090789,6.78184836828319e-07,"NS"
"3028",NA,-9624,201202,162,37,"CH30-I04",68580,1,NA,49.9,2,NA,NA,NA,44,7.3,"","2012",3.91002100275747,3.78418963391826,9.80659099297e-05,"NS"
"3035",NA,-17004,201701,94,185,"S-25",68580,1,NA,49.9,2,NA,NA,NA,50,8.6,"","2017",3.91002100275747,3.91202300542815,3.42910786219566e-05,"NS"
"3040",764,1010832,200001,89,143,"T-26",68580,1,NA,50,2,NA,NA,NA,42,NA,"","2000",3.91202300542815,3.73766961828337,0.000267287506348658,"NS"
"3041",766,1010793,200001,89,117,"Q-22",68580,1,NA,50,2,NA,NA,NA,44,NA,"","2000",3.91202300542815,3.78418963391826,0.000113004641491904,"NS"
"3042",770,1010789,200001,89,113,"N-20",68580,1,NA,50,2,NA,NA,NA,46,NA,"","2000",3.91202300542815,3.8286413964891,2.66879957897068e-05,"NS"
"3046",1619,1063305,200101,89,133,"P-21",68580,1,NA,50,2,NA,NA,NA,42,NA,"","2001",3.91202300542815,3.73766961828337,0.000267287506348658,"NS"
"3048",1229,-11362,200601,134,110,"K-20",68580,1,NA,50,2,NA,NA,NA,49,8.1,"","2006",3.91202300542815,3.89182029811063,6.76181966086658e-06,"NS"
"3052",3210,-3774,200701,89,172,"S-24",68580,1,NA,50,2,NA,NA,NA,45.5,8.4,"","2007",3.91202300542815,3.8177123259569,4.23738552673321e-05,"NS"
"3057",2849,-6918,201001,162,229,"S-23",68580,1,NA,50,2,NA,NA,NA,46,8.2,"","2010",3.91202300542815,3.8286413964891,2.66879957897068e-05,"NS"
"3059",3460,-7165,201002,162,12,"X-24",68580,1,NA,50,2,NA,NA,NA,46,NA,"EBS Northern Extension","2010",3.91202300542815,3.8286413964891,2.66879957897068e-05,"NS"
"3064",NA,-10144,201301,89,118,"K-19",68580,1,NA,50,2,NA,NA,NA,46,8.2,"","2013",3.91202300542815,3.8286413964891,2.66879957897068e-05,"NS"
"3068",NA,-10202,201301,89,158,"O-25",68580,1,NA,50,2,NA,NA,NA,40,7,"","2013",3.91202300542815,3.68887945411394,0.000499368656835264,"NS"
"3071",1713,-8177,201101,162,176,"S-26",68580,1,NA,50,2,NA,NA,NA,46,8.2,"","2011",3.91202300542815,3.8286413964891,2.66879957897068e-05,"NS"
"3072",NA,-9614,201202,162,27,"CH30-E02",68580,1,NA,50,2,NA,NA,NA,44,8.4,"","2012",3.91202300542815,3.78418963391826,0.000113004641491904,"NS"
"3073",NA,-14579,201501,162,173,"R-22",68580,1,NA,50,2,NA,NA,NA,48,8.2,"","2015",3.91202300542815,3.87120101090789,4.31424488474106e-09,"NS"
"3086",3500,-7167,201002,162,14,"V-24",68580,1,NA,50.1,2,NA,NA,NA,46,NA,"EBS Northern Extension","2010",3.91402100809082,3.8286413964891,3.48498573674447e-05,"NS"
"3093",NA,-9046,201201,162,202,"R-26",68580,1,NA,50.1,2,NA,NA,NA,40,NA,"","2012",3.91402100809082,3.68887945411394,0.000530635303266679,"NS"
"3094",NA,-9044,201201,162,205,"T-26",68580,1,NA,50.1,2,NA,NA,NA,46,NA,"","2012",3.91402100809082,3.8286413964891,3.48498573674447e-05,"NS"
"3095",NA,-10205,201301,89,161,"PO2423",68580,1,NA,50.1,2,NA,NA,NA,46,8.2,"","2013",3.91402100809082,3.8286413964891,3.48498573674447e-05,"NS"
"3097",NA,-9610,201202,162,23,"CH30-D01",68580,1,NA,50.1,2,NA,NA,NA,46,7.3,"","2012",3.91402100809082,3.8286413964891,3.48498573674447e-05,"NS"
"3100",NA,-14539,201501,162,161,"O-24",68580,1,NA,50.1,2,NA,NA,NA,52,8.7,"","2015",3.91402100809082,3.95124371858143,8.32715972934732e-05,"NS"
"3105",NA,-19466,201901,94,202,"T-25",68580,1,NA,50.1,2,NA,NA,NA,52,9.8,"","2019",3.91402100809082,3.95124371858143,8.32715972934732e-05,"NS"
"3107",NA,-17058,201701,94,213,"U-26",68580,1,NA,50.1,2,NA,NA,NA,45,8.3,"","2017",3.91402100809082,3.80666248977032,7.39182293171093e-05,"NS"
"3108",NA,-16988,201701,162,139,"S-23",68580,1,NA,50.1,2,NA,NA,NA,56,7.9,"","2017",3.91402100809082,4.02535169073515,0.000331587703658124,"NS"
"3124",NA,-10224,201301,162,165,"S-26",68580,1,NA,50.2,2,NA,NA,NA,44,8.2,"","2013",3.91601502669768,3.78418963391826,0.000145654268515015,"NS"
"3125",NA,-8617,201201,162,150,"Q-22",68580,1,NA,50.2,2,NA,NA,NA,46,NA,"","2012",3.91601502669768,3.8286413964891,4.40243444324896e-05,"NS"
"3130",NA,-9614,201202,162,27,"CH30-E02",68580,1,NA,50.2,2,NA,NA,NA,44,7.7,"","2012",3.91601502669768,3.78418963391826,0.000145654268515015,"NS"
"3136",NA,-19398,201901,162,155,"Q-26",68580,1,NA,50.2,2,NA,NA,NA,52,6.9,"","2019",3.91601502669768,3.95124371858143,6.97466538375054e-05,"NS"
"3138",NA,-17005,201701,94,186,"T-25",68580,1,NA,50.2,2,NA,NA,NA,50,8.1,"","2017",3.91601502669768,3.91202300542815,1.26538634308001e-05,"NS"
"3139",NA,-16992,201701,162,143,"S-26",68580,1,NA,50.2,2,NA,NA,NA,50,NA,"","2017",3.91601502669768,3.91202300542815,1.26538634308001e-05,"NS"
"3141",3006,-3756,200701,89,154,"P-21",68580,1,NA,50.3,2,NA,NA,NA,45,7.9,"","2007",3.91800507710569,3.80666248977032,0.000100808470185183,"NS"
"3142",3156,-3770,200701,89,168,"Q-23",68580,1,NA,50.3,2,NA,NA,NA,48,8.6,"","2007",3.91800507710569,3.87120101090789,4.72374000445346e-06,"NS"
"3145",3071,-6922,201001,162,233,"S-25",68580,1,NA,50.3,2,NA,NA,NA,50,8.5,"","2010",3.91800507710569,3.91202300542815,7.85446528355351e-06,"NS"
"3150",3355,-7156,201002,162,3,"W-26",68580,1,NA,50.3,2,NA,NA,NA,48,8.8,"EBS Northern Extension","2010",3.91800507710569,3.87120101090789,4.72374000445346e-06,"NS"
"3151",3383,-7158,201002,162,5,"X-25",68580,1,NA,50.3,2,NA,NA,NA,48,8.4,"EBS Northern Extension","2010",3.91800507710569,3.87120101090789,4.72374000445346e-06,"NS"
"3153",787,-7972,201101,89,135,"Q-22",68580,1,NA,50.3,2,NA,NA,NA,50,8.4,"","2011",3.91800507710569,3.91202300542815,7.85446528355351e-06,"NS"
"3159",NA,-9708,201202,162,82,"CH30-M06",68580,1,NA,50.3,2,NA,NA,NA,46,7.9,"","2012",3.91800507710569,3.8286413964891,5.41875962709383e-05,"NS"
"3160",NA,-9714,201202,162,88,"CH30-O02",68580,1,NA,50.3,2,NA,NA,NA,44,7.8,"","2012",3.91800507710569,3.78418963391826,0.000163320009954418,"NS"
"3161",NA,-9673,201202,162,112,"CH30-M01",68580,1,NA,50.3,2,NA,NA,NA,42,8.6,"","2012",3.91800507710569,3.73766961828337,0.000340411016850676,"NS"
"3166",NA,-16998,201701,94,179,"P-23",68580,1,NA,50.3,2,NA,NA,NA,45,7.3,"","2017",3.91800507710569,3.80666248977032,0.000100808470185183,"NS"
"3167",NA,-17002,201701,94,183,"R-22",68580,1,NA,50.3,2,NA,NA,NA,40,NA,"","2017",3.91800507710569,3.68887945411394,0.000595238480027807,"NS"
"3170",NA,-16974,201701,94,169,"O-23",68580,1,NA,50.3,2,NA,NA,NA,55,8.3,"","2017",3.91800507710569,4.00733318523247,0.0002079485089033,"NS"
"3173",599,-11673,200601,88,185,"P-26",68580,1,NA,50.4,2,NA,NA,NA,52,9.7,"","2006",3.91999117507732,3.95124371858143,4.65275195582277e-05,"NS"
"3176",3100,-6923,201001,162,234,"S-26",68580,1,NA,50.4,2,NA,NA,NA,50,8.5,"","2010",3.91999117507732,3.91202300542815,4.21737410292987e-06,"NS"
"3178",3359,-7156,201002,162,3,"W-26",68580,1,NA,50.4,2,NA,NA,NA,46,8.5,"EBS Northern Extension","2010",3.91999117507732,3.8286413964891,6.53162677839233e-05,"NS"
"3179",3501,-7167,201002,162,14,"V-24",68580,1,NA,50.4,2,NA,NA,NA,44,NA,"EBS Northern Extension","2010",3.91999117507732,3.78418963391826,0.000181850439430805,"NS"
"3182",NA,-10222,201301,162,163,"Q-26",68580,1,NA,50.4,2,NA,NA,NA,45,8,"","2013",3.91999117507732,3.80666248977032,0.000115637754407192,"NS"
"3198",5285,-5361,200901,88,99,"Q-20",68580,1,NA,50.5,2,NA,NA,NA,50,8.3,"","2009",3.92197333628131,3.91202300542815,1.7168821293533e-06,"NS"
"3201",423,-6158,201001,162,39,"H-07",68580,1,NA,50.5,2,NA,NA,NA,48,6.6,"","2010",3.92197333628131,3.87120101090789,1.32353685338297e-05,"NS"
"3202",3176,-6926,201001,162,237,"T-26",68580,1,NA,50.5,2,NA,NA,NA,48,7.7,"","2010",3.92197333628131,3.87120101090789,1.32353685338297e-05,"NS"
"3203",3459,-7165,201002,162,12,"X-24",68580,1,NA,50.5,2,NA,NA,NA,44,NA,"EBS Northern Extension","2010",3.92197333628131,3.78418963391826,0.000201224226281693,"NS"
"3219",NA,-19425,201901,94,183,"N-30",68580,1,NA,50.5,2,NA,NA,NA,48,7.6,"","2019",3.92197333628131,3.87120101090789,1.32353685338297e-05,"NS"
"3224",1151,-11350,200601,134,98,"U-21",68580,1,NA,50.6,2,NA,NA,NA,47,8.4,"","2006",3.92395157629342,3.85014760171006,4.77076865383622e-05,"NS"
"3225",1269,-11370,200601,134,118,"JI2120",68580,1,NA,50.6,2,NA,NA,NA,52,9.9,"","2006",3.92395157629342,3.95124371858143,2.82346118305401e-05,"NS"
"3227",528,-11666,200601,88,178,"U-26",68580,1,NA,50.6,2,NA,NA,NA,48,7.9,"","2006",3.92395157629342,3.87120101090789,1.9027890390425e-05,"NS"
"3228",479,-11658,200601,88,170,"V-23",68580,1,NA,50.6,2,NA,NA,NA,46,8.7,"","2006",3.92395157629342,3.8286413964891,9.03790196626547e-05,"NS"
"3229",1494,-11429,200601,134,177,"T-25",68580,1,NA,50.6,2,NA,NA,NA,40,7.9,"","2006",3.92395157629342,3.68887945411394,0.000697038695303797,"NS"
"3230",1495,-11429,200601,134,177,"T-25",68580,1,NA,50.6,2,NA,NA,NA,48,10,"","2006",3.92395157629342,3.87120101090789,1.9027890390425e-05,"NS"
"3231",2997,-3755,200701,89,153,"O-21",68580,1,NA,50.6,2,NA,NA,NA,44,8,"","2007",3.92395157629342,3.78418963391826,0.000221420524391773,"NS"
"3236",5357,-5409,200901,88,147,"P-24",68580,1,NA,50.6,2,NA,NA,NA,44,8,"","2009",3.92395157629342,3.78418963391826,0.000221420524391773,"NS"
"3237",2172,-6889,201001,162,200,"Q-26",68580,1,NA,50.6,2,NA,NA,NA,50,9.1,"","2010",3.92395157629342,3.91202300542815,3.27810169946465e-07,"NS"
"3240",3527,-7169,201002,162,16,"T-24",68580,1,NA,50.6,2,NA,NA,NA,56,11,"EBS Northern Extension","2010",3.92395157629342,4.02535169073515,0.000203688401992918,"NS"
"3246",NA,-9226,201201,162,210,"U-26",68580,1,NA,50.6,2,NA,NA,NA,46,NA,"","2012",3.92395157629342,3.8286413964891,9.03790196626547e-05,"NS"
"3250",NA,-9613,201202,162,26,"CH30-E02",68580,1,NA,50.6,2,NA,NA,NA,46,8.5,"","2012",3.92395157629342,3.8286413964891,9.03790196626547e-05,"NS"
"3251",NA,-9623,201202,162,36,"CH30-I04",68580,1,NA,50.6,2,NA,NA,NA,46,8.2,"","2012",3.92395157629342,3.8286413964891,9.03790196626547e-05,"NS"
"3262",5346,-5406,200901,88,144,"S-25",68580,1,NA,50.7,2,NA,NA,NA,46,8,"","2009",3.92592591059714,3.8286413964891,0.000104268916555608,"NS"
"3266",3055,-6921,201001,162,232,"R-25",68580,1,NA,50.7,2,NA,NA,NA,48,8.3,"","2010",3.92592591059714,3.87120101090789,2.58136825001633e-05,"NS"
"3267",3191,-6927,201001,162,238,"T-27",68580,1,NA,50.7,2,NA,NA,NA,54,8.7,"","2010",3.92592591059714,3.98898404656427,8.31352583583912e-05,"NS"
"3269",3516,-7168,201002,162,15,"U-24",68580,1,NA,50.7,2,NA,NA,NA,48,9.1,"EBS Northern Extension","2010",3.92592591059714,3.87120101090789,2.58136825001633e-05,"NS"
"3270",720,-7959,201101,89,122,"K-21",68580,1,NA,50.7,2,NA,NA,NA,56,10.3,"","2011",3.92592591059714,4.02535169073515,0.000182301829694517,"NS"
"3272",NA,-8993,201201,89,151,"S-25",68580,1,NA,50.7,2,NA,NA,NA,48,NA,"","2012",3.92592591059714,3.87120101090789,2.58136825001633e-05,"NS"
"3273",NA,-8996,201201,89,154,"QP2625",68580,1,NA,50.7,2,NA,NA,NA,48,NA,"","2012",3.92592591059714,3.87120101090789,2.58136825001633e-05,"NS"
"3277",NA,-14713,201501,94,161,"QP2726",68580,1,NA,50.7,2,NA,NA,NA,52,8,"","2015",3.92592591059714,3.95124371858143,2.08694851765347e-05,"NS"
"3281",NA,-9722,201202,162,96,"CH30-M04",68580,1,NA,50.7,2,NA,NA,NA,40,8.2,"","2012",3.92592591059714,3.68887945411394,0.000732206282105335,"NS"
"3282",NA,-19441,201901,162,163,"QP2524",68580,1,NA,50.7,2,NA,NA,NA,56,10,"","2019",3.92592591059714,4.02535169073515,0.000182301829694517,"NS"
"3284",NA,-19302,201901,94,159,"PO2423",68580,1,NA,50.7,2,NA,NA,NA,52,8.6,"","2019",3.92592591059714,3.95124371858143,2.08694851765347e-05,"NS"
"3292",3193,-6927,201001,162,238,"T-27",68580,1,NA,50.8,2,NA,NA,NA,52,9.5,"","2010",3.92789635458444,3.95124371858143,1.46577675181029e-05,"NS"
"3294",3350,-7156,201002,162,3,"W-26",68580,1,NA,50.8,2,NA,NA,NA,50,8.6,"EBS Northern Extension","2010",3.92789635458444,3.91202300542815,7.85804088109229e-07,"NS"
"3303",1721,-8178,201101,162,177,"R-27",68580,1,NA,50.8,2,NA,NA,NA,48,8.8,"","2011",3.92789635458444,3.87120101090789,3.35699690833162e-05,"NS"
"3306",NA,-9601,201202,162,14,"CH30-C04",68580,1,NA,50.8,2,NA,NA,NA,48,8.4,"","2012",3.92789635458444,3.87120101090789,3.35699690833162e-05,"NS"
"3313",NA,-17002,201701,94,183,"R-22",68580,1,NA,50.8,2,NA,NA,NA,50,9.6,"","2017",3.92789635458444,3.91202300542815,7.85804088109229e-07,"NS"
"3318",1112,-11341,200601,134,89,"M-19",68580,1,NA,50.9,2,NA,NA,NA,48,9.1,"","2006",3.92986292355648,3.87120101090789,4.22744653895273e-05,"NS"
"3320",692,-7953,201101,89,116,"Q-21",68580,1,NA,50.9,2,NA,NA,NA,51,8.3,"","2011",3.92986292355648,3.93182563272433,5.87178784694488e-07,"NS"
"3331",1723,-8179,201101,162,178,"S-27",68580,1,NA,50.9,2,NA,NA,NA,52,8.8,"","2011",3.92986292355648,3.95124371858143,9.57450148149546e-06,"NS"
"3334",NA,-19427,201901,94,185,"O-29",68580,1,NA,50.9,2,NA,NA,NA,52,7.9,"","2019",3.92986292355648,3.95124371858143,9.57450148149546e-06,"NS"
"3335",NA,-19467,201901,94,203,"U-25",68580,1,NA,50.9,2,NA,NA,NA,48,8.8,"","2019",3.92986292355648,3.87120101090789,4.22744653895273e-05,"NS"
"3337",NA,-17001,201701,94,182,"Q-22",68580,1,NA,50.9,2,NA,NA,NA,50,8.2,"","2017",3.92986292355648,3.91202300542815,2.58508243737787e-06,"NS"
"3338",772,1063362,200101,89,99,"Q-19",68580,1,NA,51,2,NA,NA,NA,48,NA,"","2001",3.93182563272433,3.87120101090789,5.19053701407398e-05,"NS"
"3339",774,1063368,200101,89,105,"K-19",68580,1,NA,51,2,NA,NA,NA,50,NA,"","2001",3.93182563272433,3.91202300542815,5.40019021681028e-06,"NS"
"3340",775,1063305,200101,89,133,"P-21",68580,1,NA,51,2,NA,NA,NA,50,NA,"","2001",3.93182563272433,3.91202300542815,5.40019021681028e-06,"NS"
"3341",776,1010832,200001,89,143,"T-26",68580,1,NA,51,2,NA,NA,NA,50,NA,"","2000",3.93182563272433,3.91202300542815,5.40019021681028e-06,"NS"
"3346",3206,-3774,200701,89,172,"S-24",68580,1,NA,51,2,NA,NA,NA,51.5,9,"","2007",3.93182563272433,3.94158180766969,1.46468295482361e-06,"NS"
"3348",3321,-7155,201002,162,2,"W-25",68580,1,NA,51,2,NA,NA,NA,50,9.1,"EBS Northern Extension","2010",3.93182563272433,3.91202300542815,5.40019021681028e-06,"NS"
"3353",1690,-8172,201101,162,171,"R-24",68580,1,NA,51,2,NA,NA,NA,48,8.1,"","2011",3.93182563272433,3.87120101090789,5.19053701407398e-05,"NS"
"3358",821,-7979,201101,89,142,"P-26",68580,1,NA,51,2,NA,NA,NA,52,7.9,"","2011",3.93182563272433,3.95124371858143,5.59523983996384e-06,"NS"
"3359",NA,-14726,201501,94,172,"S-27",68580,1,NA,51,2,NA,NA,NA,48,8.4,"","2015",3.93182563272433,3.87120101090789,5.19053701407398e-05,"NS"
"3360",NA,-9589,201202,162,2,"CH30-A01",68580,1,NA,51,2,NA,NA,NA,44,7.4,"","2012",3.93182563272433,3.78418963391826,0.000310030444560871,"NS"
"3368",NA,-19403,201901,94,166,"R-22",68580,1,NA,51,2,NA,NA,NA,48,8.2,"","2019",3.93182563272433,3.87120101090789,5.19053701407398e-05,"NS"
"3381",3200,-3774,200701,89,172,"S-24",68580,1,NA,51.1,2,NA,NA,NA,47,8.5,"","2007",3.93378449720966,3.85014760171006,0.000108416029296021,"NS"
"3401",225,-11582,200601,88,94,"S-20",68580,1,NA,51.2,2,NA,NA,NA,46,7,"","2006",3.93573953204546,3.8286413964891,0.000186463268196091,"NS"
"3402",248,-11586,200601,88,98,"T-22",68580,1,NA,51.2,2,NA,NA,NA,46,7.1,"","2006",3.93573953204546,3.8286413964891,0.000186463268196091,"NS"
"3404",2176,-6889,201001,162,200,"Q-26",68580,1,NA,51.2,2,NA,NA,NA,50,8.8,"","2010",3.93573953204546,3.91202300542815,1.39877563494888e-05,"NS"
"3406",3425,-7162,201002,162,9,"ZZ-23",68580,1,NA,51.2,2,NA,NA,NA,48,7.1,"EBS Northern Extension","2010",3.93573953204546,3.87120101090789,7.38615726844646e-05,"NS"
"3407",3444,-7164,201002,162,11,"X-23",68580,1,NA,51.2,2,NA,NA,NA,54,9.6,"EBS Northern Extension","2010",3.93573953204546,3.98898404656427,2.92856996678186e-05,"NS"
"3413",NA,-9015,201201,89,173,"J-25",68580,1,NA,51.2,2,NA,NA,NA,54,NA,"","2012",3.93573953204546,3.98898404656427,2.92856996678186e-05,"NS"
"3415",NA,-10255,201301,89,172,"V-27",68580,1,NA,51.2,2,NA,NA,NA,52,7.9,"","2013",3.93573953204546,3.95124371858143,8.53445311171118e-07,"NS"
"3426",NA,-19412,201901,94,171,"S-24",68580,1,NA,51.2,2,NA,NA,NA,56,11,"","2019",3.93573953204546,4.02535169073515,9.47936307689867e-05,"NS"
"3428",NA,-17000,201701,94,181,"Q-21",68580,1,NA,51.2,2,NA,NA,NA,55,8.6,"","2017",3.93573953204546,4.00733318523247,5.76623425877656e-05,"NS"
"3436",3125,-6924,201001,162,235,"S-27",68580,1,NA,51.3,2,NA,NA,NA,52,9,"","2010",3.93769075217672,3.95124371858143,4.44997215083826e-08,"NS"
"3437",2601,-6907,201001,162,218,"S-28",68580,1,NA,51.3,2,NA,NA,NA,52,9.4,"","2010",3.93769075217672,3.95124371858143,4.44997215083826e-08,"NS"
"3438",2736,-6913,201001,162,224,"Q-27",68580,1,NA,51.3,2,NA,NA,NA,52,9.2,"","2010",3.93769075217672,3.95124371858143,4.44997215083826e-08,"NS"
"3439",3478,-7166,201002,162,13,"W-24",68580,1,NA,51.3,2,NA,NA,NA,50,8.5,"EBS Northern Extension","2010",3.93769075217672,3.91202300542815,1.97163434059225e-05,"NS"
"3447",NA,-10225,201301,162,166,"T-26",68580,1,NA,51.3,2,NA,NA,NA,52,8.6,"","2013",3.93769075217672,3.95124371858143,4.44997215083826e-08,"NS"
"3451",NA,-9589,201202,162,2,"CH30-A01",68580,1,NA,51.3,2,NA,NA,NA,52,10.5,"","2012",3.93769075217672,3.95124371858143,4.44997215083826e-08,"NS"
"3459",NA,-17007,201701,94,188,"T-27",68580,1,NA,51.3,2,NA,NA,NA,50,9.1,"","2017",3.93769075217672,3.91202300542815,1.97163434059225e-05,"NS"
"3461",NA,-16995,201701,94,176,"O-24",68580,1,NA,51.3,2,NA,NA,NA,48,8.8,"","2017",3.93769075217672,3.87120101090789,8.61456188602468e-05,"NS"
"3477",NA,-8619,201201,162,152,"S-22",68580,1,NA,51.4,2,NA,NA,NA,48,NA,"","2012",3.93963817246112,3.87120101090789,9.92735559182766e-05,"NS"
"3485",NA,-14726,201501,94,172,"S-27",68580,1,NA,51.4,2,NA,NA,NA,48,8.3,"","2015",3.93963817246112,3.87120101090789,9.92735559182766e-05,"NS"
"3503",4113,-4412,200801,88,177,"U-27",68580,1,NA,51.5,2,NA,NA,NA,48,NA,"","2008",3.94158180766969,3.87120101090789,0.000113225890528463,"NS"
"3505",3154,-6925,201001,162,236,"R-27",68580,1,NA,51.5,2,NA,NA,NA,48,8.1,"","2010",3.94158180766969,3.87120101090789,0.000113225890528463,"NS"
"3507",3423,-7162,201002,162,9,"ZZ-23",68580,1,NA,51.5,2,NA,NA,NA,45,7.5,"EBS Northern Extension","2010",3.94158180766969,3.80666248977032,0.000333190500239331,"NS"
"3508",706,-7953,201101,89,116,"Q-21",68580,1,NA,51.5,2,NA,NA,NA,53,9,"","2011",3.94158180766969,3.97029191355212,1.0975811573919e-06,"NS"
"3516",NA,-19267,201901,162,91,"P-18",68580,1,NA,51.5,2,NA,NA,NA,48,8.9,"","2019",3.94158180766969,3.87120101090789,0.000113225890528463,"NS"
"3520",NA,-19303,201901,94,160,"O-23",68580,1,NA,51.5,2,NA,NA,NA,48,7.4,"","2019",3.94158180766969,3.87120101090789,0.000113225890528463,"NS"
"3533",2598,-6907,201001,162,218,"S-28",68580,1,NA,51.6,2,NA,NA,NA,52,8.6,"","2010",3.94352167248752,3.95124371858143,3.59707252053881e-06,"NS"
"3538",NA,-10226,201301,162,167,"U-26",68580,1,NA,51.6,2,NA,NA,NA,50,9.1,"","2013",3.94352167248752,3.91202300542815,4.23879080158151e-05,"NS"
"3544",NA,-10247,201301,89,164,"Q-25",68580,1,NA,51.6,2,NA,NA,NA,50,7.9,"","2013",3.94352167248752,3.91202300542815,4.23879080158151e-05,"NS"
"3545",NA,-9623,201202,162,36,"CH30-I04",68580,1,NA,51.6,2,NA,NA,NA,50,8.4,"","2012",3.94352167248752,3.91202300542815,4.23879080158151e-05,"NS"
"3546",NA,-9613,201202,162,26,"CH30-E02",68580,1,NA,51.6,2,NA,NA,NA,54,10.6,"","2012",3.94352167248752,3.98898404656427,6.46814179578728e-06,"NS"
"3552",NA,-19239,201901,162,133,"K-23",68580,1,NA,51.6,2,NA,NA,NA,65,10.5,"","2019",3.94352167248752,4.17438726989564,0.000593140087006046,"NS"
"3556",NA,-17002,201701,94,183,"R-22",68580,1,NA,51.6,2,NA,NA,NA,65,NA,"","2017",3.94352167248752,4.17438726989564,0.000593140087006046,"NS"
"3567",3274,-6932,201001,162,242,"U-27",68580,1,NA,51.7,2,NA,NA,NA,52,8.6,"","2010",3.94545778151438,3.95124371858143,6.7025773901744e-06,"NS"
