ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
,-17587,201801,162,32,E-07,68560,2,,30.5,2,0,0,0,8,,
,-17636,201801,94,73,D-05,68560,2,,30.5,2,0,0,0,8,,
,-17719,201801,162,60,G-03,68560,1,,30.5,2,,,,10,3.7,
,-16953,201701,162,118,K-26,68560,1,,30.5,2,,,,10,,
2187,-3414,200701,88,72,D-04,68560,1,,30.6,2,,,,8,3.2,
4875,-6423,201001,89,64,F-04,68560,1,,30.6,2,,,,10,3.9,
,-12127,201401,162,149,L-25,68560,2,,30.6,2,0,0,0,8,,
,-17659,201801,94,87,F-02,68560,2,,30.6,2,0,0,0,8,,
,-17636,201801,94,73,D-05,68560,1,,30.6,2,,,,10,4.1,
,-17986,201801,94,169,L-26,68560,2,,30.6,2,0,0,0,8,,
3648,-4380,200801,89,213,L-28,68560,2,,30.7,2,0,0,0,10,,
5020,-5745,200901,89,188,O-29,68560,2,,30.7,2,0,0,0,8,,
,-8623,201201,162,145,M-21,68560,1,,30.7,2,,,,10,3.1,
,-12122,201401,162,144,G-25,68560,1,,30.7,2,,,,12,4.3,
,-12300,201401,162,191,L-30,68560,1,,30.7,2,,,,10,3.9,
,,201801,94,84,,68560,1,,30.7,2,,,,10,3.9,
,-17649,201801,94,62,J-04,68560,1,,30.7,2,,,,8,3.7,
,-17701,201801,162,69,C-18,68560,2,,30.7,2,0,0,0,10,,
,-16952,201701,162,117,J-26,68560,1,,30.7,2,,,,8,3.9,
,-8925,201201,89,83,A-04,68560,1,,30.8,2,,,,8,3.7,
,-17586,201801,162,31,D-07,68560,2,,30.8,1,0,0,0,8,,
,-17585,201801,162,30,C-07,68560,1,,30.8,2,,,,10,3.6,
,-17893,201801,162,131,G-24,68560,1,,30.8,2,,,,10,2.8,
,-17633,201801,94,70,E-05,68560,1,,30.8,2,,,,8,3.8,
,-17635,201801,94,72,D-06,68560,2,,30.8,2,0,0,0,8,,
,-17635,201801,94,72,D-06,68560,2,,30.8,2,0,0,0,8,,
,-16955,201701,162,120,L-27,68560,2,,30.8,2,0,0,0,8,,
,-16839,201701,94,109,B-01,68560,2,,30.8,2,0,0,0,10,,
917,1010924,200001,88,34,A-05,68560,1,,31,2,,,,8,,
449,-6169,201001,162,50,G-05,68560,1,,31,2,,,,10,,
,-8920,201201,162,176,J-23,68560,1,,31,2,,,,10,3.8,
,-17897,201801,162,149,M-25,68560,1,,31,2,,,,10,4,
,-17857,201801,94,133,JI2221,68560,2,,31,2,0,0,0,8,,
,,201801,94,84,,68560,2,,31,2,0,0,0,8,,
367,-11622,200601,88,134,ON2524,68560,1,,31.1,0,,,,12,3.9,
4647,-6414,201001,89,55,A-05,68560,2,,31.1,2,0,0,0,6,,
,-11972,201401,162,108,F-01,68560,2,,31.1,2,0,0,0,10,,
3377,-4119,200801,89,34,A-05,68560,2,,31.2,2,0,0,0,8,,
,-12121,201401,162,143,F-25,68560,2,,31.2,2,0,0,0,8,,
,-17635,201801,94,72,D-06,68560,1,,31.2,2,,,,10,3.7,
1792,-6598,201001,162,155,K-21,68560,2,,31.3,2,0,0,0,10,,
,-8561,201201,162,90,E-01,68560,1,,31.3,2,,,,10,3.8,
,-18021,201801,162,162,K-27,68560,2,,31.3,2,0,0,0,8,,
,-17891,201801,162,128,F-23,68560,2,,31.3,2,0,0,0,8,,
,-17844,201801,162,111,E-20,68560,2,,31.3,2,0,0,0,8,,
,-17824,201801,162,99,K-18,68560,2,,31.3,2,0,0,0,10,,
,-19245,201901,162,69,A-02,68560,2,,31.3,2,0,0,0,10,,
3620,-4365,200801,89,198,O-29,68560,2,,31.4,2,0,0,0,8,,
,-17824,201801,162,99,K-18,68560,1,,31.4,2,,,,12,4.4,
,-17824,201801,162,99,K-18,68560,2,,31.4,2,0,0,0,10,,
,-17705,201801,162,73,B-03,68560,2,,31.4,2,0,0,0,10,,
,-17865,201801,94,141,K-22,68560,1,,31.4,2,,,,8,4,
31,-7934,201101,89,97,F-22,68560,1,,31.5,2,,,,10,,
,-8981,201201,89,139,K-22,68560,1,,31.5,2,,,,8,4,
,-11781,201401,162,59,E-05,68560,2,,31.5,2,0,0,0,8,,
,-15482,201601,162,103,I-19,68560,1,,31.5,2,,,,8,3.7,
,-17631,201801,94,68,F-06,68560,1,,31.5,2,,,,10,,
1371,-6566,201001,162,123,L-28,68560,1,,31.6,2,,,,10,3.9,
464,-7847,201101,162,83,A-04,68560,2,,31.6,2,0,0,0,10,,
,-11781,201401,162,59,E-05,68560,2,,31.6,2,0,0,0,10,,
,-17659,201801,94,87,F-02,68560,2,,31.6,2,0,0,0,10,,
,-17997,201801,162,152,G-26,68560,1,,31.6,2,,,,10,,
,-17978,201801,94,158,M-24,68560,1,,31.6,2,,,,10,,
,-17553,201801,162,12,F-12,68560,1,,31.7,2,,,,8,3.5,
,-17975,201801,94,163,H-25,68560,1,,31.7,2,,,,8,3.8,
,-16956,201701,162,121,L-26,68560,2,,31.7,2,0,0,0,12,,
4963,-5224,200901,89,106,HG1918,68560,2,,31.8,2,0,0,0,8,,
649,-6180,201001,162,61,H-03,68560,2,,31.8,2,0,0,0,18,,
1213,-6557,201001,162,113,H-24,68560,2,,31.8,2,0,0,0,10,,
1372,-6566,201001,162,123,L-28,68560,1,,31.8,2,,,,10,3.7,
384,-7577,201101,162,13,F-13,68560,2,,31.8,2,0,0,0,12,,
,-12121,201401,162,143,F-25,68560,1,,31.8,2,,,,18,3.6,
,-12006,201401,162,131,M-23,68560,1,,31.8,2,,,,8,3.7,
,-17592,201801,162,28,C-09,68560,1,,31.8,2,,,,8,3.8,
,-17649,201801,94,62,J-04,68560,2,,31.8,2,0,0,0,8,,
,-17893,201801,162,131,G-24,68560,1,,31.8,2,,,,8,3.1,
,-16956,201701,162,121,L-26,68560,2,,31.8,2,0,0,0,10,,
,-17701,201801,162,69,C-18,68560,1,,31.8,2,,,,10,3.3,
,-17010,201701,162,147,P-28,68560,1,,31.8,2,,,,10,,
3645,-4379,200801,89,212,L-29,68560,2,,31.9,2,0,0,0,10,,
2224,-3450,200701,88,108,E-18,68560,2,,31.9,2,0,0,0,10,,
450,-6169,201001,162,50,G-05,68560,2,,31.9,2,0,0,0,14,,
1221,-6558,201001,162,114,H-25,68560,2,,31.9,2,0,0,0,8,,
1012,-6547,201001,162,101,C-18,68560,1,,31.9,2,,,,10,3.6,
463,-7847,201101,162,83,A-04,68560,2,,31.9,2,0,0,0,10,,
64,-7959,201101,89,122,K-21,68560,1,,31.9,2,,,,10,3.7,
,-8925,201201,89,83,A-04,68560,1,,31.9,2,,,,8,3.6,
,-17827,201801,162,102,I-18,68560,1,,31.9,2,,,,10,3.8,
,-17585,201801,162,30,C-07,68560,1,,31.9,2,,,,10,3.7,
1292,1010845,200001,89,157,M-32,68560,2,,32,2,0,0,0,8,,
1293,1011053,200001,88,163,Q-30,68560,2,,32,2,0,0,0,10,,
1110,-6551,201001,162,106,F-25,68560,1,,32,2,,,,10,3.9,
,-12298,201401,162,189,M-31,68560,2,,32,2,0,0,0,12,,
,-12300,201401,162,191,L-30,68560,2,,32,2,0,0,0,10,,
,-17897,201801,162,149,M-25,68560,2,,32,2,0,0,0,10,,
,,201801,94,84,,68560,2,,32,2,0,0,0,10,,
,-17718,201801,162,59,F-04,68560,2,,32,2,0,0,0,12,,
,-17897,201801,162,149,M-25,68560,1,,32,2,,,,8,3.6,
,,201801,94,84,,68560,1,,32,2,,,,10,3.8,
,-17721,201801,162,62,E-03,68560,1,,32,2,,,,12,4,
,-16542,201701,94,77,B-05,68560,1,,32,2,,,,10,4,
3508,-4313,200801,89,146,F-22,68560,2,,32.1,2,0,0,0,10,,
1366,-6566,201001,162,123,L-28,68560,1,,32.1,2,,,,10,4.2,
,-18021,201801,162,162,K-27,68560,2,,32.1,2,0,0,0,10,,
,-17649,201801,94,62,J-04,68560,1,,32.1,2,,,,10,3.7,
,-17604,201801,94,32,E-10,68560,1,,32.1,2,,,,10,3.6,
,-19245,201901,162,69,A-02,68560,2,,32.1,2,0,0,0,10,,
,-17987,201801,94,170,M-26,68560,2,,32.1,2,0,0,0,10,,
,-17015,201701,162,152,L-30,68560,1,,32.1,2,,,,8,,
2285,-3471,200701,88,129,F-22,68560,2,,32.2,2,0,0,0,8,,
1450,-6576,201001,162,133,JI2019,68560,1,,32.2,2,,,,10,3.9,
,-15569,201601,162,111,G-21,68560,2,,32.2,2,0,0,0,10,,
,-16953,201701,162,118,K-26,68560,2,,32.2,2,0,0,0,10,,
1161,-6555,201001,162,111,G-26,68560,2,,32.3,2,0,0,0,10,,
1215,-6558,201001,162,114,H-25,68560,1,,32.3,2,,,,8,3.8,
,-12138,201401,94,152,N-26,68560,1,,32.3,2,,,,34,4.1,
,-17897,201801,162,149,M-25,68560,1,,32.3,2,,,,10,4.1,
,-17897,201801,162,149,M-25,68560,1,,32.3,2,,,,10,3.8,
,-17718,201801,162,59,F-04,68560,2,,32.3,2,0,0,0,12,,
,-16839,201701,94,109,B-01,68560,2,,32.3,2,0,0,0,10,,
338,-11611,200601,88,123,F-22,68560,1,,32.4,2,,,,10,3.7,
3650,-4380,200801,89,213,L-28,68560,2,,32.4,2,0,0,0,12,,
1047,-6548,201001,162,102,E-22,68560,1,,32.4,2,,,,10,4.1,
1111,-6551,201001,162,106,F-25,68560,1,,32.4,2,,,,10,3.8,
4497,-6387,201001,89,28,D-08,68560,2,,32.4,2,0,0,0,10,,
543,-7892,201101,162,128,I-23,68560,2,,32.4,2,0,0,0,12,,
,-12015,201401,162,140,E-01,68560,1,,32.4,2,,,,8,3.9,
,-15791,201601,162,186,L-30,68560,2,,32.4,2,0,0,0,12,,
,-15794,201601,162,189,L-27,68560,2,,32.4,2,0,0,0,8,,
,-17893,201801,162,131,G-24,68560,2,,32.4,2,0,0,0,10,,
,-17893,201801,162,131,G-24,68560,2,,32.4,2,0,0,0,10,,
,-18024,201801,162,165,N-27,68560,1,,32.4,2,,,,12,3.6,
,-17978,201801,94,158,M-24,68560,2,,32.4,2,0,0,0,10,,
337,-11611,200601,88,123,F-22,68560,1,,32.5,2,,,,12,3.4,
2198,-3436,200701,88,94,E-02,68560,2,,32.5,2,0,0,0,12,,
2284,-3471,200701,88,129,F-22,68560,2,,32.5,2,0,0,0,10,,
1044,-6548,201001,162,102,E-22,68560,1,,32.5,2,,,,10,3.9,
1412,-6567,201001,162,124,M-28,68560,1,,32.5,2,,,,10,3.6,
26,-7920,201101,89,83,B-03,68560,1,,32.5,2,,,,13,3.8,
,-17895,201801,162,133,I-24,68560,1,,32.5,2,,,,8,3.6,
,-17977,201801,94,157,N-24,68560,1,,32.5,2,,,,12,4,
,-17019,201701,162,156,N-31,68560,2,,32.5,2,0,0,0,12,,
208,-11551,200601,88,63,F-04,68560,1,,32.6,2,,,,10,3.6,
259,-7915,201101,89,78,C-05,68560,2,,32.6,2,0,0,0,13,,
,-10030,201301,162,68,D-18,68560,2,,32.6,2,0,0,0,14,,
,-12014,201401,162,139,F-23,68560,1,,32.6,2,,,,12,4.2,
,-17807,201801,94,116,J-21,68560,2,,32.6,2,0,0,0,8,,
,-17988,201801,94,171,N-26,68560,1,,32.6,2,,,,8,3.7,
,-16839,201701,94,109,B-01,68560,2,,32.6,2,0,0,0,10,,
,-16542,201701,94,77,B-05,68560,1,,32.6,2,,,,10,3.8,
3633,-4372,200801,89,205,M-28,68560,2,,32.7,2,0,0,0,10,,
2197,-3436,200701,88,94,E-02,68560,1,,32.7,2,,,,12,3.1,
1109,-6551,201001,162,106,F-25,68560,1,,32.7,2,,,,10,3.8,
,-12299,201401,162,190,L-31,68560,2,,32.7,2,0,0,0,12,,
,-17856,201801,94,132,J-22,68560,2,,32.7,2,0,0,0,10,,
,-17890,201801,162,127,G-23,68560,2,,32.7,2,0,0,0,10,,
,-17607,201801,94,35,B-08,68560,2,,32.7,2,0,0,0,10,,
,-17684,201801,162,53,I-06,68560,2,,32.7,2,0,0,0,10,,
,-17705,201801,162,73,B-03,68560,1,,32.7,2,,,,10,4.1,
4734,-6418,201001,89,59,B-03,68560,1,,32.8,2,,,,10,4,
,-12014,201401,162,139,F-23,68560,1,,32.8,2,,,,14,4.2,
,-16957,201701,162,122,M-26,68560,1,,32.8,2,,,,10,,
,-17705,201801,162,73,B-03,68560,1,,32.8,2,,,,10,,
,-16953,201701,162,118,K-26,68560,2,,32.8,2,0,0,0,10,,
342,-11612,200601,88,124,I-21,68560,2,,32.9,2,0,0,0,10,,
3642,-4378,200801,89,211,L-30,68560,2,,32.9,2,0,0,0,10,,
1212,-6557,201001,162,113,H-24,68560,2,,32.9,2,0,0,0,10,,
1107,-6551,201001,162,106,F-25,68560,1,,32.9,2,,,,10,3.9,
4630,-6412,201001,89,53,B-06,68560,2,,32.9,2,0,0,0,10,,
386,-7577,201101,162,13,F-13,68560,2,,32.9,2,0,0,0,8,,
,-17585,201801,162,30,C-07,68560,1,,32.9,2,,,,12,3.8,
,-17704,201801,162,72,C-03,68560,2,,32.9,2,0,0,0,10,,
,-15599,201601,162,131,H-23,68560,1,,32.9,2,,,,10,4.1,
,-15363,201601,94,61,F-05,68560,2,,32.9,2,0,0,0,12,,
,-17987,201801,94,170,M-26,68560,2,,32.9,2,0,0,0,10,,
274,-7934,201101,89,97,F-22,68560,2,,33,2,0,0,0,12,,
,-11785,201401,162,63,C-06,68560,2,,33,2,0,0,0,10,,
,-17553,201801,162,12,F-12,68560,1,,33,2,,,,12,3.6,
,-15362,201601,94,60,F-04,68560,1,,33,2,,,,10,3.6,
,-17824,201801,162,99,K-18,68560,2,,33,2,0,0,0,12,,
,-17607,201801,94,35,B-08,68560,1,,33,2,,,,12,3.7,
1214,-6558,201001,162,114,H-25,68560,1,,33.1,2,,,,10,3.9,
4210,-6388,201001,89,29,E-08,68560,2,,33.1,2,0,0,0,12,,
4652,-6414,201001,89,55,A-05,68560,1,,33.1,2,,,,10,3.9,
4949,-6443,201001,89,85,H-02,68560,1,,33.1,2,,,,10,3.9,
,-17586,201801,162,31,D-07,68560,2,,33.1,1,0,0,0,10,,
,-17710,201801,162,78,F-01,68560,2,,33.1,2,0,0,0,8,,
,-16957,201701,162,122,M-26,68560,1,,33.1,2,,,,12,,
3640,-4378,200801,89,211,L-30,68560,2,,33.2,2,0,0,0,12,,
904,-6216,201001,162,97,D-18,68560,1,,33.2,2,,,,22,,
425,-7616,201101,162,52,G-06,68560,2,,33.2,2,0,0,0,10,,
460,-7846,201101,162,82,B-04,68560,2,,33.2,2,0,0,0,12,,
,-8939,201201,89,87,D-02,68560,1,,33.2,2,,,,10,3.7,
,-17682,201801,162,76,A-02,68560,2,,33.2,2,0,0,0,12,,
,-17977,201801,94,157,N-24,68560,1,,33.2,2,,,,12,4.2,
,-17723,201801,162,64,D-04,68560,2,,33.2,2,0,0,0,12,,
,-8561,201201,162,90,E-01,68560,1,,33.3,2,,,,10,3.9,
,-17890,201801,162,127,G-23,68560,2,,33.3,2,0,0,0,10,,
3378,-4119,200801,89,34,A-05,68560,2,,33.4,2,0,0,0,10,,
4997,-5720,200901,89,163,PO2625,68560,2,,33.4,2,0,0,0,10,,
1415,-6568,201001,162,125,M-27,68560,2,,33.4,2,0,0,0,12,,
,-8520,201201,162,43,E-07,68560,1,,33.4,2,,,,12,4,
,-11786,201401,162,64,B-06,68560,2,,33.4,2,0,0,0,10,,
,-17897,201801,162,149,M-25,68560,2,,33.4,2,0,0,0,10,,
,-17896,201801,162,148,N-25,68560,2,,33.4,2,0,0,0,10,,
,-15599,201601,162,131,H-23,68560,1,,33.4,2,,,,12,3.9,
,-17636,201801,94,73,D-05,68560,1,,33.4,2,,,,14,4.7,
,-17997,201801,162,152,G-26,68560,2,,33.4,2,0,0,0,12,,
,-16955,201701,162,120,L-27,68560,1,,33.4,2,,,,10,,
,-17699,201801,162,68,D-18,68560,1,,33.4,2,,,,10,2.9,
3528,-4328,200801,89,161,M-25,68560,2,,33.5,2,0,0,0,12,,
1796,-6598,201001,162,155,K-21,68560,1,,33.5,2,,,,12,3.9,
1050,-6548,201001,162,102,E-22,68560,1,,33.5,2,,,,10,4.2,
1108,-6551,201001,162,106,F-25,68560,1,,33.5,2,,,,10,4,
1396,-6567,201001,162,124,M-28,68560,2,,33.5,2,0,0,0,10,,
,-17687,201801,162,84,L-01,68560,2,,33.5,2,0,0,0,12,,
,-17607,201801,94,35,B-08,68560,1,,33.5,2,,,,10,3.9,
1160,-6555,201001,162,111,G-26,68560,2,,33.6,2,0,0,0,10,,
,-17897,201801,162,149,M-25,68560,2,,33.6,2,0,0,0,12,,
,-17876,201801,94,152,PO2625,68560,1,,33.6,2,,,,12,4.5,
,-17696,201801,162,65,D-03,68560,1,,33.6,2,,,,10,4,
256,-6147,201001,162,28,G-09,68560,1,,33.7,2,,,,12,,
,-17607,201801,94,35,B-08,68560,1,,33.7,2,,,,12,4,
,-16955,201701,162,120,L-27,68560,2,,33.7,2,0,0,0,8,,
1220,-6558,201001,162,114,H-25,68560,2,,33.8,2,0,0,0,12,,
,-17896,201801,162,148,N-25,68560,1,,33.8,2,,,,10,3.5,
,-17652,201801,94,65,H-03,68560,1,,33.8,2,,,,14,4,
,-17018,201701,162,155,M-32,68560,1,,33.8,2,,,,10,,
,-17027,201701,162,164,R-32,68560,1,,33.8,2,,,,12,3.7,
,-17012,201701,162,149,N-28,68560,1,,33.8,2,,,,12,5.1,
5835,-5741,200901,89,184,M-31,68560,1,,33.9,2,,,,14,4.1,
1517,-6581,201001,162,138,F-21,68560,2,,33.9,2,0,0,0,12,,
4218,-6389,201001,89,30,F-08,68560,2,,33.9,2,0,0,0,24,,
,-8937,201201,89,85,A-02,68560,1,,33.9,2,,,,12,4,
,-8556,201201,162,85,B-03,68560,1,,33.9,2,,,,12,4.2,
,-8718,201201,162,162,P-25,68560,1,,33.9,2,,,,12,4.6,
,-16956,201701,162,121,L-26,68560,1,,33.9,2,,,,12,,
,-17705,201801,162,73,B-03,68560,1,,33.9,2,,,,12,3.3,
1291,1010845,200001,89,157,M-32,68560,2,,34,2,0,0,0,8,,
918,1010777,200001,89,101,F-20,68560,1,,34,2,,,,10,,
924,1010748,200001,89,72,F-04,68560,1,,34,2,,,,14,,
344,-11612,200601,88,124,I-21,68560,2,,34,2,0,0,0,10,,
2205,-3436,200701,88,94,E-02,68560,1,,34,2,,,,12,3.4,
2229,-3450,200701,88,108,E-18,68560,2,,34,2,0,0,0,10,,
,-11810,201401,162,72,D-03,68560,2,,34,2,0,0,0,10,,
,-17893,201801,162,131,G-24,68560,2,,34,2,0,0,0,10,,
,-17700,201801,162,77,E-01,68560,1,,34,2,,,,16,4.7,
,-17896,201801,162,148,N-25,68560,1,,34,2,,,,10,3.6,
,-18033,201801,94,196,N-28,68560,1,,34,2,,,,10,4.1,
,-17698,201801,162,67,D-01,68560,1,,34.1,2,,,,10,4,
,-17842,201801,162,109,E-18,68560,2,,34.1,2,0,0,0,12,,
,-17988,201801,94,171,N-26,68560,2,,34.1,2,0,0,0,10,,
,-17012,201701,162,149,N-28,68560,2,,34.1,2,0,0,0,10,,
,-17704,201801,162,72,C-03,68560,1,,34.1,2,,,,10,3.8,
2283,-3471,200701,88,129,F-22,68560,2,,34.2,2,0,0,0,12,,
1787,-6598,201001,162,155,K-21,68560,2,,34.2,2,0,0,0,12,,
1795,-6598,201001,162,155,K-21,68560,1,,34.2,2,,,,10,4,
1634,-6584,201001,162,141,G-22,68560,2,,34.2,2,0,0,0,14,,
4704,-6417,201001,89,58,A-04,68560,1,,34.2,2,,,,12,4.1,
4900,-6424,201001,89,65,G-04,68560,2,,34.2,2,0,0,0,12,,
,-12016,201401,162,141,D-01,68560,2,,34.2,2,0,0,0,8,,
,-17724,201801,162,79,G-01,68560,2,,34.2,2,0,0,0,10,,
,-17015,201701,162,152,L-30,68560,2,,34.2,2,0,0,0,10,,
,-17027,201701,162,164,R-32,68560,1,,34.2,2,,,,12,4.3,
,-16954,201701,162,119,K-27,68560,1,,34.2,2,,,,12,,
,-17659,201801,94,87,F-02,68560,1,,34.3,2,,,,14,3.9,
,-17682,201801,162,76,A-02,68560,2,,34.3,2,0,0,0,12,,
,-17700,201801,162,77,E-01,68560,1,,34.3,2,,,,14,4.4,
,-17723,201801,162,64,D-04,68560,2,,34.3,2,0,0,0,14,,
,-17015,201701,162,152,L-30,68560,2,,34.3,2,0,0,0,10,,
,-17027,201701,162,164,R-32,68560,2,,34.3,2,0,0,0,12,,
2196,-3436,200701,88,94,E-02,68560,1,,34.4,2,,,,14,3.5,
2799,-6916,201001,162,227,P-23,68560,1,,34.4,2,,,,12,,
,-17633,201801,94,70,E-05,68560,2,,34.4,2,0,0,0,14,,
4826,-6421,201001,89,62,D-04,68560,1,,34.5,2,,,,12,4.1,
,-15793,201601,162,188,L-28,68560,1,,34.5,2,,,,12,4.2,
,-16955,201701,162,120,L-27,68560,2,,34.5,2,0,0,0,12,,
261,-6148,201001,162,29,F-09,68560,1,,34.6,2,,,,16,,
4698,-6417,201001,89,58,A-04,68560,2,,34.6,2,0,0,0,18,,
,-12121,201401,162,143,F-25,68560,1,,34.6,2,,,,12,4.2,
,-17858,201801,94,134,IH2221,68560,2,,34.6,2,0,0,0,10,,
,-17978,201801,94,158,M-24,68560,2,,34.6,2,0,0,0,14,,
,-17702,201801,162,70,C-01,68560,2,,34.6,2,0,0,0,10,,
,-16957,201701,162,122,M-26,68560,2,,34.6,2,0,0,0,12,,
,-17012,201701,162,149,N-28,68560,1,,34.6,2,,,,12,3.6,
5847,-5748,200901,89,191,P-29,68560,1,,34.7,2,,,,12,4.5,
1169,-6556,201001,162,112,H-26,68560,1,,34.7,2,,,,12,4.3,
3772,-6388,201001,89,29,E-08,68560,1,,34.7,2,,,,12,4.5,
3775,-6388,201001,89,29,E-08,68560,1,,34.7,2,,,,12,4.5,
,-17658,201801,94,86,E-02,68560,1,,34.7,2,,,,14,4.3,
,-17682,201801,162,76,A-02,68560,2,,34.7,2,0,0,0,14,,
,-17724,201801,162,79,G-01,68560,1,,34.7,2,,,,12,4.1,
,-17724,201801,162,79,G-01,68560,2,,34.7,2,0,0,0,12,,
272,-7934,201101,89,97,F-22,68560,2,,34.8,2,0,0,0,10,,
,-11939,201401,162,94,O-21,68560,1,,34.8,2,,,,16,5.6,
,-17896,201801,162,148,N-25,68560,2,,34.8,2,0,0,0,10,,
,-17823,201801,162,98,K-19,68560,1,,34.8,2,,,,12,,
,-17652,201801,94,65,H-03,68560,1,,34.8,2,,,,14,3.8,
2202,-3436,200701,88,94,E-02,68560,2,,34.9,2,0,0,0,14,,
4792,-6420,201001,89,61,C-04,68560,2,,34.9,2,0,0,0,12,,
,-17896,201801,162,148,N-25,68560,2,,34.9,2,0,0,0,10,,
,-17856,201801,94,132,J-22,68560,1,,34.9,2,,,,12,4.2,
,-17808,201801,94,117,JI2120,68560,1,,34.9,2,,,,14,4.2,
,-17844,201801,162,111,E-20,68560,2,,34.9,2,0,0,0,12,,
,-17989,201801,94,172,ON2625,68560,1,,34.9,2,,,,12,,
1290,1010716,200001,89,40,D-04,68560,2,,35,2,0,0,0,8,,
922,1011053,200001,88,163,Q-30,68560,1,,35,2,,,,14,,
46,-11514,200601,88,26,D-09,68560,1,,35,2,,,,14,3.9,
2204,-3436,200701,88,94,E-02,68560,1,,35,2,,,,14,4.3,
922,-6217,201001,162,98,D-01,68560,2,,35,2,0,0,0,22,,
559,-7909,201101,162,145,H-23,68560,2,,35,2,0,0,0,12,,
361,-7577,201101,162,13,F-13,68560,1,,35,2,,,,14,,
,-17978,201801,94,158,M-24,68560,2,,35,2,0,0,0,12,,
,-17723,201801,162,64,D-04,68560,2,,35,2,0,0,0,16,,
,-17719,201801,162,60,G-03,68560,1,,35,2,,,,14,4.2,
4211,-6388,201001,89,29,E-08,68560,2,,35.1,2,0,0,0,12,,
,-8501,201201,162,30,I-09,68560,1,,35.1,2,,,,13,4.2,
,-12128,201401,162,150,M-25,68560,2,,35.1,2,0,0,0,16,,
,-15396,201601,162,93,G-01,68560,2,,35.1,2,0,0,0,12,,
4980,-5232,200901,89,114,F-22,68560,2,,35.2,2,0,0,0,12,,
3787,-6389,201001,89,30,F-08,68560,1,,35.2,2,,,,24,4.3,
4628,-6412,201001,89,53,B-06,68560,2,,35.2,2,0,0,0,12,,
,-18019,201801,162,160,J-26,68560,2,,35.2,2,0,0,0,14,,
,-15777,201601,162,180,N-29,68560,1,,35.2,2,,,,12,3.9,
,,201801,94,84,,68560,2,,35.2,2,0,0,0,14,,
1235,-6560,201001,162,116,I-26,68560,2,,35.3,2,0,0,0,11.2,,
,-12299,201401,162,190,L-31,68560,1,,35.3,2,,,,6,3,
,-17660,201801,94,88,G-02,68560,1,,35.3,2,,,,12,4.1,
,-17896,201801,162,148,N-25,68560,1,,35.3,2,,,,12,4,
,-17724,201801,162,79,G-01,68560,1,,35.3,2,,,,12,3.9,
,-16956,201701,162,121,L-26,68560,1,,35.3,2,,,,16,,
458,-7846,201101,162,82,B-04,68560,2,,35.4,2,0,0,0,14,,
,-17662,201801,94,90,I-02,68560,2,,35.4,2,0,0,0,12,,
,-17810,201801,94,119,JI2019,68560,2,,35.4,2,0,0,0,14,,
,-17977,201801,94,157,N-24,68560,2,,35.4,2,0,0,0,14,,
,-17979,201801,94,159,L-24,68560,2,,35.4,2,0,0,0,14,,
1951,-6875,201001,162,186,O-25,68560,1,,35.5,2,,,,14,,
1299,-6562,201001,162,118,K-27,68560,2,,35.5,2,0,0,0,12,,
1368,-6566,201001,162,123,L-28,68560,1,,35.5,2,,,,14,4.3,
1051,-6548,201001,162,102,E-22,68560,1,,35.5,2,,,,12,4.6,
258,-7915,201101,89,78,C-05,68560,2,,35.5,2,0,0,0,15,,
462,-7847,201101,162,83,A-04,68560,2,,35.5,2,0,0,0,16,,
2282,-3471,200701,88,129,F-22,68560,2,,35.6,2,0,0,0,12,,
,-12121,201401,162,143,F-25,68560,2,,35.6,2,0,0,0,12,,
,-17718,201801,162,59,F-04,68560,1,,35.6,2,,,,16,4.6,
2156,-2921,200701,88,63,D-06,68560,2,,35.7,2,0,0,0,12,,
2206,-3436,200701,88,94,E-02,68560,2,,35.7,2,0,0,0,14,,
434,-7618,201101,162,54,E-06,68560,2,,35.7,2,0,0,0,10,,
,-12121,201401,162,143,F-25,68560,2,,35.7,2,0,0,0,12,,
,-12299,201401,162,190,L-31,68560,1,,35.7,2,,,,14,3.5,
,-16839,201701,94,109,B-01,68560,2,,35.7,2,0,0,0,15,,
531,-6173,201001,162,54,C-05,68560,2,,35.8,2,0,0,0,14,,
566,-6175,201001,162,56,B-04,68560,2,,35.8,2,0,0,0,12,,
528,-7887,201101,162,123,K-20,68560,2,,35.8,2,0,0,0,12,,
,-17810,201801,94,119,JI2019,68560,1,,35.8,2,,,,14,3.6,
,-17862,201801,94,138,I-23,68560,1,,35.8,2,,,,16,4.7,
,-17704,201801,162,72,C-03,68560,2,,35.8,2,0,0,0,12,,
,-17027,201701,162,164,R-32,68560,2,,35.8,2,0,0,0,14,,
,-17703,201801,162,71,C-02,68560,2,,35.8,2,0,0,0,12,,
,-17705,201801,162,73,B-03,68560,2,,35.9,2,0,0,0,14,,
,-17845,201801,162,112,E-21,68560,2,,35.9,2,0,0,0,14,,
,,201801,94,84,,68560,1,,35.9,2,,,,16,4.1,
,-18133,201801,94,204,N-31,68560,1,,35.9,2,,,,14,4.1,
,-17989,201801,94,172,ON2625,68560,1,,35.9,2,,,,14,,
919,1010924,200001,88,34,A-05,68560,1,,36,2,,,,12,,
