ACCESS_ID,HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,CHELA_HEIGHT,COMMENTS
,-18023,201801,162,164,M-27,68560,2,,48.3,2,0,0,0,34,,
,-17632,201801,94,69,F-05,68560,2,,48.3,2,0,0,0,30,,
,-18033,201801,94,196,N-28,68560,2,,48.3,2,0,0,0,32,,
,-17593,201801,162,34,G-07,68560,2,,48.3,2,0,0,0,32,,
,-17696,201801,162,65,D-03,68560,2,,48.3,2,0,0,0,32,,
259,-6147,201001,162,28,G-09,68560,1,,48.4,2,,,,32,6.5,
301,-7965,201101,89,128,K-23,68560,2,,48.4,2,0,0,0,32,,
352,-7939,201101,89,102,H-22,68560,2,,48.4,2,0,0,0,38,,
,-9090,201201,89,75,I-04,68560,1,,48.4,2,,,,32,6.3,
,-11932,201401,162,87,K-19,68560,2,,48.4,2,0,0,0,40,,
,-17808,201801,94,117,JI2120,68560,1,,48.4,2,,,,30,5.8,
,-18033,201801,94,196,N-28,68560,2,,48.4,2,0,0,0,34,,
2386,-3673,200701,88,153,I-26,68560,2,,48.5,2,0,0,0,30,,
1304,-6562,201001,162,118,K-27,68560,2,,48.5,2,0,0,0,30,,
989,-6546,201001,162,100,C-01,68560,1,,48.5,2,,,,36,6.9,
1518,-6581,201001,162,138,F-21,68560,2,,48.5,2,0,0,0,36,,
5046,-6449,201001,89,91,D-02,68560,2,,48.5,2,0,0,0,32,,
,-11961,201401,162,97,L-21,68560,1,,48.5,2,,,,32,6.9,
,-18149,201801,162,180,N-30,68560,2,,48.5,2,0,0,0,32,,
,-17977,201801,94,157,N-24,68560,2,,48.5,2,0,0,0,32,,
,-17703,201801,162,71,C-02,68560,2,,48.5,2,0,0,0,30,,
,-16811,201701,94,133,GF2221,68560,2,,48.5,2,0,0,0,35,,
2184,-3414,200701,88,72,D-04,68560,1,,48.6,2,,,,36,6.2,
1294,-6562,201001,162,118,K-27,68560,2,,48.6,2,0,0,0,30,,
,-17812,201801,94,121,I-19,68560,2,,48.6,2,0,0,0,32,,
,-17903,201801,162,147,O-26,68560,2,,48.6,2,0,0,0,32,,
,-17680,201801,162,74,B-01,68560,2,,48.6,2,0,0,0,24,,
,-17977,201801,94,157,N-24,68560,2,,48.6,2,0,0,0,32,,
,-17684,201801,162,53,I-06,68560,1,,48.6,2,,,,32,6,
,-17588,201801,162,33,F-07,68560,2,,48.6,2,0,0,0,30,,
,-17717,201801,162,58,G-05,68560,2,,48.6,2,0,0,0,34,,
1323,-6562,201001,162,118,K-27,68560,1,,48.7,2,,,,36,5.9,
916,-6217,201001,162,98,D-01,68560,2,,48.7,2,0,0,0,36,,
,-17658,201801,94,86,E-02,68560,1,,48.7,2,,,,36,8.2,
,-17704,201801,162,72,C-03,68560,2,,48.7,2,0,0,0,28,,
,-17630,201801,94,67,G-06,68560,1,,48.7,2,,,,38,6.6,
1646,-6584,201001,162,141,G-22,68560,1,,48.8,2,,,,34,6.2,
,-17644,201801,94,81,B-04,68560,1,,48.8,2,,,,36,5.5,
,-17595,201801,162,36,I-07,68560,2,,48.8,2,0,0,0,34,,
2190,-3414,200701,88,72,D-04,68560,1,,48.9,2,,,,34,6.2,
1287,-6562,201001,162,118,K-27,68560,2,,48.9,2,0,0,0,30,,
1609,-6583,201001,162,140,GF2221,68560,2,,48.9,2,0,0,0,32,,
1610,-6583,201001,162,140,GF2221,68560,2,,48.9,2,0,0,0,28,,
,-8503,201201,162,32,J-08,68560,1,,48.9,2,,,,32,6,
,-11777,201401,162,55,G-05,68560,2,,48.9,2,0,0,0,34,,
,-17808,201801,94,117,JI2120,68560,1,,48.9,2,,,,36,5.1,
,-17717,201801,162,58,G-05,68560,1,,48.9,2,,,,36,7,
,-16839,201701,94,109,B-01,68560,2,,48.9,2,0,0,0,30,,
1362,1063377,200101,89,115,E-20,68560,2,,49,2,0,0,0,30,,
1367,1063187,200101,88,22,G-10,68560,2,,49,2,0,0,0,32,,
1303,-6562,201001,162,118,K-27,68560,2,,49,2,0,0,0,34,,
294,-7959,201101,89,122,K-21,68560,2,,49,2,0,0,0,34,,
,-11987,201401,94,112,HG2120,68560,2,,49,2,0,0,0,32,,
,-17898,201801,162,150,L-25,68560,1,,49,2,,,,36,5.2,
,-17812,201801,94,121,I-19,68560,2,,49,2,0,0,0,32,,
,-17595,201801,162,36,I-07,68560,1,,49,2,,,,30,5.8,
,-17717,201801,162,58,G-05,68560,2,,49,2,0,0,0,34,,
2179,-3414,200701,88,72,D-04,68560,2,,49.1,2,0,0,0,34,,
2219,-6890,201001,162,201,QP2726,68560,2,,49.1,2,0,0,0,24,,
1593,-6583,201001,162,140,GF2221,68560,1,,49.1,2,,,,32,6.3,
,-8920,201201,162,176,J-23,68560,1,,49.1,2,,,,36,6.2,
,-11994,201401,94,119,E-21,68560,1,,49.1,2,,,,34,6,
,-18021,201801,162,162,K-27,68560,2,,49.1,2,0,0,0,34,,
,-18019,201801,162,160,J-26,68560,2,,49.1,2,0,0,0,30,,
,-18735,201901,94,15,F-13,68560,1,,49.1,2,,,,34,5.8,
1630,-6584,201001,162,141,G-22,68560,2,,49.2,2,0,0,0,36,,
230,-7545,201101,89,54,E-05,68560,2,,49.2,2,0,0,0,28,,
4727,-6418,201001,89,59,B-03,68560,2,,49.2,2,0,0,0,30,,
,-17680,201801,162,74,B-01,68560,2,,49.2,2,0,0,0,30,,
,-17682,201801,162,76,A-02,68560,2,,49.2,2,0,0,0,36,,
1497,-6581,201001,162,138,F-21,68560,2,,49.3,2,0,0,0,38,,
,-8937,201201,89,85,A-02,68560,1,,49.3,2,,,,34,5.1,
,-8583,201201,162,119,L-19,68560,1,,49.3,2,,,,38,7.1,
,-11782,201401,162,60,D-06,68560,1,,49.3,2,,,,36,6.3,
,-15296,201601,162,60,E-06,68560,1,,49.3,2,,,,32,6.1,
,-17809,201801,94,118,J-20,68560,2,,49.3,2,0,0,0,30,,
,-18035,201801,94,198,L-28,68560,1,,49.3,2,,,,42,6.3,
5047,-6449,201001,89,91,D-02,68560,1,,49.4,2,,,,36,5.8,
,-8560,201201,162,89,D-01,68560,1,,49.4,2,,,,32,6.1,
,-10030,201301,162,68,D-18,68560,1,,49.4,2,,,,26,4.9,
,-17593,201801,162,34,G-07,68560,2,,49.4,2,0,0,0,34,,
,-18018,201801,162,159,I-26,68560,1,,49.4,2,,,,28,,
,-15776,201601,162,179,N-30,68560,2,,49.4,2,0,0,0,32,,
,-17585,201801,162,30,C-07,68560,2,,49.4,2,0,0,0,30,,
,-17842,201801,162,109,E-18,68560,2,,49.4,2,0,0,0,26,,
1782,-6596,201001,162,153,L-20,68560,1,,49.5,2,,,,40,6.5,
,-17593,201801,162,34,G-07,68560,2,,49.5,2,0,0,0,32,,
,-15602,201601,162,134,J-22,68560,1,,49.5,2,,,,34,5.8,
,-17680,201801,162,74,B-01,68560,2,,49.5,2,0,0,0,22,,
,-17593,201801,162,34,G-07,68560,2,,49.5,2,0,0,0,34,,
600,-6177,201001,162,58,E-03,68560,2,,49.6,2,0,0,0,34,,
411,-6157,201001,162,38,G-07,68560,1,,49.6,2,,,,36,8.1,
298,-7964,201101,89,127,J-23,68560,2,,49.6,2,0,0,0,34,,
5062,-6450,201001,89,92,C-02,68560,1,,49.6,2,,,,36,6,
,-8982,201201,89,140,L-22,68560,1,,49.6,2,,,,30,5.9,
,-17812,201801,94,121,I-19,68560,2,,49.6,2,0,0,0,32,,
,-17809,201801,94,118,J-20,68560,1,,49.6,2,,,,34,6.1,
,-17898,201801,162,150,L-25,68560,2,,49.6,2,0,0,0,32,,
604,-6177,201001,162,58,E-03,68560,1,,49.7,2,,,,36,6.1,
,-8607,201201,162,135,F-21,68560,1,,49.7,2,,,,36,6.1,
,-17590,201801,162,26,E-09,68560,2,,49.7,2,0,0,0,34,,
,-18025,201801,94,192,Q-29,68560,1,,49.7,2,,,,34,6.2,
,-17612,201801,94,40,G-08,68560,1,,49.7,2,,,,40,7,
,-17585,201801,162,30,C-07,68560,2,,49.7,2,0,0,0,40,,
,-17717,201801,162,58,G-05,68560,1,,49.7,2,,,,32,6.7,
462,-6170,201001,162,51,F-05,68560,1,,49.8,2,,,,28,6.5,
1284,-6562,201001,162,118,K-27,68560,2,,49.8,2,0,0,0,34,,
1410,-6567,201001,162,124,M-28,68560,1,,49.8,2,,,,34,6.9,
304,-7965,201101,89,128,K-23,68560,2,,49.8,2,0,0,0,36,,
,-8607,201201,162,135,F-21,68560,1,,49.8,2,,,,34,6.2,
,-11987,201401,94,112,HG2120,68560,2,,49.8,2,0,0,0,32,,
,-11994,201401,94,119,E-21,68560,2,,49.8,2,0,0,0,36,,
,-17704,201801,162,72,C-03,68560,2,,49.8,2,0,0,0,30,,
2180,-3414,200701,88,72,D-04,68560,2,,49.9,2,0,0,0,36,,
2189,-3414,200701,88,72,D-04,68560,1,,49.9,2,,,,36,5.1,
1594,-6583,201001,162,140,GF2221,68560,1,,49.9,2,,,,36,5.6,
4726,-6418,201001,89,59,B-03,68560,2,,49.9,2,0,0,0,32,,
484,-7859,201101,162,95,GF2019,68560,2,,49.9,2,0,0,0,36,,
,-11825,201401,94,70,E-02,68560,2,,49.9,2,0,0,0,37,,
1370,1010773,200001,89,97,E-18,68560,2,,50,2,0,0,0,34,,
969,1010777,200001,89,101,F-20,68560,1,,50,2,,,,36,,
,-11782,201401,162,60,D-06,68560,2,,50,2,0,0,0,32,,
,-12009,201401,162,134,J-23,68560,1,,50,2,,,,40,7.4,
,-17660,201801,94,88,G-02,68560,1,,50,2,,,,38,6.7,
,-17658,201801,94,86,E-02,68560,1,,50,2,,,,42,6.9,
,-17685,201801,162,54,I-05,68560,2,,50,2,0,0,0,34,,
,-17702,201801,162,70,C-01,68560,1,,50,2,,,,36,5.9,
,-17653,201801,94,66,H-06,68560,2,,50,2,0,0,0,32,,
,-17604,201801,94,32,E-10,68560,1,,50,2,,,,32,6.1,
,-17593,201801,162,34,G-07,68560,2,,50,2,0,0,0,32,,
2199,-3436,200701,88,94,E-02,68560,1,,50.1,2,,,,38,5.5,
2405,-3673,200701,88,153,I-26,68560,2,,50.1,2,0,0,0,34,,
3465,-4226,200801,89,65,E-03,68560,2,,50.1,2,0,0,0,34,,
3509,-4313,200801,89,146,F-22,68560,2,,50.1,2,0,0,0,30,,
501,-6172,201001,162,53,D-05,68560,2,,50.1,2,0,0,0,32,,
5063,-6450,201001,89,92,C-02,68560,1,,50.1,2,,,,40,6.2,
,-11985,201401,162,121,IH2120,68560,2,,50.1,2,0,0,0,34,,
,-17686,201801,162,55,H-05,68560,2,,50.1,2,0,0,0,34,,
,-17594,201801,162,35,H-07,68560,1,,50.1,2,,,,36,6.6,
,-17608,201801,94,36,C-08,68560,2,,50.1,2,0,0,0,36,,
,-19245,201901,162,69,A-02,68560,2,,50.1,2,0,0,0,38,,
,-17684,201801,162,53,I-06,68560,2,,50.1,2,0,0,0,34,,
,-17699,201801,162,68,D-18,68560,2,,50.1,2,0,0,0,32,,
577,-6176,201001,162,57,D-03,68560,2,,50.2,2,0,0,0,36,,
1418,-6570,201001,162,127,M-25,68560,2,,50.2,2,0,0,0,34,,
3773,-6388,201001,89,29,E-08,68560,1,,50.2,2,,,,34,6.4,
4735,-6418,201001,89,59,B-03,68560,1,,50.2,2,,,,36,6.4,
,-17680,201801,162,74,B-01,68560,2,,50.2,2,0,0,0,34,,
,-17879,201801,162,134,K-23,68560,2,,50.2,2,0,0,0,36,,
,-17701,201801,162,69,C-18,68560,2,,50.2,2,0,0,0,38,,
1522,-6581,201001,162,138,F-21,68560,2,,50.3,2,0,0,0,36,,
,-8596,201201,162,124,I-19,68560,1,,50.3,2,,,,36,6.5,
,-11754,201401,162,36,F-07,68560,1,,50.3,2,,,,38,6.3,
,-15794,201601,162,189,L-27,68560,2,,50.3,2,0,0,0,34,,
,-17699,201801,162,68,D-18,68560,2,,50.3,2,0,0,0,30,,
,-16838,201701,94,108,C-01,68560,2,,50.3,2,0,0,0,35,,
530,-6173,201001,162,54,C-05,68560,2,,50.4,2,0,0,0,36,,
597,-6177,201001,162,58,E-03,68560,2,,50.4,2,0,0,0,34,,
1812,-6869,201001,162,180,N-25,68560,2,,50.4,2,0,0,0,34,,
1544,-6581,201001,162,138,F-21,68560,1,,50.4,2,,,,40,6.2,
,-12032,201401,94,136,J-24,68560,1,,50.4,2,,,,40,5.2,
,-17594,201801,162,35,H-07,68560,2,,50.4,2,0,0,0,36,,
,-17985,201801,94,168,K-25,68560,2,,50.4,2,0,0,0,38,,
,-16838,201701,94,108,C-01,68560,2,,50.4,2,0,0,0,35,,
105,-11539,200601,88,51,D-06,68560,2,,50.5,2,0,0,0,34,,
,-11825,201401,94,70,E-02,68560,2,,50.5,2,0,0,0,38,,
,-15794,201601,162,189,L-27,68560,1,,50.5,2,,,,36,5.6,
,-17843,201801,162,110,E-19,68560,2,,50.5,2,0,0,0,32,,
,-17884,201801,162,139,PO2423,68560,1,,50.5,2,,,,40,6.1,
,-17696,201801,162,65,D-03,68560,2,,50.5,2,0,0,0,36,,
770,-6209,201001,162,90,H-01,68560,1,,50.6,2,,,,44,6.2,
1416,-6568,201001,162,125,M-27,68560,2,,50.6,2,0,0,0,32,,
,-11810,201401,162,72,D-03,68560,1,,50.6,2,,,,36,6.2,
,-18171,201801,162,178,M-29,68560,1,,50.6,2,,,,36,6.2,
,-19284,201901,162,104,I-19,68560,1,,50.6,2,,,,32,6.2,
,-17717,201801,162,58,G-05,68560,2,,50.6,2,0,0,0,36,,
,-17653,201801,94,66,H-06,68560,2,,50.6,2,0,0,0,34,,
,-17686,201801,162,55,H-05,68560,2,,50.6,2,0,0,0,38,,
,-16839,201701,94,109,B-01,68560,2,,50.6,2,0,0,0,35,,
1338,-6562,201001,162,118,K-27,68560,1,,50.7,2,,,,38,5.7,
,-17588,201801,162,33,F-07,68560,2,,50.7,2,0,0,0,36,,
,-17698,201801,162,67,D-01,68560,2,,50.7,2,0,0,0,34,,
,-17680,201801,162,74,B-01,68560,1,,50.7,2,,,,30,6,
3409,-4122,200801,89,37,C-06,68560,2,,50.8,2,0,0,0,36,,
1797,-6598,201001,162,155,K-21,68560,1,,50.8,2,,,,36,6.7,
554,-7901,201101,162,137,PO2524,68560,2,,50.8,2,0,0,0,38,,
,-8937,201201,89,85,A-02,68560,1,,50.8,2,,,,40,6.6,
,-11777,201401,162,55,G-05,68560,1,,50.8,2,,,,36,6.5,
,-17898,201801,162,150,L-25,68560,2,,50.8,2,0,0,0,36,,
,-17718,201801,162,59,F-04,68560,2,,50.8,2,0,0,0,38,,
1538,-6581,201001,162,138,F-21,68560,1,,50.9,2,,,,40,6.3,
1613,-6583,201001,162,140,GF2221,68560,2,,50.9,2,0,0,0,29,,
5060,-6450,201001,89,92,C-02,68560,2,,50.9,2,0,0,0,38,,
,-11809,201401,162,71,C-03,68560,2,,50.9,2,0,0,0,36,,
,-17903,201801,162,147,O-26,68560,1,,50.9,2,,,,38,6.6,
,-17903,201801,162,147,O-26,68560,1,,50.9,2,,,,36,6.4,
,-17985,201801,94,168,K-25,68560,2,,50.9,2,0,0,0,36,,
1371,1010777,200001,89,101,F-20,68560,2,,51,2,0,0,0,34,,
1374,1010777,200001,89,101,F-20,68560,2,,51,2,0,0,0,36,,
970,,200001,88,,,68560,1,,51,2,,,,38,,
2336,-3487,200701,88,145,G-23,68560,1,,51,2,,,,36,5.9,
4982,-5233,200901,89,115,F-21,68560,2,,51,2,0,0,0,38,,
601,-6177,201001,162,58,E-03,68560,2,,51,2,0,0,0,34,,
1311,-6562,201001,162,118,K-27,68560,2,,51,2,0,0,0,34,,
1489,-6581,201001,162,138,F-21,68560,2,,51,2,0,0,0,38,,
1490,-6581,201001,162,138,F-21,68560,2,,51,2,0,0,0,38,,
,-8512,201201,162,41,G-07,68560,1,,51,2,,,,40,6.8,
,-17812,201801,94,121,I-19,68560,1,,51,2,,,,36,6,
,-17595,201801,162,36,I-07,68560,2,,51,2,0,0,0,34,,
,-17703,201801,162,71,C-02,68560,2,,51,2,0,0,0,38,,
,-16955,201701,162,120,L-27,68560,2,,51,2,0,0,0,32,,
,-17699,201801,162,68,D-18,68560,1,,51,2,,,,32,6.7,
,-11783,201401,162,61,D-05,68560,2,,51.1,2,0,0,0,36,,
,-15360,201601,94,58,G-05,68560,1,,51.1,2,,,,40,6.6,
,-17701,201801,162,69,C-18,68560,2,,51.1,2,0,0,0,38,,
,-16954,201701,162,119,K-27,68560,2,,51.1,2,0,0,0,36,,
328,-11609,200601,88,121,GF2221,68560,2,,51.2,2,0,0,0,36,,
883,-6216,201001,162,97,D-18,68560,2,,51.2,2,0,0,0,36,,
1432,-6570,201001,162,127,M-25,68560,1,,51.2,2,,,,40,6,
4766,-6419,201001,89,60,C-03,68560,1,,51.2,2,,,,40,6.3,
,-17594,201801,162,35,H-07,68560,1,,51.2,2,,,,38,6.9,
3456,-4224,200801,89,63,C-04,68560,1,,51.3,2,,,,36,,
,-8623,201201,162,145,M-21,68560,1,,51.3,2,,,,36,5.4,
,-9121,201201,89,54,F-06,68560,1,,51.3,2,,,,36,6.2,
,-15603,201601,162,135,K-22,68560,1,,51.3,2,,,,36,6.2,
,-15804,201601,162,195,G-26,68560,2,,51.3,2,0,0,0,34,,
,-17595,201801,162,36,I-07,68560,1,,51.3,2,,,,36,6.4,
2548,-3742,200701,88,222,M-29,68560,2,,51.4,2,0,0,0,44,,
599,-6177,201001,162,58,E-03,68560,2,,51.4,2,0,0,0,38,,
260,-6148,201001,162,29,F-09,68560,1,,51.4,2,,,,34,,
,-11981,201401,162,117,GF2221,68560,2,,51.4,2,0,0,0,36,,
,-11824,201401,94,69,D-02,68560,2,,51.4,2,0,0,0,38,,
,-17594,201801,162,35,H-07,68560,2,,51.4,2,0,0,0,36,,
,-17684,201801,162,53,I-06,68560,2,,51.5,2,0,0,0,36,,
3799,-6392,201001,89,33,I-08,68560,1,,51.6,2,,,,38,6.1,
453,-7845,201101,162,81,C-04,68560,2,,51.6,2,0,0,0,36,,
480,-7857,201101,162,93,HG2019,68560,2,,51.6,2,0,0,0,36,,
,-11809,201401,162,71,C-03,68560,2,,51.6,2,0,0,0,38,,
,-15604,201601,162,136,L-22,68560,2,,51.6,2,0,0,0,38,,
,-17593,201801,162,34,G-07,68560,2,,51.6,2,0,0,0,36,,
,-17595,201801,162,36,I-07,68560,2,,51.6,2,0,0,0,34,,
1448,-11409,200601,134,157,E-20,68560,2,,51.7,2,0,0,0,42,,
1977,-6875,201001,162,186,O-25,68560,2,,51.7,2,0,0,0,36,,
,-18155,201801,162,186,S-31,68560,1,,51.7,2,,,,42,6.8,
,-17651,201801,94,64,I-03,68560,2,,51.7,0,0,0,0,36,,
,-17987,201801,94,170,M-26,68560,1,,51.7,2,,,,42,6.6,
4961,-5224,200901,89,106,HG1918,68560,2,,51.8,2,0,0,0,40,,
1788,-6598,201001,162,155,K-21,68560,2,,51.8,2,0,0,0,32,,
885,-6216,201001,162,97,D-18,68560,2,,51.8,2,0,0,0,36,,
1539,-6581,201001,162,138,F-21,68560,1,,51.8,2,,,,42,6.6,
,-11980,201401,162,116,F-21,68560,2,,51.8,2,0,0,0,42,,
,-11824,201401,94,69,D-02,68560,1,,51.8,2,,,,40,6.6,
,-17555,201801,162,14,F-11,68560,1,,51.8,2,,,,32,6.3,
,-17684,201801,162,53,I-06,68560,2,,51.8,2,0,0,0,36,,
,-17593,201801,162,34,G-07,68560,2,,51.8,2,0,0,0,38,,
3644,-4379,200801,89,212,L-29,68560,2,,51.9,2,0,0,0,44,,
,-17729,201801,162,56,H-04,68560,1,,51.9,2,,,,42,7.5,
1368,1010924,200001,88,34,A-05,68560,2,,52,2,0,0,0,34,,
1373,1063377,200101,89,115,E-20,68560,2,,52,2,0,0,0,36,,
1381,1010771,200001,89,95,G-18,68560,2,,52,2,0,0,0,40,,
1387,1010748,200001,89,72,F-04,68560,2,,52,2,0,0,0,42,,
966,1010924,200001,88,34,A-05,68560,1,,52,2,,,,36,,
968,1063378,200101,89,116,E-21,68560,1,,52,2,,,,36,,
971,1010748,200001,89,72,F-04,68560,1,,52,2,,,,38,,
3647,-4380,200801,89,213,L-28,68560,2,,52,2,0,0,0,36,,
768,-6209,201001,162,90,H-01,68560,1,,52,2,,,,64,5.3,
271,-6148,201001,162,29,F-09,68560,1,,52,2,,,,46,8.4,
4950,-6443,201001,89,85,H-02,68560,1,,52,2,,,,38,6.6,
5059,-6450,201001,89,92,C-02,68560,2,,52,2,0,0,0,36,,
430,-7617,201101,162,53,F-06,68560,2,,52,2,0,0,0,32,,
466,-7848,201101,162,84,F-02,68560,2,,52,2,0,0,0,38,,
,-17826,201801,162,101,JI1918,68560,1,,52,2,,,,38,5.5,
,-17842,201801,162,109,E-18,68560,2,,52,2,0,0,0,38,,
,-17630,201801,94,67,G-06,68560,2,,52,2,0,0,0,34,,
,-17986,201801,94,169,L-26,68560,2,,52,2,0,0,0,40,,
,-17585,201801,162,30,C-07,68560,2,,52,2,0,0,0,36,,
5001,-5735,200901,89,178,R-29,68560,2,,52.1,2,0,0,0,42,,
2221,-6890,201001,162,201,QP2726,68560,1,,52.1,2,,,,46,,
1499,-6581,201001,162,138,F-21,68560,2,,52.1,2,0,0,0,42,,
853,-6215,201001,162,96,E-21,68560,2,,52.1,2,0,0,0,40,,
3788,-6389,201001,89,30,F-08,68560,1,,52.1,2,,,,84,6.8,
,-17827,201801,162,102,I-18,68560,2,,52.1,2,0,0,0,32,,
,-18150,201801,162,181,O-30,68560,2,,52.1,2,0,0,0,50,,
,-17653,201801,94,66,H-06,68560,1,,52.1,2,,,,40,6,
,-17595,201801,162,36,I-07,68560,1,,52.1,2,,,,40,6.6,
,-17595,201801,162,36,I-07,68560,2,,52.1,2,0,0,0,38,,
,-17718,201801,162,59,F-04,68560,2,,52.1,2,0,0,0,40,,
1206,-6557,201001,162,113,H-24,68560,2,,52.2,2,0,0,0,42,,
523,-7886,201101,162,122,L-20,68560,2,,52.2,2,0,0,0,34,,
,-17643,201801,94,80,C-04,68560,2,,52.2,2,0,0,0,38,,
,-17699,201801,162,68,D-18,68560,2,,52.2,2,0,0,0,38,,
1493,-6581,201001,162,138,F-21,68560,2,,52.3,2,0,0,0,36,,
61,-7959,201101,89,122,K-21,68560,1,,52.3,2,,,,46,5.7,
,-8926,201201,89,117,K-20,68560,1,,52.3,2,,,,40,6.6,
,-11811,201401,162,73,E-03,68560,1,,52.3,2,,,,38,6.1,
,-17592,201801,162,28,C-09,68560,1,,52.3,2,,,,40,6.4,
,-17653,201801,94,66,H-06,68560,1,,52.3,2,,,,42,5.8,
,-17702,201801,162,70,C-01,68560,1,,52.3,2,,,,44,6.8,
,-17595,201801,162,36,I-07,68560,2,,52.3,2,0,0,0,34,,
1324,-6562,201001,162,118,K-27,68560,1,,52.4,2,,,,38,6.2,
1511,-6581,201001,162,138,F-21,68560,2,,52.4,2,0,0,0,42,,
,-17838,201801,162,124,GF2221,68560,1,,52.4,2,,,,38,,
,-17866,201801,94,142,L-22,68560,1,,52.4,2,,,,40,6.4,
,-17701,201801,162,69,C-18,68560,2,,52.4,2,0,0,0,44,,
3407,-4123,200801,89,38,D-06,68560,2,,52.5,2,0,0,0,34,,
602,-6177,201001,162,58,E-03,68560,1,,52.5,2,,,,42,6.6,
262,-7915,201101,89,78,C-05,68560,2,,52.5,2,0,0,0,55,,
,-11809,201401,162,71,C-03,68560,2,,52.5,2,0,0,0,36,,
1649,-6584,201001,162,141,G-22,68560,1,,52.6,2,,,,42,6.2,
1523,-6581,201001,162,138,F-21,68560,2,,52.6,2,0,0,0,44,,
,-11965,201401,162,101,J-19,68560,2,,52.6,2,0,0,0,50,,
,-17682,201801,162,76,A-02,68560,1,,52.6,2,,,,46,6.8,
2217,-6890,201001,162,201,QP2726,68560,2,,52.7,2,0,0,0,44,,
,-12128,201401,162,150,M-25,68560,1,,52.7,2,,,,50,7,
,-17593,201801,162,34,G-07,68560,1,,52.7,2,,,,40,6.7,
,-17593,201801,162,34,G-07,68560,1,,52.7,2,,,,40,6.7,
,-17651,201801,94,64,I-03,68560,1,,52.7,2,,,,38,6.3,
,-17653,201801,94,66,H-06,68560,1,,52.7,2,,,,40,6.6,
,-17701,201801,162,69,C-18,68560,1,,52.7,2,,,,46,7,
,-17593,201801,162,34,G-07,68560,2,,52.7,2,0,0,0,36,,
154,-11548,200601,88,60,C-04,68560,2,,52.8,2,0,0,0,34,,
329,-11609,200601,88,121,GF2221,68560,2,,52.8,2,0,0,0,42,,
1813,-6869,201001,162,180,N-25,68560,2,,52.8,2,0,0,0,46,,
1836,-6870,201001,162,181,N-26,68560,2,,52.8,2,0,0,0,48,,
,-11782,201401,162,60,D-06,68560,2,,52.8,2,0,0,0,40,,
,-11982,201401,162,118,HG2221,68560,1,,52.8,2,,,,44,6.7,
,-19284,201901,162,104,I-19,68560,1,,52.8,2,,,,34,6.5,
,-17986,201801,94,169,L-26,68560,1,,52.8,2,,,,52,6.9,
3615,-4360,200801,89,193,Q-29,68560,2,,52.9,2,0,0,0,42,,
2106,-6885,201001,162,196,PO2625,68560,2,,52.9,2,0,0,0,42,,
,-11782,201401,162,60,D-06,68560,2,,52.9,2,0,0,0,34,,
,-17593,201801,162,34,G-07,68560,2,,52.9,2,0,0,0,44,,
,-17630,201801,94,67,G-06,68560,2,,52.9,2,0,0,0,38,,
,-17638,201801,94,75,C-06,68560,2,,52.9,2,0,0,0,40,,
,-17701,201801,162,69,C-18,68560,2,,52.9,2,0,0,0,44,,
,-17704,201801,162,72,C-03,68560,1,,52.9,2,,,,38,6.5,
1369,1010924,200001,88,34,A-05,68560,2,,53,2,0,0,0,34,,
1377,1063377,200101,89,115,E-20,68560,2,,53,2,0,0,0,38,,
1379,1063377,200101,89,115,E-20,68560,2,,53,2,0,0,0,40,,
1380,1063377,200101,89,115,E-20,68560,2,,53,2,0,0,0,40,,
1383,1063270,200101,89,126,JI2221,68560,2,,53,2,0,0,0,40,,
1386,1063377,200101,89,115,E-20,68560,2,,53,2,0,0,0,42,,
974,1063377,200101,89,115,E-20,68560,1,,53,2,,,,40,,
975,1010773,200001,89,97,E-18,68560,1,,53,2,,,,42,,
2382,-3673,200701,88,153,I-26,68560,1,,53,2,,,,42,6,
578,-6176,201001,162,57,D-03,68560,2,,53,2,0,0,0,40,,
292,-7959,201101,89,122,K-21,68560,2,,53,2,0,0,0,44,,
,-17644,201801,94,81,B-04,68560,1,,53,2,,,,40,6.2,
,-17595,201801,162,36,I-07,68560,2,,53,2,0,0,0,42,,
,-17729,201801,162,56,H-04,68560,1,,53,2,,,,40,7.2,
463,-6170,201001,162,51,F-05,68560,1,,53.1,2,,,,38,6.1,
1519,-6581,201001,162,138,F-21,68560,2,,53.1,2,0,0,0,46,,
,-8913,201201,162,170,M-24,68560,1,,53.1,2,,,,42,5.9,
,-10835,201401,162,11,E-12,68560,1,,53.1,2,,,,40,6.4,
,-17660,201801,94,88,G-02,68560,1,,53.1,2,,,,45,6.4,
,-17662,201801,94,90,I-02,68560,1,,53.1,2,,,,40,7.2,
,-17607,201801,94,35,B-08,68560,2,,53.1,2,0,0,0,36,,
,-17702,201801,162,70,C-01,68560,1,,53.1,2,,,,42,6,
,-17684,201801,162,53,I-06,68560,2,,53.1,2,0,0,0,38,,
,-16839,201701,94,109,B-01,68560,1,,53.1,2,,,,45,6.4,
3464,-4226,200801,89,65,E-03,68560,2,,53.2,2,0,0,0,38,,
1748,-6590,201001,162,147,J-23,68560,1,,53.2,2,,,,46,6.8,
