"","ACCESS_ID","HAULJOIN","CRUISE","VESSEL","HAUL","GIS_STATION","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","CHELA_HEIGHT","COMMENTS","YEAR","log10.width","log10.weight","log.width","log.weight","Cooks_D","SC"
"3978",NA,-18022,201801,162,163,"L-27",68560,2,NA,73.8,2,4,1,4,106,NA,NA,"2018",1.86805636182304,2.02530586526477,4.30135873160643,4.66343909411207,0.000511129822773938,"NS"
"3981",NA,-16839,201701,94,109,"B-01",68560,2,NA,73.8,2,4,1,5,115,NA,NA,"2017",1.86805636182304,2.06069784035361,4.30135873160643,4.74493212836325,0.00033740047300738,"NS"
"3994",1494,1010773,200001,89,97,"E-18",68560,2,NA,74,2,4,1,5,106,NA,NA,"2000",1.86923171973098,2.02530586526477,4.30406509320417,4.66343909411207,0.00069045720275115,"NS"
"3995",1506,NA,200001,88,NA,"",68560,2,NA,74,2,0,0,1,118,NA,NA,"2000",1.86923171973098,2.07188200730613,4.30406509320417,4.77068462446567,0.000735100068446883,"NS"
"4042",NA,-17681,201801,162,75,"B-02",68560,2,NA,74.3,2,4,1,6,122,NA,NA,"2018",1.87098881376058,2.08635983067475,4.30811095172371,4.80402104473326,0.00139361504410079,"NS"
"4050",NA,-17682,201801,162,76,"A-02",68560,2,NA,74.4,2,4,1,6,116,NA,NA,"2018",1.87157293554588,2.06445798922692,4.30945594183905,4.75359019110636,0.000113127995133422,"NS"
"4062",4673,-6415,201001,89,56,"A-04",68560,2,NA,74.5,2,4,1,6,114,NA,NA,"2010",1.87215627274829,2.05690485133647,4.31079912538551,4.7361984483945,6.31280600456885e-08,"NS"
"4068",2348,-3672,200701,88,152,"H-26",68560,2,NA,74.6,2,4,1,5,112,NA,NA,"2007",1.87273882747267,2.04921802267018,4.31214050720972,4.71849887129509,0.000103629201703652,"NS"
"4069",1276,-6562,201001,162,118,"K-27",68560,2,NA,74.6,2,4,1,4,110,NA,NA,"2010",1.87273882747267,2.04139268515822,4.31214050720972,4.70048036579242,0.000356837173306983,"NS"
"4072",512,-7866,201101,162,102,"IH2019",68560,2,NA,74.6,2,4,1,5,120,NA,NA,"2011",1.87273882747267,2.07918124604762,4.31214050720972,4.78749174278205,0.000536935535443127,"NS"
