"CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION"
3579692,-21863,202202,162,14,"FF-01",3,69323,1,85.6,,1,,,,524,,,,,1,30.4,,"","FF-01"
3580495,-21908,202202,162,25,"BB-19",3,69323,1,90.4,,2,,,,510,,,,,1,33.6,,"","BB-19"
3580496,-21908,202202,162,25,"BB-19",3,69323,1,81.3,,2,,,,347,,,,,1,28.5,,"","BB-19"
3580497,-21908,202202,162,25,"BB-19",3,69323,1,87.7,,2,,,,513,,,,,1,31.4,,"","BB-19"
3580498,-21908,202202,162,25,"BB-19",3,69323,1,101.1,,2,,,,579,,,,,1,34.6,,"","BB-19"
3580499,-21908,202202,162,25,"BB-19",3,69323,1,81.4,,2,,,,377,,,,,1,31.4,,"","BB-19"
3580500,-21908,202202,162,25,"BB-19",3,69323,1,102.1,,3,,,,854,,,,,1,38.8,,"","BB-19"
3580501,-21908,202202,162,25,"BB-19",3,69323,1,60.9,,2,,,,165,,,,,1,21.4,,"","BB-19"
3580502,-21908,202202,162,25,"BB-19",3,69323,1,98.5,,2,,,,746,,,,,1,37,,"","BB-19"
3580503,-21908,202202,162,25,"BB-19",3,69323,1,75.1,,2,,,,242,,,,,1,24.6,,"","BB-19"
3580504,-21908,202202,162,25,"BB-19",3,69323,1,113,,4,,,,1305,,,,,1,42,,"","BB-19"
3580505,-21908,202202,162,25,"BB-19",3,69323,1,75.7,,2,,,,301,,,,,1,26.9,,"","BB-19"
3580506,-21908,202202,162,25,"BB-19",3,69323,1,74.1,,2,,,,312,,,,,1,26.6,,"","BB-19"
3580507,-21908,202202,162,25,"BB-19",3,69323,1,64,,2,,,,179,,,,,1,23.3,,"","BB-19"
3580508,-21908,202202,162,25,"BB-19",3,69323,1,82,,2,,,,416,,,,,1,30.2,,"","BB-19"
3582797,-21947,202202,162,31,"BB-20",3,69323,1,61.7,,2,,,,184,,,,,1,,,"","BB-20"
3579459,-21903,202202,162,20,"DD-18",3,69323,1,143.4,,3,,,,2498,,,,,1,55.8,,"","DD-18"
3579460,-21903,202202,162,20,"DD-18",3,69323,1,118.1,,3,,,,1413,,,,,1,42.7,,"","DD-18"
3579461,-21903,202202,162,20,"DD-18",3,69323,1,71.3,,3,,,,287,,,,,1,25.6,,"","DD-18"
