"","CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION","YEAR","log.length","log.weight","Cooks_D","SC"
"150",1988178,-7134,201002,94,62,"",2,69322,1,87,NA,2,NA,NA,NA,506,NA,NA,NA,NA,1,27,NA,NA,"BB-05","2010",4.46590811865458,6.22653666928747,0.000199539024604964,"NS"
"151",1988179,-7134,201002,94,62,"",2,69322,1,75,NA,2,NA,NA,NA,324,NA,NA,NA,NA,1,21,NA,NA,"BB-05","2010",4.31748811353631,5.78074351579233,0.000361142042777696,"NS"
"159",1989614,-7149,201002,94,77,"",2,69322,1,83,NA,2,NA,NA,NA,456,NA,NA,NA,NA,1,25,NA,NA,"CC-05","2010",4.4188406077966,6.12249280951439,0.00124032069768486,"NS"
"160",1989615,-7149,201002,94,77,"",2,69322,1,89,NA,2,NA,NA,NA,566,NA,NA,NA,NA,1,26,NA,NA,"CC-05","2010",4.48863636973214,6.33859407820318,0.00142299825956951,"NS"
"161",1989616,-7149,201002,94,77,"",2,69322,1,86,NA,2,NA,NA,NA,432,NA,NA,NA,NA,1,26,NA,NA,"CC-05","2010",4.45434729625351,6.06842558824411,0.00270751529408179,"NS"
"162",1989617,-7149,201002,94,77,"",2,69322,1,96,NA,2,NA,NA,NA,730,NA,NA,NA,NA,1,30,NA,NA,"CC-05","2010",4.56434819146784,6.59304453414244,0.00282529084914657,"NS"
"163",1989618,-7149,201002,94,77,"",2,69322,1,86,NA,2,NA,NA,NA,488,NA,NA,NA,NA,1,27,NA,NA,"CC-05","2010",4.45434729625351,6.19031540585315,0.000187698400518705,"NS"
"164",1989619,-7149,201002,94,77,"",2,69322,1,107,NA,2,NA,NA,NA,964,NA,NA,NA,NA,1,34,NA,NA,"CC-05","2010",4.67282883446191,6.87109129461055,0.000457594166998208,"NS"
"165",1989620,-7149,201002,94,77,"",2,69322,1,113,NA,2,NA,NA,NA,1126,NA,NA,NA,NA,1,37,NA,NA,"CC-05","2010",4.72738781871234,7.02642680869964,0.000176700794247646,"NS"
"166",1989621,-7149,201002,94,77,"",2,69322,1,120,NA,2,NA,NA,NA,1302,NA,NA,NA,NA,1,38,NA,NA,"CC-05","2010",4.78749174278205,7.17165682276851,0.00028677410559191,"NS"
"167",1989622,-7149,201002,94,77,"",2,69322,1,98,NA,2,NA,NA,NA,824,NA,NA,NA,NA,1,31,NA,NA,"CC-05","2010",4.58496747867057,6.71417052990947,0.00803698980315339,"NS"
"168",1989623,-7149,201002,94,77,"",2,69322,1,97,NA,2,NA,NA,NA,702,NA,NA,NA,NA,1,30,NA,NA,"CC-05","2010",4.57471097850338,6.55393340402581,0.00011130679720103,"NS"
"169",1989624,-7149,201002,94,77,"",2,69322,1,101,NA,2,NA,NA,NA,808,NA,NA,NA,NA,1,32,NA,NA,"CC-05","2010",4.61512051684126,6.69456205852109,0.000445121431674619,"NS"
"170",1989625,-7149,201002,94,77,"",2,69322,1,106,NA,2,NA,NA,NA,840,NA,NA,NA,NA,1,32,NA,NA,"CC-05","2010",4.66343909411207,6.73340189183736,0.00267613584806407,"NS"
"173",1989628,-7149,201002,94,77,"",2,69322,1,29,NA,2,NA,NA,NA,16,NA,NA,NA,NA,1,8,NA,NA,"CC-05","2010",3.36729582998647,2.77258872223978,0.00153903752319837,"NS"
"174",3496562,-20667,202102,162,55,"BB-07",2,69322,1,55.7,NA,2,NA,NA,NA,123,NA,NA,NA,NA,1,15,NA,NA,"BB-07","2021",4.01998014693324,4.81218435537242,3.95373849639817e-05,"NS"
"182",3496594,-20670,202102,162,58,"BB-08",2,69322,1,81.6,NA,2,NA,NA,NA,349,NA,NA,NA,NA,1,26.1,NA,NA,"BB-08","2021",4.40182926197006,5.85507192220243,0.00583951002165314,"NS"
"183",3504564,-20660,202102,94,35,"CC-04",2,69322,1,76.9,NA,2,NA,NA,NA,284,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2021",4.3425058765116,5.64897423816121,0.00726730737275422,"NS"
"184",3504565,-20660,202102,94,35,"CC-04",2,69322,1,78.1,NA,2,NA,NA,NA,350,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2021",4.35799005684564,5.85793315448346,2.26409840263541e-05,"NS"
"185",3504566,-20660,202102,94,35,"CC-04",2,69322,1,96.6,NA,2,NA,NA,NA,620,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2021",4.57057874121847,6.42971947803914,0.00323815353939167,"NS"
"186",3504567,-20660,202102,94,35,"CC-04",2,69322,1,76.7,NA,2,NA,NA,NA,320,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2021",4.33990170837321,5.76832099579377,0.000465073316481176,"NS"
"187",3504568,-20660,202102,94,35,"CC-04",2,69322,1,95.7,NA,2,NA,NA,NA,606,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2021",4.56121829845891,6.40687998606931,0.00277793127169644,"NS"
"189",3504570,-20661,202102,94,36,"BB-04",2,69322,1,107.4,NA,2,NA,NA,NA,876,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.67656018207476,6.77536609093639,0.00265456342143205,"NS"
"190",3504571,-20661,202102,94,36,"BB-04",2,69322,1,118.2,NA,2,NA,NA,NA,1084,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.772378104972,6.98841318199959,0.0144797178854994,"NS"
"191",3504572,-20661,202102,94,36,"BB-04",2,69322,1,103.9,NA,2,NA,NA,NA,780,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.64342889810518,6.65929391968364,0.00343981287158509,"NS"
"192",3504573,-20661,202102,94,36,"BB-04",2,69322,1,105.9,NA,2,NA,NA,NA,780,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.66249525260736,6.65929391968364,0.00987439735850579,"NS"
"193",3504579,-20661,202102,94,36,"BB-04",2,69322,1,101.7,NA,2,NA,NA,NA,692,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.62202730305451,6.53958595561767,0.00838626867802714,"NS"
"194",3504580,-20661,202102,94,36,"BB-04",2,69322,1,84.8,NA,2,NA,NA,NA,396,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.44029554279786,5.98141421125448,0.00557519627248878,"NS"
"198",3496362,-20667,202102,162,55,"BB-07",2,69322,1,33.4,NA,2,NA,NA,NA,29,NA,NA,NA,NA,1,10,NA,NA,"BB-07","2021",3.50855589998265,3.36729582998647,0.0136935011334179,"NS"
"203",3496367,-20667,202102,162,55,"BB-07",2,69322,1,89.8,NA,2,NA,NA,NA,555,NA,NA,NA,NA,1,26.8,NA,NA,"BB-07","2021",4.49758497530815,6.31896811374643,0.000132946044751637,"NS"
"205",3503845,-20645,202102,94,32,"ZZ-02",2,69322,1,105.6,NA,2,NA,NA,NA,786,NA,NA,NA,NA,1,NA,NA,NA,"ZZ-02","2021",4.65965837127216,6.66695679242921,0.00775881770748617,"NS"
"206",3499052,-21015,202102,162,46,"CC-03",2,69322,1,52.3,NA,2,NA,NA,NA,103,NA,NA,NA,NA,1,14.6,NA,NA,"CC-03","2021",3.95699637107088,4.63472898822964,1.03161989035195e-05,"NS"
"207",3499053,-21015,202102,162,46,"CC-03",2,69322,1,106.4,NA,2,NA,NA,NA,882,NA,NA,NA,NA,1,35.7,NA,NA,"CC-03","2021",4.66720557690754,6.78219205600679,0.000724974057527609,"NS"
"212",3578476,-21866,202202,162,10,"DD-03",2,69322,1,21.3,NA,2,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,"DD-03","2022",3.05870707271538,1.79175946922805,0.00843190522081305,"NS"
"216",3590278,-21965,202202,94,44,"ZZ-04",2,69322,1,108,NA,2,NA,NA,NA,1040,NA,NA,NA,NA,1,NA,NA,NA,"ZZ-04","2022",4.68213122712422,6.94697599213542,0.00290811397159668,"NS"
"218",3587629,-21868,202202,94,15,"BB-05",2,69322,1,78.9,NA,2,NA,NA,NA,356,NA,NA,NA,NA,1,NA,NA,NA,"BB-05","2022",4.36818122785183,5.87493073085203,0.000146741954563334,"NS"
"221",3587669,-21881,202202,94,21,"CC-03",2,69322,1,93.5,NA,2,NA,NA,NA,758,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.53796143629464,6.63068338564237,0.014712354812652,"NS"
"222",3587670,-21881,202202,94,21,"CC-03",2,69322,1,112.9,NA,2,NA,NA,NA,1200,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.72650247115562,7.09007683577609,0.00373517525105075,"NS"
"223",3587671,-21881,202202,94,21,"CC-03",2,69322,1,114.9,NA,2,NA,NA,NA,1328,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.74406218485471,7.19142933003638,0.00940903595287523,"NS"
"224",3587672,-21881,202202,94,21,"CC-03",2,69322,1,111.6,NA,2,NA,NA,NA,1032,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.71492104994721,6.93925394604151,0.000462785604941986,"NS"
"226",3587793,-21879,202202,94,19,"BB-04",2,69322,1,119.5,NA,2,NA,NA,NA,1434,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2022",4.78331637137157,7.26822302115957,0.00452602919613443,"NS"
"227",3587794,-21879,202202,94,19,"BB-04",2,69322,1,109.5,NA,2,NA,NA,NA,1120,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2022",4.69592454925656,7.02108396428914,0.00588514748065554,"NS"
"15",3167180,-17405,201702,94,51,"BB-03",2,69322,1,116.9,NA,3,NA,NA,NA,1228,NA,NA,NA,NA,1,40.9,NA,NA,"BB-03","2017",4.76131886847802,7.11314210870709,0.00355236340863451,"OS"
"22",3166418,-17450,201702,94,45,"CC-03",2,69322,1,92.8,NA,3,NA,NA,NA,668,NA,NA,NA,NA,1,31.7,NA,NA,"CC-03","2017",4.53044663979215,6.50428817353665,3.47527220084323e-06,"OS"
"23",3166419,-17450,201702,94,45,"CC-03",2,69322,1,104.9,NA,3,NA,NA,NA,1192,NA,NA,NA,NA,1,34.6,NA,NA,"CC-03","2017",4.65300751540225,7.0833878476253,0.0201962839997356,"OS"
"24",3166420,-17450,201702,94,45,"CC-03",2,69322,1,122.2,NA,3,NA,NA,NA,1732,NA,NA,NA,NA,1,41.7,NA,NA,"CC-03","2017",4.8056590467375,7.45703208912238,0.0217631126719307,"OS"
"25",3166421,-17450,201702,94,45,"CC-03",2,69322,1,72.3,NA,3,NA,NA,NA,288,NA,NA,NA,NA,1,22.4,NA,NA,"CC-03","2017",4.28082412916472,5.66296048013595,0.0251688022650255,"OS"
"44",3342886,-19579,201902,162,14,"DD-02",2,69322,1,86.7,NA,3,NA,NA,NA,534,NA,NA,NA,NA,1,NA,NA,NA,"DD-02","2019",4.4624538837865,6.2803958389602,0.000495642506476039,"OS"
"45",3342887,-19579,201902,162,14,"DD-02",2,69322,1,75.2,NA,3,NA,NA,NA,372,NA,NA,NA,NA,1,NA,NA,NA,"DD-02","2019",4.32015123095579,5.91889385427315,0.000999161345706374,"OS"
"46",3342888,-19579,201902,162,14,"DD-02",2,69322,1,110.5,NA,3,NA,NA,NA,1172,NA,NA,NA,NA,1,NA,NA,NA,"DD-02","2019",4.70501552095781,7.06646697013696,0.00134453791606667,"OS"
"48",3221038,-18203,201802,162,214,"NBS-48",2,69322,1,124.3,NA,3,NA,NA,NA,1494,NA,NA,NA,NA,1,37,NA,NA,"NBS-48","2018",4.82269799851667,7.30921236569276,0.00295673753511628,"OS"
"49",3221037,-18203,201802,162,214,"NBS-48",2,69322,1,107.6,NA,3,NA,NA,NA,976,NA,NA,NA,NA,1,34.5,NA,NA,"NBS-48","2018",4.67842064772768,6.88346258641309,0.00146648896435091,"OS"
"60",3352439,-19738,201902,94,23,"BB-09",2,69322,1,129.6,NA,3,NA,NA,NA,1638,NA,NA,NA,NA,1,NA,NA,NA,"BB-09","2019",4.86445278391817,7.40123126441302,0.00956652068434251,"OS"
"78",3353345,-19782,201902,94,48,"AA-03",2,69322,1,85.8,NA,3,NA,NA,NA,510,NA,NA,NA,NA,1,NA,NA,NA,"AA-03","2019",4.45201900649392,6.23441072571837,0.00126970937185159,"OS"
"79",3353346,-19782,201902,94,48,"AA-03",2,69322,1,68.9,NA,3,NA,NA,NA,280,NA,NA,NA,NA,1,NA,NA,NA,"AA-03","2019",4.23265617801961,5.63478960316925,2.06126605468079e-05,"OS"
"107",3354156,-19781,201902,94,47,"BB-03",2,69322,1,117.6,NA,3,NA,NA,NA,1538,NA,NA,NA,NA,1,NA,NA,NA,"BB-03","2019",4.76728903546453,7.33823815006559,0.0155380158867575,"OS"
"113",3344252,-19582,201902,162,17,"FF-01",2,69322,1,98.5,NA,3,NA,NA,NA,825,NA,NA,NA,NA,1,NA,NA,NA,"FF-01","2019",4.59005654817804,6.71538338633468,0.000442307067116522,"OS"
"119",3345432,-19579,201902,162,14,"DD-02",2,69322,1,71.7,NA,3,NA,NA,NA,280,NA,NA,NA,NA,1,NA,NA,NA,"DD-02","2019",4.27249074760558,5.63478960316925,0.0281706610603229,"OS"
"120",3345433,-19579,201902,162,14,"DD-02",2,69322,1,73,NA,3,NA,NA,NA,350,NA,NA,NA,NA,1,NA,NA,NA,"DD-02","2019",4.29045944114839,5.85793315448346,0.00474653233757048,"OS"
"121",3345275,-19505,201902,162,11,"CC-04",2,69322,1,133.8,NA,4,NA,NA,NA,1902,NA,NA,NA,NA,1,NA,NA,NA,"CC-04","2019",4.89634614769413,7.55066124310534,0.00107490510554013,"OS"
"128",1988693,-7137,201002,94,65,"",2,69322,1,107,NA,3,NA,NA,NA,1058,NA,NA,NA,NA,1,36,NA,NA,"BB-07","2010",4.67282883446191,6.96413561241824,0.00078605668191442,"OS"
"129",1988694,-7137,201002,94,65,"",2,69322,1,110,NA,3,NA,NA,NA,1032,NA,NA,NA,NA,1,35,NA,NA,"BB-07","2010",4.70048036579242,6.93925394604151,0.00219584794528621,"OS"
"133",1988708,-7140,201002,94,68,"",2,69322,1,109,NA,3,NA,NA,NA,1090,NA,NA,NA,NA,1,37,NA,NA,"BB-08","2010",4.69134788222914,6.99393297522319,0.000146829012060442,"OS"
"134",1988709,-7140,201002,94,68,"",2,69322,1,76,NA,3,NA,NA,NA,356,NA,NA,NA,NA,1,22,NA,NA,"BB-08","2010",4.33073334028633,5.87493073085203,0.00340681236070937,"OS"
"135",1988710,-7140,201002,94,68,"",2,69322,1,114,NA,4,NA,NA,NA,1248,NA,NA,NA,NA,1,36,NA,NA,"BB-08","2010",4.7361984483945,7.12929754892937,0.000302179356321778,"OS"
"136",1988715,-7141,201002,94,69,"",2,69322,1,114,NA,3,NA,NA,NA,1300,NA,NA,NA,NA,1,39,NA,NA,"BB-09","2010",4.7361984483945,7.17011954344963,0.00254478638923523,"OS"
"138",1988514,-7133,201002,94,61,"",2,69322,1,113,NA,3,NA,NA,NA,1144,NA,NA,NA,NA,1,36,NA,NA,"BB-04","2010",4.72738781871234,7.04228617193974,0.000985821887189147,"OS"
"139",1977579,-7077,201002,94,5,"",2,69322,1,115,NA,4,NA,NA,NA,1350,NA,NA,NA,NA,1,NA,NA,NA,"T-01","2010",4.74493212836325,7.20785987143248,0.00384599487450502,"OS"
"140",1988942,-7128,201002,94,56,"",2,69322,1,103,NA,3,NA,NA,NA,866,NA,NA,NA,NA,1,33,NA,NA,"Y-04","2010",4.63472898822964,6.76388490856244,0.000907045081650855,"OS"
"144",1988952,-7131,201002,94,59,"",2,69322,1,92,NA,3,NA,NA,NA,692,NA,NA,NA,NA,1,29,NA,NA,"AA-05","2010",4.52178857704904,6.53958595561767,0.00150486408826067,"OS"
"145",1988953,-7131,201002,94,59,"",2,69322,1,128,NA,4,NA,NA,NA,1740,NA,NA,NA,NA,1,43,NA,NA,"AA-05","2010",4.85203026391962,7.46164039220858,0.000329714860351584,"OS"
"146",1988954,-7131,201002,94,59,"",2,69322,1,86,NA,3,NA,NA,NA,456,NA,NA,NA,NA,1,25,NA,NA,"AA-05","2010",4.45434729625351,6.12249280951439,0.0172740269812427,"OS"
"147",1988175,-7134,201002,94,62,"",2,69322,1,103,NA,3,NA,NA,NA,894,NA,NA,NA,NA,1,32,NA,NA,"BB-05","2010",4.63472898822964,6.79570577517351,0.000100488754432676,"OS"
"148",1988176,-7134,201002,94,62,"",2,69322,1,96,NA,3,NA,NA,NA,762,NA,NA,NA,NA,1,29,NA,NA,"BB-05","2010",4.56434819146784,6.63594655568665,0.000347648039677129,"OS"
"149",1988177,-7134,201002,94,62,"",2,69322,1,100,NA,3,NA,NA,NA,820,NA,NA,NA,NA,1,30,NA,NA,"BB-05","2010",4.60517018598809,6.7093043402583,9.66234107257324e-05,"OS"
"152",1988180,-7134,201002,94,62,"",2,69322,1,109,NA,3,NA,NA,NA,1112,NA,NA,NA,NA,1,34,NA,NA,"BB-05","2010",4.69134788222914,7.01391547481053,0.000692875396682805,"OS"
"155",1989610,-7149,201002,94,77,"",2,69322,1,103,NA,3,NA,NA,NA,876,NA,NA,NA,NA,1,33,NA,NA,"CC-05","2010",4.63472898822964,6.77536609093639,0.000522926157549329,"OS"
"156",1989611,-7149,201002,94,77,"",2,69322,1,94,NA,3,NA,NA,NA,692,NA,NA,NA,NA,1,29,NA,NA,"CC-05","2010",4.54329478227,6.53958595561767,1.05237642732425e-05,"OS"
"157",1989612,-7149,201002,94,77,"",2,69322,1,112,NA,4,NA,NA,NA,1124,NA,NA,NA,NA,1,34,NA,NA,"CC-05","2010",4.71849887129509,7.02464903045364,0.000585072691957279,"OS"
"158",1989613,-7149,201002,94,77,"",2,69322,1,93,NA,3,NA,NA,NA,604,NA,NA,NA,NA,1,27,NA,NA,"CC-05","2010",4.53259949315326,6.40357419793482,0.00519777980055663,"OS"
"171",1989626,-7149,201002,94,77,"",2,69322,1,112,NA,3,NA,NA,NA,1178,NA,NA,NA,NA,1,36,NA,NA,"CC-05","2010",4.71849887129509,7.07157336421153,0.000140028961155765,"OS"
"172",1989627,-7149,201002,94,77,"",2,69322,1,141,NA,4,NA,NA,NA,2162,NA,NA,NA,NA,1,44,NA,NA,"CC-05","2010",4.94875989037817,7.67878899819915,0.00580536193206009,"OS"
"181",3496593,-20670,202102,162,58,"BB-08",2,69322,1,91.7,NA,3,NA,NA,NA,578,NA,NA,NA,NA,1,27.9,NA,NA,"BB-08","2021",4.51852237926242,6.35957386867238,0.00582048697607957,"OS"
"188",3504569,-20661,202102,94,36,"BB-04",2,69322,1,101.2,NA,3,NA,NA,NA,720,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2021",4.61709875685337,6.5792512120101,0.0125535970925573,"OS"
"195",3496359,-20667,202102,162,55,"BB-07",2,69322,1,69.9,NA,3,NA,NA,NA,295,NA,NA,NA,NA,1,16.2,NA,NA,"BB-07","2021",4.24706564923976,5.68697535633982,0.000119302165690777,"OS"
"196",3496360,-20667,202102,162,55,"BB-07",2,69322,1,85,NA,3,NA,NA,NA,525,NA,NA,NA,NA,1,27.2,NA,NA,"BB-07","2021",4.44265125649032,6.26339826259162,0.000111977892138747,"OS"
"197",3496361,-20667,202102,162,55,"BB-07",2,69322,1,90.1,NA,3,NA,NA,NA,573,NA,NA,NA,NA,1,28.3,NA,NA,"BB-07","2021",4.50092016461429,6.35088571671474,0.00245112423509259,"OS"
"199",3496363,-20667,202102,162,55,"BB-07",2,69322,1,105.1,NA,3,NA,NA,NA,903,NA,NA,NA,NA,1,33.6,NA,NA,"BB-07","2021",4.65491227788291,6.80572255341699,0.0017895388366929,"OS"
"200",3496364,-20667,202102,162,55,"BB-07",2,69322,1,89.4,NA,3,NA,NA,NA,512,NA,NA,NA,NA,1,26.5,NA,NA,"BB-07","2021",4.49312068217947,6.23832462503951,0.013314247821311,"OS"
"201",3496365,-20667,202102,162,55,"BB-07",2,69322,1,78.1,NA,3,NA,NA,NA,390,NA,NA,NA,NA,1,23.1,NA,NA,"BB-07","2021",4.35799005684564,5.96614673912369,0.00168066778306368,"OS"
"202",3496366,-20667,202102,162,55,"BB-07",2,69322,1,74.8,NA,3,NA,NA,NA,349,NA,NA,NA,NA,1,21.6,NA,NA,"BB-07","2021",4.31481788498043,5.85507192220243,0.000785662620423947,"OS"
"204",3496117,-21018,202102,162,49,"AA-04",2,69322,1,95,NA,3,NA,NA,NA,715,NA,NA,NA,NA,1,30.3,NA,NA,"AA-04","2021",4.55387689160054,6.57228254269401,4.20616648381966e-06,"OS"
"209",3578465,-21861,202202,162,12,"EE-02",2,69322,1,91.7,NA,3,NA,NA,NA,721,NA,NA,NA,NA,1,32.2,NA,NA,"EE-02","2022",4.51852237926242,6.58063913728495,0.00537603116853387,"OS"
"210",3578466,-21861,202202,162,12,"EE-02",2,69322,1,95.2,NA,3,NA,NA,NA,625,NA,NA,NA,NA,1,20.9,NA,NA,"EE-02","2022",4.55597994179732,6.4377516497364,0.00824644583053963,"OS"
"211",3578467,-21861,202202,162,12,"EE-02",2,69322,1,107.5,NA,3,NA,NA,NA,1042,NA,NA,NA,NA,1,34.4,NA,NA,"EE-02","2022",4.67749084756772,6.94889722231331,7.31815849624772e-05,"OS"
"213",3578544,-21865,202202,162,9,"CC-04",2,69322,1,88.5,NA,3,NA,NA,NA,644,NA,NA,NA,NA,1,29.6,NA,NA,"CC-04","2022",4.48300255201388,6.46769872610435,0.00541882853591471,"OS"
"214",3578545,-21865,202202,162,9,"CC-04",2,69322,1,85.1,NA,3,NA,NA,NA,472,NA,NA,NA,NA,1,25.5,NA,NA,"CC-04","2022",4.44382703557933,6.15697898558556,0.0066072641954478,"OS"
"215",3591080,-21944,202202,94,42,"AA-04",2,69322,1,129.2,NA,3,NA,NA,NA,1594,NA,NA,NA,NA,1,NA,NA,NA,"AA-04","2022",4.8613615913485,7.37400185935016,0.0140835285583198,"OS"
"217",3590279,-21965,202202,94,44,"ZZ-04",2,69322,1,105.3,NA,3,NA,NA,NA,970,NA,NA,NA,NA,1,NA,NA,NA,"ZZ-04","2022",4.65681341913993,6.87729607149743,6.56568209429826e-07,"OS"
"219",3587630,-21868,202202,94,15,"BB-05",2,69322,1,99.7,NA,3,NA,NA,NA,808,NA,NA,NA,NA,1,NA,NA,NA,"BB-05","2022",4.60216567696779,6.69456205852109,0.000181991944986721,"OS"
"220",3587668,-21881,202202,94,21,"CC-03",2,69322,1,98.2,NA,3,NA,NA,NA,872,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.58700621536042,6.77078942390898,0.00367114148795594,"OS"
"225",3587673,-21881,202202,94,21,"CC-03",2,69322,1,107.3,NA,3,NA,NA,NA,1026,NA,NA,NA,NA,1,NA,NA,NA,"CC-03","2022",4.67562864963665,6.93342302573071,2.75489736348526e-06,"OS"
"228",3587795,-21879,202202,94,19,"BB-04",2,69322,1,116.3,NA,3,NA,NA,NA,1278,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2022",4.75617305952462,7.15305163493748,0.00012752861321903,"OS"
"229",3587796,-21879,202202,94,19,"BB-04",2,69322,1,108.3,NA,3,NA,NA,NA,946,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2022",4.68490515400694,6.85224256905188,0.0054729897261932,"OS"
"230",3587797,-21879,202202,94,19,"BB-04",2,69322,1,102,NA,3,NA,NA,NA,884,NA,NA,NA,NA,1,NA,NA,NA,"BB-04","2022",4.62497281328427,6.78445706263764,7.20313162236954e-07,"OS"
