"","CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION","YEAR","log.length","log.weight","Cooks_D","SC"
"86",1981820,-7097,201002,94,25,"",3,69323,1,93,NA,2,NA,NA,NA,492,NA,NA,NA,NA,1,32,NA,NA,"BB-21","2010",4.53259949315326,6.19847871649231,0.0290792649775401,"NS"
"87",1981821,-7097,201002,94,25,"",3,69323,1,80,NA,2,NA,NA,NA,406,NA,NA,NA,NA,1,29,NA,NA,"BB-21","2010",4.38202663467388,6.00635315960173,0.000745632369498672,"NS"
"88",1981822,-7097,201002,94,25,"",3,69323,1,83,NA,2,NA,NA,NA,406,NA,NA,NA,NA,1,29,NA,NA,"BB-21","2010",4.4188406077966,6.00635315960173,0.00267757320119374,"NS"
"89",1981823,-7097,201002,94,25,"",3,69323,1,104,NA,2,NA,NA,NA,866,NA,NA,NA,NA,1,33,NA,NA,"BB-21","2010",4.64439089914137,6.76388490856244,0.000791504442287983,"NS"
"90",1985554,-7111,201002,94,39,"",3,69323,1,104,NA,2,NA,NA,NA,1026,NA,NA,NA,NA,1,38,NA,NA,"DD-18","2010",4.64439089914137,6.93342302573071,0.0119521276432733,"NS"
"92",1987982,-7121,201002,94,49,"",3,69323,1,110,NA,2,NA,NA,NA,1032,NA,NA,NA,NA,1,42,NA,NA,"CC-03","2010",4.70048036579242,6.93925394604151,0.00110793067801995,"NS"
"93",1978345,-7095,201002,94,23,"",3,69323,1,119,NA,2,NA,NA,NA,1272,NA,NA,NA,NA,1,44,NA,NA,"BB-19","2010",4.77912349311153,7.14834574390007,0.00641316939061935,"NS"
"94",1978349,-7095,201002,94,23,"",3,69323,1,100,NA,2,NA,NA,NA,880,NA,NA,NA,NA,1,37,NA,NA,"BB-19","2010",4.60517018598809,6.77992190747225,0.00647149239180496,"NS"
"95",1978350,-7095,201002,94,23,"",3,69323,1,91,NA,2,NA,NA,NA,668,NA,NA,NA,NA,1,28,NA,NA,"BB-19","2010",4.51085950651685,6.50428817353665,0.00774782115653882,"NS"
"97",1981049,-7102,201002,94,30,"",3,69323,1,43,NA,2,NA,NA,NA,56,NA,NA,NA,NA,1,NA,NA,NA,"CC-20","2010",3.76120011569356,4.02535169073515,0.00258704991639895,"NS"
"98",3492381,-20630,202102,162,22,"BB-22",3,69323,1,82.9,NA,2,NA,NA,NA,434,NA,NA,NA,NA,1,27.4,NA,NA,"BB-22","2021",4.41763506214125,6.07304453410041,1.91687368472255e-05,"NS"
"99",3492382,-20630,202102,162,22,"BB-22",3,69323,1,78.7,NA,2,NA,NA,NA,410,NA,NA,NA,NA,1,27.3,NA,NA,"BB-22","2021",4.36564315542336,6.01615715969835,0.0050192526161257,"NS"
"100",3491113,-20616,202102,162,15,"ZZ-24",3,69323,1,57.5,NA,2,NA,NA,NA,135,NA,NA,NA,NA,1,11.1,NA,NA,"ZZ-24","2021",4.0517849478033,4.90527477843843,0.000280357702528772,"NS"
"101",3493373,-20632,202102,162,24,"BB-20",3,69323,1,87.6,NA,2,NA,NA,NA,461,NA,NA,NA,NA,1,31.1,NA,NA,"BB-20","2021",4.47278099794235,6.13339804299665,0.0065536526886372,"NS"
"102",3492868,-20632,202102,162,24,"BB-20",3,69323,1,76.9,NA,2,NA,NA,NA,361,NA,NA,NA,NA,1,30,NA,NA,"BB-20","2021",4.3425058765116,5.88887795833288,0.00116094072227577,"NS"
"103",3495237,-20648,202102,162,33,"FF-18",3,69323,1,65.5,NA,2,NA,NA,NA,181,NA,NA,NA,NA,1,19.4,NA,NA,"FF-18","2021",4.18205014264121,5.19849703126583,0.0155735727245221,"NS"
"105",3495239,-20648,202102,162,33,"FF-18",3,69323,1,58.7,NA,2,NA,NA,NA,135,NA,NA,NA,NA,1,17.4,NA,NA,"FF-18","2021",4.07243972683405,4.90527477843843,0.00820672383588512,"NS"
"106",3495240,-20648,202102,162,33,"FF-18",3,69323,1,79.2,NA,2,NA,NA,NA,338,NA,NA,NA,NA,1,21.1,NA,NA,"FF-18","2021",4.37197629882038,5.82304589548302,0.0060117571468916,"NS"
"107",3493684,-20635,202102,162,27,"CC-20",3,69323,1,71.7,NA,2,NA,NA,NA,259,NA,NA,NA,NA,1,27.8,NA,NA,"CC-20","2021",4.27249074760558,5.55682806169954,0.00245959627302251,"NS"
"108",3503090,-20628,202102,94,27,"BB-19",3,69323,1,77,NA,2,NA,NA,NA,294,NA,NA,NA,NA,1,NA,NA,NA,"BB-19","2021",4.34380542185368,5.68357976733868,0.0134123333932823,"NS"
"109",3503091,-20628,202102,94,27,"BB-19",3,69323,1,136.7,NA,2,NA,NA,NA,1982,NA,NA,NA,NA,1,NA,NA,NA,"BB-19","2021",4.9177887437299,7.59186171488993,0.009443556757908,"NS"
"110",3503092,-20628,202102,94,27,"BB-19",3,69323,1,85.7,NA,2,NA,NA,NA,412,NA,NA,NA,NA,1,NA,NA,NA,"BB-19","2021",4.45085282560373,6.02102334934953,0.0119493324017165,"NS"
"111",3499009,-20655,202102,162,40,"FF-01",3,69323,1,61.7,NA,2,NA,NA,NA,190,NA,NA,NA,NA,1,20.6,NA,NA,"FF-01","2021",4.12228393091134,5.24702407216049,0.011673386577268,"NS"
"113",3581065,-21911,202202,162,28,"DD-20",3,69323,1,84.6,NA,2,NA,NA,NA,484,NA,NA,NA,NA,1,30.6,NA,NA,"DD-20","2022",4.43793426661218,6.18208490671663,0.000649617447081979,"NS"
"114",3581066,-21911,202202,162,28,"DD-20",3,69323,1,79.3,NA,2,NA,NA,NA,435,NA,NA,NA,NA,1,28.2,NA,NA,"DD-20","2022",4.3732381286408,6.07534603108868,0.00895984814044723,"NS"
"118",3580046,-21899,202202,162,16,"EE-19",3,69323,1,68.9,NA,2,NA,NA,NA,215,NA,NA,NA,NA,1,23.7,NA,NA,"EE-19","2022",4.23265617801961,5.37063802812766,0.010810643947606,"NS"
"119",3581472,-21946,202202,162,30,"CC-20",3,69323,1,52.3,NA,2,NA,NA,NA,96,NA,NA,NA,NA,1,NA,NA,NA,"CC-20","2022",3.95699637107088,4.56434819146784,0.00571169377598041,"NS"
"120",3581473,-21946,202202,162,30,"CC-20",3,69323,1,76.9,NA,2,NA,NA,NA,312,NA,NA,NA,NA,1,NA,NA,NA,"CC-20","2022",4.3425058765116,5.74300318780948,0.00496456581847284,"NS"
"124",3579689,-21863,202202,162,14,"FF-01",3,69323,1,73.1,NA,2,NA,NA,NA,321,NA,NA,NA,NA,1,24.4,NA,NA,"FF-01","2022",4.29182836675573,5.77144112313002,0.0048813693924306,"NS"
"125",3579690,-21863,202202,162,14,"FF-01",3,69323,1,68.1,NA,2,NA,NA,NA,214,NA,NA,NA,NA,1,21.7,NA,NA,"FF-01","2022",4.22097721315547,5.36597601502185,0.00609555742419149,"NS"
"126",3579691,-21863,202202,162,14,"FF-01",3,69323,1,112.4,NA,2,NA,NA,NA,1198,NA,NA,NA,NA,1,41,NA,NA,"FF-01","2022",4.72206393745959,7.08840877867539,0.00164255887930417,"NS"
"128",3580495,-21908,202202,162,25,"BB-19",3,69323,1,90.4,NA,2,NA,NA,NA,510,NA,NA,NA,NA,1,33.6,NA,NA,"BB-19","2022",4.50424426739813,6.23441072571837,0.00660709264038945,"NS"
"129",3580496,-21908,202202,162,25,"BB-19",3,69323,1,81.3,NA,2,NA,NA,NA,347,NA,NA,NA,NA,1,28.5,NA,NA,"BB-19","2022",4.39814601655377,5.84932477994686,0.0130944050910938,"NS"
"130",3580497,-21908,202202,162,25,"BB-19",3,69323,1,87.7,NA,2,NA,NA,NA,513,NA,NA,NA,NA,1,31.4,NA,NA,"BB-19","2022",4.47392189937814,6.24027584517077,0.000141283431749432,"NS"
"132",3580499,-21908,202202,162,25,"BB-19",3,69323,1,81.4,NA,2,NA,NA,NA,377,NA,NA,NA,NA,1,31.4,NA,NA,"BB-19","2022",4.39937527300849,5.93224518744801,0.0036839727969638,"NS"
"134",3580501,-21908,202202,162,25,"BB-19",3,69323,1,60.9,NA,2,NA,NA,NA,165,NA,NA,NA,NA,1,21.4,NA,NA,"BB-19","2022",4.10923317471585,5.10594547390058,2.09828910428012e-05,"NS"
