"","CRAB_ID","HAULJOIN","CRUISE","VESSEL","HAUL","STATION","SPECIES_KFRC","SPECIES_CODE","SEX","LENGTH","WIDTH","SHELL_CONDITION","EGG_COLOR","EGG_CONDITION","CLUTCH_SIZE","WEIGHT","DISEASE_CODE","DISEASE_DORSAL","DISEASE_VENTRAL","DISEASE_LEGS","SAMPLING_FACTOR","CHELA_HEIGHT","MERUS_LENGTH","COMMENTS","GIS_STATION","YEAR","log.width","log.weight","Cooks_D","SC"
"595",3351629,-19840,201902,162,75,"R-21",7,68580,2,NA,48,2,4,1,5,44,NA,NA,NA,NA,1.77969,NA,NA,NA,"R-21","2019",3.87120101090789,3.78418963391826,0.00206155267594411,"NS"
"596",3351630,-19840,201902,162,75,"R-21",7,68580,2,NA,51.3,2,4,1,5,54,NA,NA,NA,NA,1.77969,NA,NA,NA,"R-21","2019",3.93769075217672,3.98898404656427,0.00231223112157279,"NS"
"597",3351631,-19840,201902,162,75,"R-21",7,68580,2,NA,54.3,2,4,1,5,56,NA,NA,NA,NA,1.77969,NA,NA,NA,"R-21","2019",3.99452422693989,4.02535169073515,8.8306543861936e-06,"NS"
"598",3351632,-19840,201902,162,75,"R-21",7,68580,2,NA,51,2,4,1,5,48,NA,NA,NA,NA,1.77969,NA,NA,NA,"R-21","2019",3.93182563272433,3.87120101090789,0.000138039524195138,"NS"
"599",3351633,-19840,201902,162,75,"R-21",7,68580,2,NA,49.2,2,4,1,5,48,NA,NA,NA,NA,1.77969,NA,NA,NA,"R-21","2019",3.89589362349826,3.87120101090789,0.00238779657571794,"NS"
"605",3354430,-19503,201902,94,8,"T-21",7,68580,2,NA,47.1,2,4,1,5,38,NA,NA,NA,NA,12.47367,NA,NA,NA,"T-21","2019",3.85227300102237,3.63758615972639,0.000124594176120786,"NS"
"606",3354431,-19503,201902,94,8,"T-21",7,68580,2,NA,58.9,2,4,1,5,72,NA,NA,NA,NA,12.47367,NA,NA,NA,"T-21","2019",4.07584109065754,4.27666611901606,0.00021428725584979,"NS"
"607",3354432,-19503,201902,94,8,"T-21",7,68580,2,NA,49.9,2,4,1,5,44,NA,NA,NA,NA,12.47367,NA,NA,NA,"T-21","2019",3.91002100275747,3.78418963391826,9.19739089100655e-06,"NS"
"608",3354433,-19503,201902,94,8,"T-21",7,68580,2,NA,54.6,2,4,1,5,56,NA,NA,NA,NA,12.47367,NA,NA,NA,"T-21","2019",4.00003388275086,4.02535169073515,1.43398223552349e-05,"NS"
"609",3354434,-19503,201902,94,8,"T-21",7,68580,2,NA,46.9,2,4,1,5,40,NA,NA,NA,NA,12.47367,NA,NA,NA,"T-21","2019",3.84801767545223,3.68887945411394,0.00138520723995134,"NS"
"610",3351465,-19835,201902,162,74,"S-21",7,68580,2,NA,56.6,2,4,1,5,66,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",4.03600898520914,4.18965474202643,0.000681105343513143,"NS"
"611",3351466,-19835,201902,162,74,"S-21",7,68580,2,NA,56,2,4,1,5,60,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",4.02535169073515,4.0943445622221,3.57084100752966e-05,"NS"
"612",3351467,-19835,201902,162,74,"S-21",7,68580,2,NA,51.2,2,4,1,5,50,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",3.93573953204546,3.91202300542815,0.000501707066282681,"NS"
"613",3351468,-19835,201902,162,74,"S-21",7,68580,2,NA,46.3,2,4,1,5,36,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",3.83514196109219,3.58351893845611,9.62581236817581e-05,"NS"
"614",3351469,-19835,201902,162,74,"S-21",7,68580,2,NA,54.6,2,4,1,5,56,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",4.00003388275086,4.02535169073515,1.43398223552349e-05,"NS"
"625",3353043,-19497,201902,94,2,"U-24",7,68580,2,NA,52,2,4,1,4,50,NA,NA,NA,NA,18.67004,NA,NA,NA,"U-24","2019",3.95124371858143,3.91202300542815,4.39666086977488e-05,"NS"
"626",3353044,-19497,201902,94,2,"U-24",7,68580,2,NA,50.8,2,4,1,5,48,NA,NA,NA,NA,18.67004,NA,NA,NA,"U-24","2019",3.92789635458444,3.87120101090789,0.000246986849920176,"NS"
"627",3353045,-19497,201902,94,2,"U-24",7,68580,2,NA,56.3,2,4,1,5,60,NA,NA,NA,NA,18.67004,NA,NA,NA,"U-24","2019",4.03069453514564,4.0943445622221,0.000185295904394643,"NS"
"628",3353046,-19497,201902,94,2,"U-24",7,68580,2,NA,52.6,2,4,1,5,46,NA,NA,NA,NA,18.67004,NA,NA,NA,"U-24","2019",3.96271611974366,3.8286413964891,0.00138874034453514,"NS"
"629",3353047,-19497,201902,94,2,"U-24",7,68580,2,NA,50.8,2,4,1,5,50,NA,NA,NA,NA,18.67004,NA,NA,NA,"U-24","2019",3.92789635458444,3.91202300542815,0.00091314572735996,"NS"
"642",3350871,-19802,201902,162,54,"X-24",7,68580,2,NA,48.2,2,4,1,5,36,NA,NA,NA,NA,1,NA,NA,NA,"X-24","2019",3.87535902105655,3.58351893845611,0.00119873377882584,"NS"
"643",3350872,-19802,201902,162,54,"X-24",7,68580,2,NA,50.6,2,4,1,5,44,NA,NA,NA,NA,1,NA,NA,NA,"X-24","2019",3.92395157629342,3.78418963391826,0.000124161242106252,"NS"
"644",3350873,-19802,201902,162,54,"X-24",7,68580,2,NA,49.6,2,4,1,5,42,NA,NA,NA,NA,1,NA,NA,NA,"X-24","2019",3.90399083373088,3.73766961828337,5.38808602395939e-05,"NS"
"645",3350874,-19802,201902,162,54,"X-24",7,68580,2,NA,53.4,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"X-24","2019",3.97781074596615,3.91202300542815,0.000536167766723936,"NS"
"646",3350875,-19802,201902,162,54,"X-24",7,68580,2,NA,47,2,4,1,5,36,NA,NA,NA,NA,1,NA,NA,NA,"X-24","2019",3.85014760171006,3.58351893845611,6.64893946939036e-05,"NS"
"647",3350900,-19803,201902,162,55,"X-23",7,68580,2,NA,53.8,2,4,1,5,56,NA,NA,NA,NA,1,NA,NA,NA,"X-23","2019",3.98527346716774,4.02535169073515,0.000187809926463639,"NS"
"648",3350901,-19803,201902,162,55,"X-23",7,68580,2,NA,55.3,2,4,1,5,66,NA,NA,NA,NA,1,NA,NA,NA,"X-23","2019",4.01277290852829,4.18965474202643,0.00291340690299778,"NS"
"651",3350144,-19791,201902,162,52,"X-26",7,68580,2,NA,47.8,2,4,1,5,40,NA,NA,NA,NA,4.70342,NA,NA,NA,"X-26","2019",3.86702563949741,3.68887945411394,0.000197642822376598,"NS"
"652",3350145,-19791,201902,162,52,"X-26",7,68580,2,NA,50.3,2,4,1,5,50,NA,NA,NA,NA,4.70342,NA,NA,NA,"X-26","2019",3.91800507710569,3.91202300542815,0.00161075130189946,"NS"
"653",3350146,-19791,201902,162,52,"X-26",7,68580,2,NA,49.7,2,4,1,5,46,NA,NA,NA,NA,4.70342,NA,NA,NA,"X-26","2019",3.90600493310258,3.8286413964891,0.00052524254736431,"NS"
"654",3350147,-19791,201902,162,52,"X-26",7,68580,2,NA,51.1,2,4,1,5,48,NA,NA,NA,NA,4.70342,NA,NA,NA,"X-26","2019",3.93378449720966,3.87120101090789,9.53450288119589e-05,"NS"
"655",3350148,-19791,201902,162,52,"X-26",7,68580,2,NA,54.3,2,4,1,5,56,NA,NA,NA,NA,4.70342,NA,NA,NA,"X-26","2019",3.99452422693989,4.02535169073515,8.8306543861936e-06,"NS"
"666",3353976,-19504,201902,94,9,"U-21",7,68580,2,NA,43.5,2,4,1,5,28,NA,NA,NA,NA,8.9323,NA,NA,NA,"U-21","2019",3.77276093809464,3.3322045101752,0.000742605399432342,"NS"
"667",3353977,-19504,201902,94,9,"U-21",7,68580,2,NA,50.1,2,4,1,5,48,NA,NA,NA,NA,8.9323,NA,NA,NA,"U-21","2019",3.91402100809082,3.87120101090789,0.000884865898390144,"NS"
"668",3353978,-19504,201902,94,9,"U-21",7,68580,2,NA,48.1,2,4,1,5,40,NA,NA,NA,NA,8.9323,NA,NA,NA,"U-21","2019",3.87328217711172,3.68887945411394,4.97834776069532e-05,"NS"
"669",3353979,-19504,201902,94,9,"U-21",7,68580,2,NA,45.7,2,4,1,5,32,NA,NA,NA,NA,8.9323,NA,NA,NA,"U-21","2019",3.82209829790016,3.46573590279973,0.000668850865044867,"NS"
"670",3353980,-19504,201902,94,9,"U-21",7,68580,2,NA,58.3,2,4,1,5,68,NA,NA,NA,NA,8.9323,NA,NA,NA,"U-21","2019",4.06560209335645,4.21950770517611,2.74688450199075e-06,"NS"
"671",3350200,-19847,201902,162,42,"AA-23",7,68580,2,NA,52.5,2,4,1,5,52,NA,NA,NA,NA,5.37005,NA,NA,NA,"AA-23","2019",3.96081316959758,3.95124371858143,0.000125792548219998,"NS"
"672",3350201,-19847,201902,162,42,"AA-23",7,68580,2,NA,54.4,2,4,1,5,62,NA,NA,NA,NA,5.37005,NA,NA,NA,"AA-23","2019",3.9963641538619,4.12713438504509,0.00193693297778593,"NS"
"673",3350202,-19847,201902,162,42,"AA-23",7,68580,2,NA,50.3,2,4,1,5,44,NA,NA,NA,NA,5.37005,NA,NA,NA,"AA-23","2019",3.91800507710569,3.78418963391826,2.58262165092058e-05,"NS"
"674",3350203,-19847,201902,162,42,"AA-23",7,68580,2,NA,51.7,2,4,1,5,52,NA,NA,NA,NA,5.37005,NA,NA,NA,"AA-23","2019",3.94545778151438,3.95124371858143,0.000721813462816299,"NS"
"675",3350204,-19847,201902,162,42,"AA-23",7,68580,2,NA,52.8,2,4,1,5,54,NA,NA,NA,NA,5.37005,NA,NA,NA,"AA-23","2019",3.96651119071222,3.98898404656427,0.000383780040231164,"NS"
"686",3350717,-19779,201902,162,41,"BB-22",7,68580,2,NA,57.6,2,4,1,5,62,NA,NA,NA,NA,1,NA,NA,NA,"BB-22","2019",4.05352256770185,4.12713438504509,0.00106330994596916,"NS"
"687",3350718,-19779,201902,162,41,"BB-22",7,68580,2,NA,69,2,4,1,5,112,NA,NA,NA,NA,1,NA,NA,NA,"BB-22","2019",4.23410650459726,4.71849887129509,0.00015166371594755,"NS"
"711",3353842,-19502,201902,94,7,"T-22",7,68580,2,NA,51.7,2,4,1,5,48,NA,NA,NA,NA,4.73929,NA,NA,NA,"T-22","2019",3.94545778151438,3.87120101090789,5.08321578280459e-06,"NS"
"712",3353843,-19502,201902,94,7,"T-22",7,68580,2,NA,50.1,2,4,1,5,44,NA,NA,NA,NA,4.73929,NA,NA,NA,"T-22","2019",3.91402100809082,3.78418963391826,1.07128320538709e-06,"NS"
"713",3353844,-19502,201902,94,7,"T-22",7,68580,2,NA,51.8,2,4,1,5,50,NA,NA,NA,NA,4.73929,NA,NA,NA,"T-22","2019",3.94739014926544,3.91202300542815,0.000112749710253257,"NS"
"714",3353845,-19502,201902,94,7,"T-22",7,68580,2,NA,54.2,2,4,1,5,52,NA,NA,NA,NA,4.73929,NA,NA,NA,"T-22","2019",3.9926809084456,3.95124371858143,0.000670295107595306,"NS"
"715",3353846,-19502,201902,94,7,"T-22",7,68580,2,NA,55.5,2,4,1,5,64,NA,NA,NA,NA,4.73929,NA,NA,NA,"T-22","2019",4.01638302075239,4.15888308335967,0.0012840339631425,"NS"
"721",3353473,-19501,201902,94,6,"U-22",7,68580,2,NA,49.9,2,4,1,5,46,NA,NA,NA,NA,7.42818,NA,NA,NA,"U-22","2019",3.91002100275747,3.8286413964891,0.000352621284752134,"NS"
"722",3353474,-19501,201902,94,6,"U-22",7,68580,2,NA,48.5,2,4,1,5,42,NA,NA,NA,NA,7.42818,NA,NA,NA,"U-22","2019",3.88156379794344,3.73766961828337,0.000260101881686263,"NS"
"743",3350629,-19822,201902,162,66,"V-20",7,68580,2,NA,49.3,2,4,1,5,44,NA,NA,NA,NA,1,NA,NA,NA,"V-20","2019",3.89792408104864,3.78418963391826,0.000240252839684632,"NS"
"744",3352067,-19835,201902,162,74,"S-21",7,68580,2,NA,48.6,2,4,1,5,42,NA,NA,NA,NA,2.76066,NA,NA,NA,"S-21","2019",3.88362353090645,3.73766961828337,0.000192796639850276,"NS"
"745",3352110,-19789,201902,162,50,"Y-25",7,68580,2,NA,51.3,2,4,1,5,50,NA,NA,NA,NA,8.82657,NA,NA,NA,"Y-25","2019",3.93769075217672,3.91202300542815,0.000418041153042741,"NS"
"746",3352111,-19789,201902,162,50,"Y-25",7,68580,2,NA,43.5,2,4,1,5,34,NA,NA,NA,NA,8.82657,NA,NA,NA,"Y-25","2019",3.77276093809464,3.52636052461616,0.00643602969835405,"NS"
"747",3352112,-19789,201902,162,50,"Y-25",7,68580,2,NA,47.7,2,4,1,5,42,NA,NA,NA,NA,8.82657,NA,NA,NA,"Y-25","2019",3.8649313978943,3.73766961828337,0.00124299779647515,"NS"
"748",3352113,-19789,201902,162,50,"Y-25",7,68580,2,NA,47.8,2,4,1,5,46,NA,NA,NA,NA,8.82657,NA,NA,NA,"Y-25","2019",3.86702563949741,3.8286413964891,0.00456357120465761,"NS"
"754",3350630,-19822,201902,162,66,"V-20",7,68580,2,NA,50.4,2,4,1,5,46,NA,NA,NA,NA,1,NA,NA,NA,"V-20","2019",3.91999117507732,3.8286413964891,7.44168663062064e-05,"NS"
"755",3350631,-19822,201902,162,66,"V-20",7,68580,2,NA,52,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"V-20","2019",3.95124371858143,3.91202300542815,4.39666086977488e-05,"NS"
"756",3350632,-19822,201902,162,66,"V-20",7,68580,2,NA,47.4,2,4,1,5,36,NA,NA,NA,NA,1,NA,NA,NA,"V-20","2019",3.85862222870103,3.58351893845611,0.000305707774992142,"NS"
"757",3350633,-19822,201902,162,66,"V-20",7,68580,2,NA,52.7,2,4,1,5,46,NA,NA,NA,NA,1,NA,NA,NA,"V-20","2019",3.96461545554732,3.8286413964891,0.00156391513749999,"NS"
"768",3352184,-19499,201902,94,4,"T-23",7,68580,2,NA,56.6,2,4,1,4,64,NA,NA,NA,NA,11.05669,NA,NA,NA,"T-23","2019",4.03600898520914,4.15888308335967,0.000114804324403421,"NS"
"769",3352185,-19499,201902,94,4,"T-23",7,68580,2,NA,55.7,2,4,1,5,58,NA,NA,NA,NA,11.05669,NA,NA,NA,"T-23","2019",4.01998014693324,4.06044301054642,0.000209694111225914,"NS"
"770",3352186,-19499,201902,94,4,"T-23",7,68580,2,NA,44,2,4,1,5,32,NA,NA,NA,NA,11.05669,NA,NA,NA,"T-23","2019",3.78418963391826,3.46573590279973,0.000738383426150465,"NS"
"771",3352187,-19499,201902,94,4,"T-23",7,68580,2,NA,52.5,2,4,1,5,48,NA,NA,NA,NA,11.05669,NA,NA,NA,"T-23","2019",3.96081316959758,3.87120101090789,0.000359614064727889,"NS"
"772",3352188,-19499,201902,94,4,"T-23",7,68580,2,NA,50.9,2,4,1,5,46,NA,NA,NA,NA,11.05669,NA,NA,NA,"T-23","2019",3.92986292355648,3.8286413964891,1.99590110179995e-06,"NS"
"779",3351101,-19801,201902,162,53,"X-25",7,68580,2,NA,49.6,2,4,1,5,40,NA,NA,NA,NA,1,NA,NA,NA,"X-25","2019",3.90399083373088,3.68887945411394,0.000609681262755257,"NS"
"780",3351102,-19801,201902,162,53,"X-25",7,68580,2,NA,49.6,2,4,1,6,42,NA,NA,NA,NA,1,NA,NA,NA,"X-25","2019",3.90399083373088,3.73766961828337,5.38808602395939e-05,"NS"
"781",3351103,-19801,201902,162,53,"X-25",7,68580,2,NA,48.1,2,4,1,5,40,NA,NA,NA,NA,1,NA,NA,NA,"X-25","2019",3.87328217711172,3.68887945411394,4.97834776069532e-05,"NS"
"782",3351104,-19801,201902,162,53,"X-25",7,68580,2,NA,47.7,2,4,1,5,36,NA,NA,NA,NA,1,NA,NA,NA,"X-25","2019",3.8649313978943,3.58351893845611,0.000581690425092331,"NS"
"783",3351105,-19801,201902,162,53,"X-25",7,68580,2,NA,51.9,2,4,1,5,46,NA,NA,NA,NA,1,NA,NA,NA,"X-25","2019",3.94931879017184,3.8286413964891,0.000481486908883448,"NS"
"790",3352598,-19496,201902,94,1,"V-24",7,68580,2,NA,49.5,2,4,1,5,46,NA,NA,NA,NA,15.18644,NA,NA,NA,"V-24","2019",3.90197266957464,3.8286413964891,0.000735739619092813,"NS"
"791",3352599,-19496,201902,94,1,"V-24",7,68580,2,NA,47.1,2,4,1,5,38,NA,NA,NA,NA,15.18644,NA,NA,NA,"V-24","2019",3.85227300102237,3.63758615972639,0.000124594176120786,"NS"
"792",3352600,-19496,201902,94,1,"V-24",7,68580,2,NA,54.1,2,4,1,5,52,NA,NA,NA,NA,15.18644,NA,NA,NA,"V-24","2019",3.99083418585244,3.95124371858143,0.000552397311534577,"NS"
"798",3352682,-19500,201902,94,5,"U-23",7,68580,2,NA,48.8,2,4,1,5,46,NA,NA,NA,NA,7.64729,NA,NA,NA,"U-23","2019",3.8877303128591,3.8286413964891,0.00181262735711229,"NS"
"799",3352683,-19500,201902,94,5,"U-23",7,68580,2,NA,51.5,2,4,1,5,52,NA,NA,NA,NA,7.64729,NA,NA,NA,"U-23","2019",3.94158180766969,3.95124371858143,0.00094267331999759,"NS"
"800",3352684,-19500,201902,94,5,"U-23",7,68580,2,NA,45.3,2,4,1,5,32,NA,NA,NA,NA,7.64729,NA,NA,NA,"U-23","2019",3.81330703248899,3.46573590279973,0.000225536404728592,"NS"
"801",3352685,-19500,201902,94,5,"U-23",7,68580,2,NA,48.6,2,4,1,5,42,NA,NA,NA,NA,7.64729,NA,NA,NA,"U-23","2019",3.88362353090645,3.73766961828337,0.000192796639850276,"NS"
"802",3352686,-19500,201902,94,5,"U-23",7,68580,2,NA,56.3,2,4,1,5,62,NA,NA,NA,NA,7.64729,NA,NA,NA,"U-23","2019",4.03069453514564,4.12713438504509,5.84850426048266e-06,"NS"
"824",3349960,-19788,201902,162,49,"Y-24",7,68580,2,NA,51.9,2,4,1,5,46,NA,NA,NA,NA,6.07619,NA,NA,NA,"Y-24","2019",3.94931879017184,3.8286413964891,0.000481486908883448,"NS"
"825",3349961,-19788,201902,162,49,"Y-24",7,68580,2,NA,54.4,2,4,1,5,54,NA,NA,NA,NA,6.07619,NA,NA,NA,"Y-24","2019",3.9963641538619,3.98898404656427,0.000216436881389471,"NS"
"826",3349962,-19788,201902,162,49,"Y-24",7,68580,2,NA,52.7,2,4,1,5,52,NA,NA,NA,NA,6.07619,NA,NA,NA,"Y-24","2019",3.96461545554732,3.95124371858143,5.1474926099799e-05,"NS"
"827",3349963,-19788,201902,162,49,"Y-24",7,68580,2,NA,51.7,2,4,1,5,44,NA,NA,NA,NA,6.07619,NA,NA,NA,"Y-24","2019",3.94545778151438,3.78418963391826,0.00114996469473289,"NS"
"828",3349964,-19788,201902,162,49,"Y-24",7,68580,2,NA,51.4,2,4,1,5,44,NA,NA,NA,NA,6.07619,NA,NA,NA,"Y-24","2019",3.93963817246112,3.78418963391826,0.000759115562913337,"NS"
"834",3346348,-19731,201902,162,20,"EE-18",7,68580,2,NA,57.9,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2019",4.05871738457895,4.24849524204936,0.000634714124296973,"NS"
"835",3346349,-19731,201902,162,20,"EE-18",7,68580,2,NA,62.1,2,4,1,5,80,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2019",4.12874598893943,4.38202663467388,0.000247255158526046,"NS"
"836",3346350,-19731,201902,162,20,"EE-18",7,68580,2,NA,60.8,2,4,1,5,80,NA,NA,NA,NA,1,NA,NA,NA,"EE-18","2019",4.10758978897212,4.38202663467388,0.000679180253266503,"NS"
"843",3348556,-19767,201902,162,34,"DD-19",7,68580,2,NA,58.9,2,4,1,5,75,NA,NA,NA,NA,1,NA,NA,NA,"DD-19","2019",4.07584109065754,4.31748811353631,0.00149862913808243,"NS"
"844",3348557,-19767,201902,162,34,"DD-19",7,68580,2,NA,64.9,2,4,1,5,95,NA,NA,NA,NA,1,NA,NA,NA,"DD-19","2019",4.17284762371004,4.55387689160054,0.000389283069129378,"NS"
"845",3348558,-19767,201902,162,34,"DD-19",7,68580,2,NA,58,2,4,1,5,65,NA,NA,NA,NA,1,NA,NA,NA,"DD-19","2019",4.06044301054642,4.17438726989564,0.000338596687606827,"NS"
"846",3344601,-19486,201902,162,2,"W-26",7,68580,2,NA,47,2,4,1,5,32,NA,NA,NA,NA,4.27544,NA,NA,NA,"W-26","2019",3.85014760171006,3.46573590279973,0.00311303040741649,"NS"
"847",3344602,-19486,201902,162,2,"W-26",7,68580,2,NA,67.1,2,4,1,5,98,NA,NA,NA,NA,4.27544,NA,NA,NA,"W-26","2019",4.20618404397764,4.58496747867057,0.00148378013514163,"NS"
"848",3344603,-19486,201902,162,2,"W-26",7,68580,2,NA,55.5,2,4,1,5,52,NA,NA,NA,NA,4.27544,NA,NA,NA,"W-26","2019",4.01638302075239,3.95124371858143,0.00357681597418756,"NS"
"849",3344604,-19486,201902,162,2,"W-26",7,68580,2,NA,51.7,2,4,1,5,46,NA,NA,NA,NA,4.27544,NA,NA,NA,"W-26","2019",3.94545778151438,3.8286413964891,0.000314660159943471,"NS"
"850",3344605,-19486,201902,162,2,"W-26",7,68580,2,NA,56.7,2,4,1,5,56,NA,NA,NA,NA,4.27544,NA,NA,NA,"W-26","2019",4.03777421073371,4.02535169073515,0.00348221179374632,"NS"
"867",3344168,-19489,201902,162,5,"W-23",7,68580,2,NA,49.8,2,4,1,3,44,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2019",3.90801498403061,3.78418963391826,2.57933043830243e-05,"NS"
"868",3344169,-19489,201902,162,5,"W-23",7,68580,2,NA,51.3,2,4,1,4,54,NA,NA,NA,NA,1,NA,NA,NA,"W-23","2019",3.93769075217672,3.98898404656427,0.00231223112157279,"NS"
"873",3346156,-19730,201902,162,19,"EE-19",7,68580,2,NA,65.3,2,4,1,5,95,NA,NA,NA,NA,1,NA,NA,NA,"EE-19","2019",4.17899203628239,4.55387689160054,2.47703751643209e-05,"NS"
"874",3346157,-19730,201902,162,19,"EE-19",7,68580,2,NA,58.4,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"EE-19","2019",4.06731588983418,4.24849524204936,0.000144918464138734,"NS"
"875",3346158,-19730,201902,162,19,"EE-19",7,68580,2,NA,58.6,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"EE-19","2019",4.07073469658297,4.24849524204936,4.27282927951286e-05,"NS"
"876",3346159,-19730,201902,162,19,"EE-19",7,68580,2,NA,60,2,4,1,5,75,NA,NA,NA,NA,1,NA,NA,NA,"EE-19","2019",4.0943445622221,4.31748811353631,6.30223982819556e-05,"NS"
"877",3346160,-19730,201902,162,19,"EE-19",7,68580,2,NA,59.4,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"EE-19","2019",4.0842942263686,4.24849524204936,0.000284052821510802,"NS"
"887",3348772,-19818,201902,162,62,"X-20",7,68580,2,NA,52.4,2,4,1,5,52,NA,NA,NA,NA,1,NA,NA,NA,"X-20","2019",3.958906591327,3.95124371858143,0.0001745770320711,"NS"
"888",3348773,-19818,201902,162,62,"X-20",7,68580,2,NA,45.6,2,4,1,4,38,NA,NA,NA,NA,1,NA,NA,NA,"X-20","2019",3.81990771652034,3.63758615972639,0.00301474106994092,"NS"
"904",3345827,-19740,201902,162,24,"CC-02",7,68580,2,NA,54,2,4,1,5,50,NA,NA,NA,NA,1,NA,NA,NA,"CC-02","2019",3.98898404656427,3.91202300542815,0.00139555608039091,"NS"
"921",3345974,-19583,201902,162,18,"FF-18",7,68580,2,NA,57.2,2,4,1,5,70,NA,NA,NA,NA,1,NA,NA,NA,"FF-18","2019",4.04655389838575,4.24849524204936,0.00178090321420342,"NS"
"926",3348996,-19770,201902,162,37,"CC-21",7,68580,2,NA,48.7,2,4,1,5,35,NA,NA,NA,NA,1,NA,NA,NA,"CC-21","2019",3.88567903008854,3.55534806148941,0.00301679332496512,"NS"
"932",3349139,-19851,201902,162,46,"ZZ-24",7,68580,2,NA,48.2,2,4,1,5,34,NA,NA,NA,NA,6.29779,NA,NA,NA,"ZZ-24","2019",3.87535902105655,3.52636052461616,0.00313626492195474,"NS"
"933",3344967,-19490,201902,162,6,"V-23",7,68580,2,NA,51.4,2,4,1,4,44,NA,NA,NA,NA,1,NA,NA,NA,"V-23","2019",3.93963817246112,3.78418963391826,0.000759115562913337,"NS"
"934",3344968,-19490,201902,162,6,"V-23",7,68580,2,NA,56.7,2,4,1,4,62,NA,NA,NA,NA,1,NA,NA,NA,"V-23","2019",4.03777421073371,4.12713438504509,6.00415666466574e-05,"NS"
"935",3344969,-19490,201902,162,6,"V-23",7,68580,2,NA,58.4,2,4,1,5,66,NA,NA,NA,NA,1,NA,NA,NA,"V-23","2019",4.06731588983418,4.18965474202643,0.000461218973374084,"NS"
"936",3344970,-19490,201902,162,6,"V-23",7,68580,2,NA,54.3,2,4,1,5,54,NA,NA,NA,NA,1,NA,NA,NA,"V-23","2019",3.99452422693989,3.98898404656427,0.000153211686116731,"NS"
"937",3349140,-19851,201902,162,46,"ZZ-24",7,68580,2,NA,55.2,2,4,1,5,58,NA,NA,NA,NA,6.29779,NA,NA,NA,"ZZ-24","2019",4.01096295328305,4.06044301054642,5.23292602987482e-06,"NS"
"938",3349141,-19851,201902,162,46,"ZZ-24",7,68580,2,NA,46.1,2,4,1,5,32,NA,NA,NA,NA,6.29779,NA,NA,NA,"ZZ-24","2019",3.8308129500026,3.46573590279973,0.00128602023737497,"NS"
"939",3349142,-19851,201902,162,46,"ZZ-24",7,68580,2,NA,50.8,2,4,1,5,40,NA,NA,NA,NA,6.29779,NA,NA,NA,"ZZ-24","2019",3.92789635458444,3.68887945411394,0.00240649383188378,"NS"
"940",3349143,-19851,201902,162,46,"ZZ-24",7,68580,2,NA,47,2,4,1,5,44,NA,NA,NA,NA,6.29779,NA,NA,NA,"ZZ-24","2019",3.85014760171006,3.78418963391826,0.00533081304974981,"NS"
"978",3349671,-19778,201902,162,40,"BB-21",7,68580,2,NA,51.5,2,4,1,5,48,NA,NA,NA,NA,1,NA,NA,NA,"BB-21","2019",3.94158180766969,3.87120101090789,3.17843738183753e-06,"NS"
"979",3349672,-19778,201902,162,40,"BB-21",7,68580,2,NA,55.6,2,4,1,5,58,NA,NA,NA,NA,1,NA,NA,NA,"BB-21","2019",4.01818320125654,4.06044301054642,0.000143488615984163,"NS"
"980",3349673,-19778,201902,162,40,"BB-21",7,68580,2,NA,47.5,2,4,1,5,36,NA,NA,NA,NA,1,NA,NA,NA,"BB-21","2019",3.8607297110406,3.58351893845611,0.000389175145720603,"NS"
"981",3349674,-19778,201902,162,40,"BB-21",7,68580,2,NA,49.1,2,4,1,5,40,NA,NA,NA,NA,1,NA,NA,NA,"BB-21","2019",3.89385903480047,3.68887945411394,0.000210815949872865,"NS"
"982",3349675,-19778,201902,162,40,"BB-21",7,68580,2,NA,50.6,2,4,1,5,44,NA,NA,NA,NA,1,NA,NA,NA,"BB-21","2019",3.92395157629342,3.78418963391826,0.000124161242106252,"NS"
"988",3345247,-19494,201902,162,10,"V-21",7,68580,2,NA,56.1,2,4,1,4,60,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",4.02713581252865,4.0943445622221,7.20512570201484e-05,"NS"
"989",3345248,-19494,201902,162,10,"V-21",7,68580,2,NA,52.8,2,4,1,4,46,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",3.96651119071222,3.8286413964891,0.00175164990227702,"NS"
"990",3345249,-19494,201902,162,10,"V-21",7,68580,2,NA,49,2,4,1,4,42,NA,NA,NA,NA,1,NA,NA,NA,"V-21","2019",3.89182029811063,3.73766961828337,2.67177667923379e-05,"NS"
